
******************************************************************************

       Energy levels and statistical weights for Fe VI

>> Data is from Keith Butler
>>   Maximum energy included = Ionization energy =>   799000.
>>   Put into John`s format by create.f
>> Data is from NIST
   Transition                                        f(abs)         A           Lam(A)     i-j          #

3d34Fe[3/2]-3d2(3F)4p4Go[5/2]                      1.9400D-02   9.8708D+08     295.634     1-  36       1
3d34Fe[3/2]-3d2(3F)4p4Fo[3/2]                      9.0650D-02   6.9711D+09     294.516     1-  38       2
3d34Fe[3/2]-3d2(3F)4p4Fo[5/2]                      1.7650D-02   9.0916D+08     293.820     1-  39       3
3d34Fe[3/2]-3d2(3F)4p2Fo[5/2]                      8.8310D-04   4.6086D+07     291.910     1-  43       4
3d34Fe[3/2]-3d2(3F)4p4Do[3/2]                      4.9650D-03   3.9011D+08     291.366     1-  45       5
3d34Fe[3/2]-3d2(3F)4p4Do[1/2]                      4.8750D-02   7.6791D+09     291.020     1-  47       6
3d34Fe[3/2]-3d2(3F)4p4Do[5/2]                      1.4250D-04   7.5107D+06     290.467     1-  48       7
3d34Fe[3/2]-3d2(3F)4p2Do[3/2]                      1.1000D-02   8.7158D+08     290.147     1-  49       8
3d34Fe[3/2]-3d2(3F)4p2Do[5/2]                      6.5200D-04   3.4692D+07     289.095     1-  51       9
3d34Fe[3/2]-3d2(3P)4p2So[1/2]                      9.0180D-07   1.4890D+05     284.248     1-  54      10
3d34Fe[3/2]-3d2(3P)4p4So[3/2]                      5.6480D-07   4.7655D+04     281.170     1-  55      11
3d34Fe[3/2]-3d2(1D)4p2Po[3/2]                      3.1710D-06   2.7072D+05     279.521     1-  56      12
3d34Fe[3/2]-3d2(1D)4p2Fo[5/2]                      3.0560D-06   1.7450D+05     279.069     1-  57      13
3d34Fe[3/2]-3d2(1D)4p2Po[1/2]                      1.3810D-02   2.3758D+09     278.475     1-  58      14
3d34Fe[3/2]-3d2(3P)4p4Do[1/2]                      2.1230D-03   3.6583D+08     278.245     1-  59      15
3d34Fe[3/2]-3d2(3P)4p4Do[3/2]                      6.1410D-03   5.3023D+08     277.947     1-  60      16
3d34Fe[3/2]-3d2(3P)4p4Do[5/2]                      4.4700D-04   2.5863D+07     277.233     1-  62      17
3d34Fe[3/2]-3d2(1D)4p2Do[3/2]                      3.2880D-04   2.8718D+07     276.351     1-  63      18
3d34Fe[3/2]-3d2(1D)4p2Do[5/2]                      4.9440D-05   2.8907D+06     275.784     1-  65      19
3d34Fe[3/2]-3d2(3P)4p4Po[1/2]                      3.4120D-06   6.0292D+05     274.766     1-  66      20
3d34Fe[3/2]-3d2(3P)4p4Po[3/2]                      2.4890D-06   2.2045D+05     274.429     1-  67      21
3d34Fe[3/2]-3d2(3P)4p4Po[5/2]                      3.0780D-09   1.8285D+02     273.602     1-  70      22
3d34Fe[3/2]-3d2(3P)4p2Do[3/2]                      5.4960D-05   5.0334D+06     269.878     1-  71      23
3d34Fe[3/2]-3d2(3P)4p2Do[5/2]                      9.8550D-06   6.0184D+05     269.848     1-  72      24
3d34Fe[3/2]-3d2(3P)4p2Po[1/2]                      4.0570D-05   7.5741D+06     267.317     1-  75      25
3d34Fe[3/2]-3d2(3P)4p2Po[3/2]                      5.2710D-06   4.9292D+05     267.076     1-  76      26
3d34Fe[3/2]-3d2(1G)4p2Fo[5/2]                      5.2190D-06   3.3350D+05     263.798     1-  78      27
3d34Fe[3/2]-3d2(1S)4p2Po[1/2]                      1.3410D-06   2.9811D+05     244.974     1-  79      28
3d34Fe[3/2]-3d2(1S)4p2Po[3/2]                      6.9090D-08   7.7617D+03     243.671     1-  80      29
3d34Fe[5/2]-3d2(3F)4p4Go[5/2]                      5.9680D-05   4.5411D+06     296.081     2-  36      30
3d34Fe[5/2]-3d2(3F)4p4Go[7/2]                      1.9510D-02   1.1214D+09     295.015     2-  37      31
3d34Fe[5/2]-3d2(3F)4p4Fo[3/2]                      9.7960D-03   1.1266D+09     294.960     2-  38      32
3d34Fe[5/2]-3d2(3F)4p4Fo[5/2]                      8.0770D-02   6.2220D+09     294.262     2-  39      33
3d34Fe[5/2]-3d2(3F)4p4Fo[7/2]                      1.3710D-02   7.9687D+08     293.381     2-  41      34
3d34Fe[5/2]-3d2(3F)4p2Fo[5/2]                      8.6060D-04   6.7167D+07     292.346     2-  43      35
3d34Fe[5/2]-3d2(3F)4p4Do[3/2]                      4.6370D-02   5.4489D+09     291.801     2-  45      36
3d34Fe[5/2]-3d2(3F)4p2Fo[7/2]                      7.6320D-04   4.4945D+07     291.463     2-  46      37
3d34Fe[5/2]-3d2(3F)4p4Do[5/2]                      8.1100D-03   6.3927D+08     290.899     2-  48      38
3d34Fe[5/2]-3d2(3F)4p2Do[3/2]                      1.0440D-02   1.2371D+09     290.578     2-  49      39
3d34Fe[5/2]-3d2(3F)4p4Do[7/2]                      7.4550D-06   4.4368D+05     289.930     2-  50      40
3d34Fe[5/2]-3d2(3F)4p2Do[5/2]                      3.5740D-03   2.8441D+08     289.523     2-  51      41
3d34Fe[5/2]-3d2(3F)4p2Go[7/2]                      1.0980D-04   6.6695D+06     286.985     2-  52      42
3d34Fe[5/2]-3d2(3P)4p4So[3/2]                      1.2260D-05   1.5472D+06     281.574     2-  55      43
3d34Fe[5/2]-3d2(1D)4p2Po[3/2]                      6.1460D-06   7.8481D+05     279.921     2-  56      44
3d34Fe[5/2]-3d2(1D)4p2Fo[5/2]                      1.4230D-04   1.2153D+07     279.468     2-  57      45
3d34Fe[5/2]-3d2(3P)4p4Do[3/2]                      1.6680D-02   2.1542D+09     278.342     2-  60      46
3d34Fe[5/2]-3d2(1D)4p2Fo[7/2]                      2.0690D-04   1.3368D+07     278.263     2-  61      47
3d34Fe[5/2]-3d2(3P)4p4Do[5/2]                      5.4050D-03   4.6776D+08     277.627     2-  62      48
3d34Fe[5/2]-3d2(1D)4p2Do[3/2]                      2.7730D-04   3.6228D+07     276.742     2-  63      49
3d34Fe[5/2]-3d2(3P)4p4Do[7/2]                      2.0730D-05   1.3572D+06     276.427     2-  64      50
3d34Fe[5/2]-3d2(1D)4p2Do[5/2]                      4.6140D-04   4.0352D+07     276.173     2-  65      51
3d34Fe[5/2]-3d2(3P)4p4Po[3/2]                      3.7370D-05   4.9509D+06     274.815     2-  67      52
3d34Fe[5/2]-3d2(1G)4p2Go[7/2]                      4.6850D-08   3.1151D+03     274.299     2-  68      53
3d34Fe[5/2]-3d2(3P)4p4Po[5/2]                      1.0910D-06   9.6943D+04     273.986     2-  70      54
3d34Fe[5/2]-3d2(3P)4p2Do[3/2]                      2.8650D-05   3.9249D+06     270.251     2-  71      55
3d34Fe[5/2]-3d2(3P)4p2Do[5/2]                      5.1880D-05   4.7393D+06     270.220     2-  72      56
3d34Fe[5/2]-3d2(3P)4p2Po[3/2]                      1.8690D-05   2.6145D+06     267.441     2-  76      57
3d34Fe[5/2]-3d2(1G)4p2Fo[7/2]                      9.5350D-07   6.7956D+04     264.942     2-  77      58
3d34Fe[5/2]-3d2(1G)4p2Fo[5/2]                      5.6800D-08   5.4298D+03     264.155     2-  78      59
3d34Fe[5/2]-3d2(1S)4p2Po[3/2]                      1.1690D-07   1.9650D+04     243.975     2-  80      60
3d34Fe[7/2]-3d2(3F)4p4Go[5/2]                      1.4130D-04   1.4278D+07     296.676     3-  36      61
3d34Fe[7/2]-3d2(3F)4p4Go[7/2]                      1.0210D-04   7.7938D+06     295.605     3-  37      62
3d34Fe[7/2]-3d2(3F)4p4Fo[5/2]                      1.0640D-02   1.0885D+09     294.850     3-  39      63
3d34Fe[7/2]-3d2(3F)4p4Go[9/2]                      1.8690D-02   1.1512D+09     294.337     3-  40      64
3d34Fe[7/2]-3d2(3F)4p4Fo[7/2]                      8.8620D-02   6.8405D+09     293.965     3-  41      65
3d34Fe[7/2]-3d2(3F)4p4Fo[9/2]                      6.3950D-03   3.9739D+08     293.044     3-  42      66
3d34Fe[7/2]-3d2(3F)4p2Fo[5/2]                      8.8780D-03   9.2021D+08     292.926     3-  43      67
3d34Fe[7/2]-3d2(3F)4p2Fo[7/2]                      3.1230D-03   2.4425D+08     292.039     3-  46      68
3d34Fe[7/2]-3d2(3F)4p4Do[5/2]                      4.9380D-02   5.1694D+09     291.473     3-  48      69
3d34Fe[7/2]-3d2(3F)4p4Do[7/2]                      2.6710D-03   2.1112D+08     290.500     3-  50      70
3d34Fe[7/2]-3d2(3F)4p2Do[5/2]                      5.2910D-03   5.5919D+08     290.092     3-  51      71
3d34Fe[7/2]-3d2(3F)4p2Go[7/2]                      1.7330D-04   1.3981D+07     287.543     3-  52      72
3d34Fe[7/2]-3d2(3F)4p2Go[9/2]                      2.6450D-04   1.7175D+07     286.673     3-  53      73
3d34Fe[7/2]-3d2(1D)4p2Fo[5/2]                      5.3030D-04   6.0159D+07     279.997     3-  57      74
3d34Fe[7/2]-3d2(1D)4p2Fo[7/2]                      3.1830D-03   2.7317D+08     278.788     3-  61      75
3d34Fe[7/2]-3d2(3P)4p4Do[5/2]                      1.8250D-02   2.0979D+09     278.150     3-  62      76
3d34Fe[7/2]-3d2(3P)4p4Do[7/2]                      4.4530D-04   3.8727D+07     276.946     3-  64      77
3d34Fe[7/2]-3d2(1D)4p2Do[5/2]                      1.0200D-03   1.1849D+08     276.691     3-  65      78
3d34Fe[7/2]-3d2(1G)4p2Go[7/2]                      5.1300D-06   4.5311D+05     274.809     3-  68      79
3d34Fe[7/2]-3d2(1G)4p2Go[9/2]                      1.7540D-08   1.2407D+03     274.666     3-  69      80
3d34Fe[7/2]-3d2(3P)4p4Po[5/2]                      1.8210D-05   2.1495D+06     274.495     3-  70      81
3d34Fe[7/2]-3d2(3P)4p2Do[5/2]                      6.5800D-05   7.9852D+06     270.716     3-  72      82
3d34Fe[7/2]-3d2(1G)4p2Ho[9/2]                      4.5570D-07   3.3454D+04     269.609     3-  73      83
3d34Fe[7/2]-3d2(1G)4p2Fo[7/2]                      2.3340D-08   2.2100D+03     265.418     3-  77      84
3d34Fe[7/2]-3d2(1G)4p2Fo[5/2]                      1.5920D-06   2.0219D+05     264.628     3-  78      85
3d34Fe[9/2]-3d2(3F)4p4Go[7/2]                      2.9320D-04   2.7843D+07     296.317     4-  37      86
3d34Fe[9/2]-3d2(3F)4p4Go[9/2]                      1.0320D-03   7.9079D+07     295.042     4-  40      87
3d34Fe[9/2]-3d2(3F)4p4Fo[7/2]                      5.5060D-03   5.2872D+08     294.668     4-  41      88
3d34Fe[9/2]-3d2(3F)4p4Fo[9/2]                      9.9670D-02   7.7051D+09     293.743     4-  42      89
3d34Fe[9/2]-3d2(3F)4p4Go[11/2]                     1.4640D-02   9.4478D+08     293.488     4-  44      90
3d34Fe[9/2]-3d2(3F)4p2Fo[7/2]                      2.6950D-02   2.6222D+09     292.734     4-  46      91
3d34Fe[9/2]-3d2(3F)4p4Do[7/2]                      4.5070D-02   4.4320D+09     291.187     4-  50      92
3d34Fe[9/2]-3d2(3F)4p2Go[7/2]                      1.7930D-05   1.7997D+06     288.216     4-  52      93
3d34Fe[9/2]-3d2(3F)4p2Go[9/2]                      8.8720D-04   7.1676D+07     287.342     4-  53      94
3d34Fe[9/2]-3d2(1D)4p2Fo[7/2]                      2.1400D-02   2.2854D+09     279.421     4-  61      95
3d34Fe[9/2]-3d2(3P)4p4Do[7/2]                      2.9250D-03   3.1655D+08     277.570     4-  64      96
3d34Fe[9/2]-3d2(1G)4p2Go[7/2]                      3.1680D-05   3.4821D+06     275.424     4-  68      97
3d34Fe[9/2]-3d2(1G)4p2Go[9/2]                      4.5240D-07   3.9822D+04     275.280     4-  69      98
3d34Fe[9/2]-3d2(1G)4p2Ho[9/2]                      6.4220D-10   5.8674D+01     270.201     4-  73      99
3d34Fe[9/2]-3d2(1G)4p2Ho[11/2]                     2.0570D-06   1.5798D+05     269.030     4-  74     100
3d34Fe[9/2]-3d2(1G)4p2Fo[7/2]                      2.2550D-05   2.6575D+06     265.992     4-  77     101
3d34Pe[1/2]-3d2(3F)4p4Fo[3/2]                      6.0690D-04   2.0831D+07     311.719     5-  38     102
3d34Pe[1/2]-3d2(3F)4p4Do[3/2]                      3.7850D-02   1.3291D+09     308.192     5-  45     103
3d34Pe[1/2]-3d2(3F)4p4Do[1/2]                      4.6060D-02   3.2428D+09     307.805     5-  47     104
3d34Pe[1/2]-3d2(3F)4p2Do[3/2]                      7.2300D-03   2.5613D+08     306.829     5-  49     105
3d34Pe[1/2]-3d2(3P)4p2So[1/2]                      5.9120D-04   4.3747D+07     300.239     5-  54     106
3d34Pe[1/2]-3d2(3P)4p4So[3/2]                      6.3130D-02   2.3900D+09     296.807     5-  55     107
3d34Pe[1/2]-3d2(1D)4p2Po[3/2]                      7.0940D-03   2.7193D+08     294.971     5-  56     108
3d34Pe[1/2]-3d2(1D)4p2Po[1/2]                      7.0280D-03   5.4308D+08     293.806     5-  58     109
3d34Pe[1/2]-3d2(3P)4p4Do[1/2]                      1.6450D-03   1.2734D+08     293.550     5-  59     110
3d34Pe[1/2]-3d2(3P)4p4Do[3/2]                      1.0670D-02   4.1391D+08     293.218     5-  60     111
3d34Pe[1/2]-3d2(1D)4p2Do[3/2]                      1.1720D-05   4.6019D+05     291.443     5-  63     112
3d34Pe[1/2]-3d2(3P)4p4Po[1/2]                      7.3030D-03   5.8051D+08     289.681     5-  66     113
3d34Pe[1/2]-3d2(3P)4p4Po[3/2]                      3.1490D-02   1.2548D+09     289.306     5-  67     114
3d34Pe[1/2]-3d2(3P)4p2Do[3/2]                      1.1300D-04   4.6643D+06     284.253     5-  71     115
3d34Pe[1/2]-3d2(3P)4p2Po[1/2]                      1.9650D-04   1.6551D+07     281.413     5-  75     116
3d34Pe[1/2]-3d2(3P)4p2Po[3/2]                      9.7320D-05   4.1064D+06     281.146     5-  76     117
3d34Pe[1/2]-3d2(1S)4p2Po[1/2]                      2.1110D-06   2.1359D+05     256.760     5-  79     118
3d34Pe[1/2]-3d2(1S)4p2Po[3/2]                      1.6800D-06   8.5946D+04     255.329     5-  80     119
3d34Pe[3/2]-3d2(3F)4p4Go[5/2]                      3.1090D-05   1.4097D+06     313.171     6-  36     120
3d34Pe[3/2]-3d2(3F)4p4Fo[3/2]                      3.1540D-04   2.1624D+07     311.917     6-  38     121
3d34Pe[3/2]-3d2(3F)4p4Fo[5/2]                      4.8980D-04   2.2500D+07     311.137     6-  39     122
3d34Pe[3/2]-3d2(3F)4p2Fo[5/2]                      1.1090D-02   5.1652D+08     308.995     6-  43     123
3d34Pe[3/2]-3d2(3F)4p4Do[3/2]                      2.4990D-02   1.7528D+09     308.386     6-  45     124
3d34Pe[3/2]-3d2(3F)4p4Do[1/2]                      4.5890D-03   6.4536D+08     307.998     6-  47     125
3d34Pe[3/2]-3d2(3F)4p4Do[5/2]                      4.5240D-02   2.1293D+09     307.379     6-  48     126
3d34Pe[3/2]-3d2(3F)4p2Do[3/2]                      4.6470D-03   3.2884D+08     307.021     6-  49     127
3d34Pe[3/2]-3d2(3F)4p2Do[5/2]                      1.7960D-03   8.5382D+07     305.843     6-  51     128
3d34Pe[3/2]-3d2(3P)4p2So[1/2]                      1.2270D-03   1.8137D+08     300.423     6-  54     129
3d34Pe[3/2]-3d2(3P)4p4So[3/2]                      5.7340D-02   4.3364D+09     296.987     6-  55     130
3d34Pe[3/2]-3d2(1D)4p2Po[3/2]                      9.1980D-03   7.0431D+08     295.148     6-  56     131
3d34Pe[3/2]-3d2(1D)4p2Fo[5/2]                      6.6050D-04   3.3833D+07     294.644     6-  57     132
3d34Pe[3/2]-3d2(1D)4p2Po[1/2]                      1.0430D-03   1.6100D+08     293.982     6-  58     133
3d34Pe[3/2]-3d2(3P)4p4Do[1/2]                      4.4560D-05   6.8903D+06     293.726     6-  59     134
3d34Pe[3/2]-3d2(3P)4p4Do[3/2]                      4.0530D-03   3.1407D+08     293.393     6-  60     135
3d34Pe[3/2]-3d2(3P)4p4Do[5/2]                      1.1950D-02   6.2070D+08     292.599     6-  62     136
3d34Pe[3/2]-3d2(1D)4p2Do[3/2]                      1.5250D-04   1.1962D+07     291.616     6-  63     137
3d34Pe[3/2]-3d2(1D)4p2Do[5/2]                      1.3440D-03   7.0586D+07     290.985     6-  65     138
3d34Pe[3/2]-3d2(3P)4p4Po[1/2]                      1.9060D-02   3.0266D+09     289.852     6-  66     139
3d34Pe[3/2]-3d2(3P)4p4Po[3/2]                      4.3290D-03   3.4460D+08     289.477     6-  67     140
3d34Pe[3/2]-3d2(3P)4p4Po[5/2]                      1.6780D-02   8.9616D+08     288.557     6-  70     141
3d34Pe[3/2]-3d2(3P)4p2Do[3/2]                      9.6450D-06   7.9532D+05     284.417     6-  71     142
3d34Pe[3/2]-3d2(3P)4p2Do[5/2]                      7.6360D-04   4.1987D+07     284.384     6-  72     143
3d34Pe[3/2]-3d2(3P)4p2Po[1/2]                      3.6480D-05   6.1383D+06     281.574     6-  75     144
3d34Pe[3/2]-3d2(3P)4p2Po[3/2]                      3.6720D-05   3.0952D+06     281.307     6-  76     145
3d34Pe[3/2]-3d2(1G)4p2Fo[5/2]                      1.2840D-05   7.4055D+05     277.673     6-  78     146
3d34Pe[3/2]-3d2(1S)4p2Po[1/2]                      6.7350D-06   1.3615D+06     256.894     6-  79     147
3d34Pe[3/2]-3d2(1S)4p2Po[3/2]                      3.1280D-06   3.1972D+05     255.462     6-  80     148
3d34Pe[5/2]-3d2(3F)4p4Go[5/2]                      4.8700D-06   3.2983D+05     313.828     7-  36     149
3d34Pe[5/2]-3d2(3F)4p4Go[7/2]                      5.0100D-05   2.5644D+06     312.631     7-  37     150
3d34Pe[5/2]-3d2(3F)4p4Fo[3/2]                      1.8650D-05   1.9100D+06     312.569     7-  38     151
3d34Pe[5/2]-3d2(3F)4p4Fo[5/2]                      1.1740D-04   8.0557D+06     311.786     7-  39     152
3d34Pe[5/2]-3d2(3F)4p4Fo[7/2]                      4.8840D-04   2.5295D+07     310.796     7-  41     153
3d34Pe[5/2]-3d2(3F)4p2Fo[5/2]                      2.4820D-03   1.7268D+08     309.635     7-  43     154
3d34Pe[5/2]-3d2(3F)4p4Do[3/2]                      1.3710D-03   1.4365D+08     309.023     7-  45     155
3d34Pe[5/2]-3d2(3F)4p2Fo[7/2]                      3.0070D-02   1.5792D+09     308.644     7-  46     156
3d34Pe[5/2]-3d2(3F)4p4Do[5/2]                      1.2830D-02   9.0207D+08     308.012     7-  48     157
3d34Pe[5/2]-3d2(3F)4p2Do[3/2]                      3.5940D-04   3.7992D+07     307.653     7-  49     158
3d34Pe[5/2]-3d2(3F)4p4Do[7/2]                      4.3530D-02   2.3117D+09     306.926     7-  50     159
3d34Pe[5/2]-3d2(3F)4p2Do[5/2]                      1.1550D-03   8.2027D+07     306.470     7-  51     160
3d34Pe[5/2]-3d2(3F)4p2Go[7/2]                      6.7510D-06   3.6635D+05     303.627     7-  52     161
3d34Pe[5/2]-3d2(3P)4p4So[3/2]                      4.6440D-02   5.2472D+09     297.578     7-  55     162
3d34Pe[5/2]-3d2(1D)4p2Po[3/2]                      1.3430D-02   1.5365D+09     295.732     7-  56     163
3d34Pe[5/2]-3d2(1D)4p2Fo[5/2]                      4.0630D-06   3.1095D+05     295.226     7-  57     164
3d34Pe[5/2]-3d2(3P)4p4Do[3/2]                      2.5690D-04   2.9744D+07     293.970     7-  60     165
3d34Pe[5/2]-3d2(1D)4p2Fo[7/2]                      1.0310D-02   5.9721D+08     293.882     7-  61     166
3d34Pe[5/2]-3d2(3P)4p4Do[5/2]                      1.0480D-03   8.1333D+07     293.172     7-  62     167
3d34Pe[5/2]-3d2(1D)4p2Do[3/2]                      3.0090D-04   3.5265D+07     292.186     7-  63     168
3d34Pe[5/2]-3d2(3P)4p4Do[7/2]                      1.9230D-03   1.1296D+08     291.835     7-  64     169
3d34Pe[5/2]-3d2(1D)4p2Do[5/2]                      6.2570D-03   4.9100D+08     291.552     7-  65     170
3d34Pe[5/2]-3d2(3P)4p4Po[3/2]                      1.8910D-02   2.2492D+09     290.038     7-  67     171
3d34Pe[5/2]-3d2(1G)4p2Go[7/2]                      1.4920D-05   8.9082D+05     289.464     7-  68     172
3d34Pe[5/2]-3d2(3P)4p4Po[5/2]                      2.9990D-02   2.3932D+09     289.115     7-  70     173
3d34Pe[5/2]-3d2(3P)4p2Do[3/2]                      6.6180D-06   8.1546D+05     284.959     7-  71     174
3d34Pe[5/2]-3d2(3P)4p2Do[5/2]                      2.6560D-04   2.1823D+07     284.926     7-  72     175
3d34Pe[5/2]-3d2(3P)4p2Po[3/2]                      5.6240D-05   7.0842D+06     281.837     7-  76     176
3d34Pe[5/2]-3d2(1G)4p2Fo[7/2]                      5.3030D-05   3.4066D+06     279.064     7-  77     177
3d34Pe[5/2]-3d2(1G)4p2Fo[5/2]                      3.4240D-06   2.9512D+05     278.190     7-  78     178
3d34Pe[5/2]-3d2(1S)4p2Po[3/2]                      3.4620D-06   5.2897D+05     255.899     7-  80     179
3d32Ge[7/2]-3d2(3F)4p4Go[5/2]                      1.2920D-03   1.1594D+08     314.822     8-  36     180
3d32Ge[7/2]-3d2(3F)4p4Go[7/2]                      3.6610D-06   2.4829D+05     313.617     8-  37     181
3d32Ge[7/2]-3d2(3F)4p4Fo[5/2]                      5.2600D-06   4.7823D+05     312.766     8-  39     182
3d32Ge[7/2]-3d2(3F)4p4Go[9/2]                      6.0380D-08   3.3060D+03     312.189     8-  40     183
3d32Ge[7/2]-3d2(3F)4p4Fo[7/2]                      4.8070D-05   3.2988D+06     311.770     8-  41     184
3d32Ge[7/2]-3d2(3F)4p4Fo[9/2]                      1.1710D-05   6.4717D+05     310.735     8-  42     185
3d32Ge[7/2]-3d2(3F)4p2Fo[5/2]                      2.5120D-02   2.3158D+09     310.602     8-  43     186
3d32Ge[7/2]-3d2(3F)4p2Fo[7/2]                      4.2450D-04   2.9540D+07     309.605     8-  46     187
3d32Ge[7/2]-3d2(3F)4p4Do[5/2]                      6.7950D-03   6.3306D+08     308.969     8-  48     188
3d32Ge[7/2]-3d2(3F)4p4Do[7/2]                      3.0320D-04   2.1337D+07     307.876     8-  50     189
3d32Ge[7/2]-3d2(3F)4p2Do[5/2]                      2.2040D-03   2.0742D+08     307.417     8-  51     190
