******************************************************************************

       Identification of Super-Levels with actual model levels for FeV.
       Taken from Hubeny and Lanz (ApJ, 1995, 439, 875)
       Only the first and last columns are significant.

  Config       Statistical   Energy  Ionization      Super
                 Weight      (cm-1)  Energy(eV)     Level ID
******************************************************************************

28-Jun-1995                             !Date
182                                     !Number of energy levels
5					!Entry number of link to super level

3d4(4)5De[0]        1.         0.0000   75.00722        1      0
3d4(4)5De[1]        3.       142.1000   74.98960        1      0
3d4(4)5De[2]        5.       417.3000   74.95549        1      0
3d4(4)5De[3]        7.       803.1000   74.90765        1      0
3d4(4)5De[4]        9.      1282.8000   74.84818        1      0
3d4(4)3Pe[0]        1.     24055.4000   72.02486        2      0
3d4(4)3He[4]        9.     24932.5000   71.91612        3      0
3d4(4)3Pe[1]        3.     24972.9000   71.91111        2      0
3d4(4)3He[5]       11.     25225.9000   71.87974        3      0
3d4(4)3He[6]       13.     25528.5000   71.84223        3      0
3d4(4)3Pe[2]        5.     26468.3000   71.72571        2      0
3d4(4)3Fe[2]        5.     26760.7000   71.68946        4      0
3d4(4)3Fe[3]        7.     26842.3000   71.67934        4      0
3d4(4)3Fe[4]        9.     26974.0000   71.66302        4      0
3d4(4)3Ge[3]        7.     29817.1000   71.31053        5      0
3d4(4)3Ge[4]        9.     30147.0000   71.26963        5      0
3d4(4)3Ge[5]       11.     30430.1000   71.23453        5      0
3d4(4)1Ge[4]        9.     36586.3000   70.47129        5      0
3d4(4)3De[3]        7.     36630.1000   70.46586        6      0
3d4(4)3De[2]        5.     36758.5000   70.44994        6      0
3d4(4)3De[1]        3.     36925.4000   70.42925        6      0
3d41Ie[6]          13.     37511.7000   70.35656        7      0
3d4(4)1Se[0]        1.     39633.4000   70.09352        7      0
3d4(4)1De[2]        5.     46291.2000   69.26809        8      0
3d4(4)1Fe[3]        7.     52732.7000   68.46948        9      0
3d4(2)3Pe[2]        5.     61854.4000   67.33858       10      0
3d4(2)3Fe[4]        9.     62238.1000   67.29101       10      0
3d4(2)3Fe[2]        5.     62321.1000   67.28072       10      0
3d4(2)3Fe[3]        7.     62364.4000   67.27535       10      0
3d4(2)3Pe[1]        3.     62914.2000   67.20719       11      0
3d4(2)3Pe[0]        1.     63420.0000   67.14448       11      0
3d4(2)1Ge[4]        9.     71280.3000   66.16997       12      0
3d4(2)1De[2]        5.     93832.3000   63.37400       13      0
3d4(0)1Se[0]        1.    121130.2000   59.98964       14      0
3d3(4F3)4s5Fe[1]    3.    186433.6000   51.89339       15      0
3d3(4F3)4s5Fe[2]    5.    186725.5000   51.85720       15      0
3d3(4F3)4s5Fe[3]    7.    187157.5000   51.80364       15      0
3d3(4F3)4s5Fe[4]    9.    187719.0000   51.73403       15      0
3d3(4F3)4s5Fe[5]   11.    188395.3000   51.65018       15      0
3d3(4F3)4s3Fe[2]    5.    195196.3000   50.80700       16      0
3d3(4F3)4s3Fe[3]    7.    195933.0000   50.71567       16      0
3d3(4F3)4s3Fe[4]    9.    196838.6000   50.60339       16      0
3d3(4P3)4s5Pe[1]    3.    204729.9000   49.62504        17      0
3d3(4P3)4s5Pe[2]    5.    204975.4000   49.59460        17      0
3d3(4P3)4s5Pe[3]    7.    205536.4000   49.52505        17      0
3d3(2G3)4s3Ge[3]    7.    208838.2000   49.11570        18      0
3d3(2G3)4s3Ge[4]    9.    209110.1000   49.08199        18      0
3d3(2G3)4s3Ge[5]   11.    209523.9000   49.03068        18      0
3d3(4P3)4s3Pe[0]    1.    212542.1000   48.65649        19      0
3d3(4P3)4s3Pe[1]    3.    212818.1000   48.62227        19      0
3d3(2G3)4s1Ge[4]    9.    213534.1000   48.53350        20      0
3d3(2P3)4s3Pe[2]    5.    213649.2000   48.51923        20      0
3d3(4P3)4s3Pe[2]    5.    214525.8000   48.41055        19      0
3d3(2P3)4s3Pe[1]    3.    214611.4000   48.39994        20      0
3d3(2P3)4s3Pe[0]    1.    214762.0000   48.38127        20      0
3d3(2D3)4s3De[1]    3.    215782.6000   48.25474        21      0
3d3(2D3)4s3De[2]    5.    216538.1000   48.16107        21      0
3d3(2D3)4s3De[3]    7.    216592.7000   48.15430        21      0
3d3(2H3)4s3He[4]    9.    216779.1000   48.13119        22      0
3d3(2H3)4s3He[5]   11.    216860.4000   48.12111        22      0
3d3(2H3)4s3He[6]   13.    217122.5000   48.08862        22      0
3d3(2P3)4s1Pe[1]    3.    219486.9000   47.79548        23      0
3d3(2D3)4s1De[2]    5.    220621.0000   47.65488        23      0
3d3(2H3)4s1He[5]   11.    221305.2000   47.57005        23      0
3d3(2F3)4s3Fe[4]    9.    233633.6000   46.04159        24      0
3d3(2F3)4s3Fe[3]    7.    233848.9000   46.01490        24      0
3d3(2F3)4s3Fe[2]    5.    234027.4000   45.99277        24      0
3d3(2F3)4s1Fe[3]    7.    237729.6000   45.53377        25      0
3d3(4F3)4p5Go[2]    5.    254803.3000   43.41699        26      0
3d3(4F3)4p5Go[3]    7.    255399.2000   43.34312        26      0
3d3(4F3)4p5Go[4]    9.    256177.9000   43.24657        26      0
3d3(4F3)4p5Go[5]   11.    257138.0000   43.12754        26      0
3d3(4F3)4p5Fo[1]    3.    257742.3000   43.05262        27      0
3d3(4F3)4p5Do[2]    5.    258128.5000   43.00474        27      0
3d3(4F3)4p5Go[6]   13.    258297.4000   42.98380        27      0
3d3(2D1)4s3De[3]    7.    258434.1000   42.96685        28      0
3d3(4F3)4p5Do[0]    1.    258619.5000   42.94387        27      0
3d3(2D1)4s3De[2]    5.    258628.5000   42.94275        28      0
3d3(4F3)4p5Do[3]    7.    258680.0000   42.93637        27      0
3d3(2D1)4s3De[1]    3.    258769.5000   42.92527        28      0
3d3(4F3)4p5Do[1]    3.    258891.5000   42.91014        27      0
3d3(4F3)4p5Do[4]    9.    259344.8000   42.85394        27      0
3d3(4F3)4p5Fo[2]    5.    259376.1000   42.85006        27      0
3d3(4F3)4p5Fo[3]    7.    259954.7000   42.77833        27      0
3d3(4F3)4p3Do[1]    3.    259995.2000   42.77331        27      0
3d3(4F3)4p3Do[2]    5.    260411.4000   42.72171        27      0
3d3(4F3)4p5Fo[4]    9.    260521.0000   42.70812        27      0
3d3(4F3)4p5Fo[5]   11.    261051.9000   42.64230        27      0
3d3(4F3)4p3Do[3]    7.    261179.6000   42.62647        27      0
3d3(2D1)4s1De[2]    5.    262509.3000   42.46161        29      0
3d3(4F3)4p3Go[3]    7.    263898.6000   42.28937        30      0
3d3(4F3)4p3Go[4]    9.    264434.2000   42.22297        30      0
3d3(4F3)4p3Go[5]   11.    265112.6000   42.13886        30      0
3d3(4F3)4p3Fo[2]    5.    266612.8000   41.95287        31      0
3d3(4F3)4p3Fo[3]    7.    267240.1000   41.87509        31      0
3d3(4F3)4p3Fo[4]    9.    267928.6000   41.78973        31      0
3d3(4P3)4p5Po[1]    3.    273643.1000   41.08126        32      0
3d3(4P3)4p5Po[2]    5.    274136.1000   41.02014        32      0
3d3(4P3)4p5Do[0]    1.    274753.3000   40.94362        33      0
3d3(4P3)4p5Po[3]    7.    274930.3000   40.92167        32      0
3d3(4P3)4p5Do[1]    3.    275146.6000   40.89485        33      0
3d3(4P3)4p5Do[2]    5.    275374.3000   40.86662        33      0
3d3(2G3)4p3Ho[4]    9.    276429.7000   40.73578        34      0
3d3(4P3)4p3Po[0]    1.    276434.9000   40.73513        34      0
3d3(4P3)4p3Po[2]    5.    276759.2000   40.69493        34      0
3d3(4P3)4p3Po[1]    3.    276765.9000   40.69410        34      0
3d3(4P3)4p5Do[3]    7.    277068.5000   40.65658        33      0
3d3(2G3)4p3Ho[5]   11.    277292.7000   40.62878        34      0
3d3(4P3)4p5Do[4]    9.    278075.8000   40.53170        33      0
3d3(2G3)4p3Ho[6]   13.    278650.7000   40.46042        34      0
3d3(2G3)4p3Go[3]    7.    278794.2000   40.44263        35      0
3d3(2G3)4p3Go[4]    9.    279502.6000   40.35480        35      0
