************************************************************************************************************************
 
                 Energy Levels and statistical weights for MG2
 
 [Reference] Mg\,{\sc ii} oscillator strengths are from the opacity project
 [Reference] \citep{Sea87_op}, and were retrieved from Topbase \citep{Topbase93}.
 [Reference] Augumented by hydrogenic values, and algebracic splitting performed.
 [Reference] These have been modified using values from \cite{NIST_V5} (2012-10-14).

                    g        E(cm^-1)    10^15 Hz     eV       Lam(A)       ID      ARAD         C4          C6
************************************************************************************************************************
 
17-Oct-2000                                      !Format date
15-Oct-2012                                      !Date
80                                               !Number of energy levels
121267.6100                                      !Ionization energy
2.0                                              !Screened nuclear charge
1993                                             !Number of transitions
 
3s_2Se[1/2] -3d_2De[5/2]     7.7177E-06  8.7700E+03    1398.793       1-   5        4
3s_2Se[1/2] -3d_2De[3/2]     5.1450E-06  8.7700E+03    1398.776       1-   6        5
3s_2Se[1/2] -4p_2Po[1/2]     3.5100E-04  1.5217E+06    1240.395       1-   7        6
3s_2Se[1/2] -4p_2Po[3/2]     6.2100E-04  1.3471E+06    1239.925       1-   8        7
3s_2Se[1/2] -4d_2De[5/2]     5.3722E-07  1.0400E+03    1071.690       1-  10        8
3s_2Se[1/2] -4d_2De[3/2]     3.5814E-07  1.0400E+03    1071.684       1-  11        9
3s_2Se[1/2] -5p_2Po[1/2]     5.7200E-04  3.6237E+06    1026.113       1-  14       10
3s_2Se[1/2] -5p_2Po[3/2]     1.0800E-03  3.4219E+06    1025.968       1-  15       11
3s_2Se[1/2] -5d_2De[5/2]     8.2840E-08  1.9700E+02     966.934       1-  17       12
3s_2Se[1/2] -5d_2De[3/2]     5.5226E-08  1.9700E+02     966.931       1-  18       13
3s_2Se[1/2] -6p_2Po[1/2]     3.7800E-04  2.8128E+06     946.769       1-  22       14
3s_2Se[1/2] -6p_2Po[3/2]     7.2200E-04  2.6867E+06     946.703       1-  23       15
3s_2Se[1/2] -6d_2De[5/2]     1.0202E-08  2.6900E+01     918.273       1-  25       16
3s_2Se[1/2] -6d_2De[3/2]     6.8012E-09  2.6900E+01     918.272       1-  26       17
3s_2Se[1/2] -7p_2Po[1/2]     2.1833E-04  1.7687E+06     907.412       1-  30       18
3s_2Se[1/2] -7p_2Po[3/2]     4.3668E-04  1.7689E+06     907.375       1-  31       19
3s_2Se[1/2] -8p_2Po[1/2]     1.4800E-04  1.2612E+06     884.719       1-  38       20
3s_2Se[1/2] -8p_2Po[3/2]     2.9600E-04  1.2613E+06     884.697       1-  39       21
3s_2Se[1/2] -9p_2Po[1/2]     1.0383E-04  9.1430E+05     870.346       1-  46       22
3s_2Se[1/2] -9p_2Po[3/2]     2.0767E-04  9.1435E+05     870.332       1-  47       23
3s_2Se[1/2] -10p_2Po[1/2]    7.5333E-05  6.7841E+05     860.632       1-  54       24
3s_2Se[1/2] -10p_2Po[3/2]    1.5067E-04  6.7843E+05     860.621       1-  55       25
3s_2Se[1/2] -11w_2W          1.5463E-04  1.1797E+04     850.051       1-  61       26
3s_2Se[1/2] -12w_2W          1.1518E-04  7.4565E+03     845.884       1-  62       27
3s_2Se[1/2] -13w_2W          8.8280E-05  4.9068E+03     842.670       1-  63       28
3s_2Se[1/2] -14w_2W          6.9261E-05  3.3394E+03     840.137       1-  64       29
3s_2Se[1/2] -15w_2W          5.5403E-05  2.3383E+03     838.105       1-  65       30
3s_2Se[1/2] -16w_2W          4.5050E-05  1.6777E+03     836.449       1-  66       31
3s_2Se[1/2] -17w_2W          3.7151E-05  1.2296E+03     835.081       1-  67       32
3s_2Se[1/2] -18w_2W          3.1013E-05  9.1806E+02     833.939       1-  68       33
3s_2Se[1/2] -19w_2W          2.6167E-05  6.9683E+02     832.974       1-  69       34
3s_2Se[1/2] -20w_2W          2.2288E-05  5.3672E+02     832.152       1-  70       35
3s_2Se[1/2] -21w_2W          1.9146E-05  4.1890E+02     831.447       1-  71       36
3s_2Se[1/2] -22w_2W          1.6571E-05  3.3084E+02     830.836       1-  72       37
3s_2Se[1/2] -23w_2W          1.4441E-05  2.6412E+02     830.304       1-  73       38
3s_2Se[1/2] -24w_2W          1.2663E-05  2.1295E+02     829.837       1-  74       39
3s_2Se[1/2] -25w_2W          1.1167E-05  1.7324E+02     829.426       1-  75       40
3s_2Se[1/2] -26w_2W          9.8984E-06  1.4210E+02     829.061       1-  76       41
3s_2Se[1/2] -27w_2W          8.8161E-06  1.1745E+02     828.737       1-  77       42
3s_2Se[1/2] -28w_2W          7.8866E-06  9.7766E+01     828.447       1-  78       43
3s_2Se[1/2] -29w_2W          7.0839E-06  8.1915E+01     828.187       1-  79       44
3s_2Se[1/2] -30w_2W          6.3869E-06  6.9052E+01     827.952       1-  80       45
3p_2Po[1/2] -4s_2Se[1/2]     1.4800E-01  1.1503E+08    2928.633       2-   4       46
3p_2Po[1/2] -3d_2De[3/2]     9.3700E-01  4.0100E+08    2790.777       2-   6       47
3p_2Po[1/2] -4p_2Po[3/2]     6.0019E-07  4.0500E+02    2222.484       2-   8       48
3p_2Po[1/2] -5s_2Se[1/2]     1.8400E-02  4.0046E+07    1750.663       2-   9       49
3p_2Po[1/2] -4d_2De[3/2]     3.8700E-02  4.2884E+07    1734.852       2-  11       50
3p_2Po[1/2] -6s_2Se[1/2]     6.3400E-03  1.9284E+07    1480.879       2-  16       51
3p_2Po[1/2] -5d_2De[3/2]     7.2100E-03  1.1038E+07    1476.000       2-  18       52
3p_2Po[1/2] -7s_2Se[1/2]     3.0019E-03  1.0704E+07    1367.708       2-  24       53
3p_2Po[1/2] -6d_2De[3/2]     2.5300E-03  4.5250E+06    1365.544       2-  26       54
3p_2Po[1/2] -8s_2Se[1/2]     1.7010E-03  6.6331E+06    1307.875       2-  32       55
3p_2Po[1/2] -7d_2De[3/2]     5.1364E-04  1.0032E+06    1306.714       2-  34       56
3p_2Po[1/2] -9s_2Se[1/2]     1.0639E-03  4.3865E+06    1271.940       2-  40       57
3p_2Po[1/2] -8d_2De[3/2]     2.4514E-04  5.0591E+05    1271.239       2-  42       58
3p_2Po[1/2] -10s_2Se[1/2]    8.9500E-04  3.8299E+06    1248.507       2-  48       59
3p_2Po[1/2] -9d_2De[3/2]     1.3408E-04  2.8708E+05    1248.048       2-  50       60
3p_2Po[1/2] -10d_2De[3/2]    8.1046E-05  1.7808E+05    1231.995       2-  57       61
3p_2Po[1/2] -11w_2W          5.8504E-04  2.1670E+04    1219.948       2-  61       62
3p_2Po[1/2] -12w_2W          4.3501E-04  1.3731E+04    1211.385       2-  62       63
3p_2Po[1/2] -13w_2W          3.3298E-04  9.0540E+03    1204.804       2-  63       64
3p_2Po[1/2] -14w_2W          2.6096E-04  6.1712E+03    1199.633       2-  64       65
3p_2Po[1/2] -15w_2W          2.0856E-04  4.3261E+03    1195.493       2-  65       66
3p_2Po[1/2] -16w_2W          1.6947E-04  3.1070E+03    1192.126       2-  66       67
3p_2Po[1/2] -17w_2W          1.3967E-04  2.2790E+03    1189.350       2-  67       68
3p_2Po[1/2] -18w_2W          1.1654E-04  1.7027E+03    1187.034       2-  68       69
3p_2Po[1/2] -19w_2W          9.8290E-05  1.2931E+03    1185.081       2-  69       70
3p_2Po[1/2] -20w_2W          8.3692E-05  9.9653E+02    1183.418       2-  70       71
3p_2Po[1/2] -21w_2W          7.1869E-05  7.7807E+02    1181.991       2-  71       72
3p_2Po[1/2] -22w_2W          6.2188E-05  6.1472E+02    1180.757       2-  72       73
3p_2Po[1/2] -23w_2W          5.4181E-05  4.9091E+02    1179.682       2-  73       74
3p_2Po[1/2] -24w_2W          4.7500E-05  3.9590E+02    1178.741       2-  74       75
3p_2Po[1/2] -25w_2W          4.1880E-05  3.2214E+02    1177.911       2-  75       76
3p_2Po[1/2] -26w_2W          3.7118E-05  2.6430E+02    1177.177       2-  76       77
3p_2Po[1/2] -27w_2W          3.3055E-05  2.1850E+02    1176.523       2-  77       78
3p_2Po[1/2] -28w_2W          2.9566E-05  1.8190E+02    1175.939       2-  78       79
3p_2Po[1/2] -29w_2W          2.6554E-05  1.5244E+02    1175.414       2-  79       80
3p_2Po[1/2] -30w_2W          2.3939E-05  1.2852E+02    1174.942       2-  80       81
3p_2Po[3/2] -4s_2Se[1/2]     1.4900E-01  2.3038E+08    2936.510       3-   4       82
3p_2Po[3/2] -3d_2De[5/2]     8.4400E-01  4.7912E+08    2797.998       3-   5       83
3p_2Po[3/2] -3d_2De[3/2]     9.3800E-02  7.9876E+07    2797.930       3-   6       84
3p_2Po[3/2] -4p_2Po[1/2]     2.9950E-07  8.0400E+02    2228.533       3-   7       85
3p_2Po[3/2] -4p_2Po[3/2]     2.9909E-07  4.0200E+02    2227.018       3-   8       86
3p_2Po[3/2] -5s_2Se[1/2]     1.8400E-02  7.9834E+07    1753.474       3-   9       87
3p_2Po[3/2] -4d_2De[5/2]     3.4600E-02  5.0958E+07    1737.628       3-  10       88
3p_2Po[3/2] -4d_2De[3/2]     3.8400E-03  8.4833E+06    1737.613       3-  11       89
3p_2Po[3/2] -6s_2Se[1/2]     6.3400E-03  3.8463E+07    1482.890       3-  16       90
3p_2Po[3/2] -5d_2De[5/2]     6.4000E-03  1.3028E+07    1478.004       3-  17       91
3p_2Po[3/2] -5d_2De[3/2]     7.0800E-04  2.1619E+06    1477.997       3-  18       92
3p_2Po[3/2] -7s_2Se[1/2]     2.9981E-03  2.1328E+07    1369.423       3-  24       93
3p_2Po[3/2] -6d_2De[5/2]     2.2500E-03  5.3522E+06    1367.257       3-  25       94
3p_2Po[3/2] -6d_2De[3/2]     2.4800E-04  8.8490E+05    1367.254       3-  26       95
3p_2Po[3/2] -8s_2Se[1/2]     1.6990E-03  1.3219E+07    1309.443       3-  32       96
3p_2Po[3/2] -7d_2De[5/2]     4.6172E-04  1.1996E+06    1308.281       3-  33       97
3p_2Po[3/2] -7d_2De[3/2]     5.1302E-05  1.9993E+05    1308.279       3-  34       98
3p_2Po[3/2] -9s_2Se[1/2]     1.0627E-03  8.7424E+06    1273.423       3-  40       99
3p_2Po[3/2] -8d_2De[5/2]     2.2037E-04  6.0498E+05    1272.721       3-  41      100
3p_2Po[3/2] -8d_2De[3/2]     2.4486E-05  1.0083E+05    1272.720       3-  42      101
3p_2Po[3/2] -10s_2Se[1/2]    8.9500E-04  7.6422E+06    1249.936       3-  48      102
3p_2Po[3/2] -9d_2De[5/2]     1.2053E-04  3.4332E+05    1249.477       3-  49      103
3p_2Po[3/2] -9d_2De[3/2]     1.3392E-05  5.7219E+04    1249.476       3-  50      104
3p_2Po[3/2] -10d_2De[5/2]    7.2859E-05  2.1298E+05    1233.387       3-  56      105
3p_2Po[3/2] -10d_2De[3/2]    8.0954E-06  3.5496E+04    1233.386       3-  57      106
3p_2Po[3/2] -11w_2W          5.8504E-04  4.3243E+04    1221.312       3-  61      107
3p_2Po[3/2] -12w_2W          4.3501E-04  2.7402E+04    1212.730       3-  62      108
3p_2Po[3/2] -13w_2W          3.3298E-04  1.8068E+04    1206.135       3-  63      109
3p_2Po[3/2] -14w_2W          2.6096E-04  1.2315E+04    1200.952       3-  64      110
3p_2Po[3/2] -15w_2W          2.0856E-04  8.6333E+03    1196.803       3-  65      111
3p_2Po[3/2] -16w_2W          1.6947E-04  6.2005E+03    1193.429       3-  66      112
3p_2Po[3/2] -17w_2W          1.3967E-04  4.5480E+03    1190.647       3-  67      113
3p_2Po[3/2] -18w_2W          1.1654E-04  3.3980E+03    1188.326       3-  68      114
3p_2Po[3/2] -19w_2W          9.8290E-05  2.5807E+03    1186.368       3-  69      115
3p_2Po[3/2] -20w_2W          8.3692E-05  1.9887E+03    1184.702       3-  70      116
3p_2Po[3/2] -21w_2W          7.1869E-05  1.5528E+03    1183.272       3-  71      117
3p_2Po[3/2] -22w_2W          6.2188E-05  1.2268E+03    1182.035       3-  72      118
3p_2Po[3/2] -23w_2W          5.4181E-05  9.7971E+02    1180.958       3-  73      119
3p_2Po[3/2] -24w_2W          4.7500E-05  7.9008E+02    1180.015       3-  74      120
3p_2Po[3/2] -25w_2W          4.1880E-05  6.4290E+02    1179.183       3-  75      121
3p_2Po[3/2] -26w_2W          3.7118E-05  5.2746E+02    1178.447       3-  76      122
3p_2Po[3/2] -27w_2W          3.3055E-05  4.3606E+02    1177.792       3-  77      123
3p_2Po[3/2] -28w_2W          2.9566E-05  3.6303E+02    1177.206       3-  78      124
3p_2Po[3/2] -29w_2W          2.6554E-05  3.0422E+02    1176.681       3-  79      125
3p_2Po[3/2] -30w_2W          2.3939E-05  2.5649E+02    1176.207       3-  80      126
4s_2Se[1/2] -4p_2Po[1/2]     4.6200E-01  3.6041E+07    9244.265       4-   7      127
4s_2Se[1/2] -4p_2Po[3/2]     9.2700E-01  3.6363E+07    9218.250       4-   8      128
4s_2Se[1/2] -5p_2Po[1/2]     3.0600E-04  1.5605E+05    3615.583       4-  14      129
4s_2Se[1/2] -5p_2Po[3/2]     7.0300E-04  1.7943E+05    3613.779       4-  15      130
4s_2Se[1/2] -6p_2Po[1/2]     4.7000E-05  4.0219E+04    2791.117       4-  22      131
4s_2Se[1/2] -6p_2Po[3/2]     7.4700E-05  3.1974E+04    2790.542       4-  23      132
4s_2Se[1/2] -7p_2Po[1/2]     7.5329E-05  8.2005E+04    2474.584       4-  30      133
4s_2Se[1/2] -7p_2Po[3/2]     1.5067E-04  8.2031E+04    2474.314       4-  31      134
4s_2Se[1/2] -8p_2Po[1/2]     7.2331E-05  9.0145E+04    2312.749       4-  38      135
4s_2Se[1/2] -8p_2Po[3/2]     1.4467E-04  9.0163E+04    2312.597       4-  39      136
4s_2Se[1/2] -9p_2Po[1/2]     5.8999E-05  8.0017E+04    2217.006       4-  46      137
4s_2Se[1/2] -9p_2Po[3/2]     1.1800E-04  8.0027E+04    2216.911       4-  47      138
4s_2Se[1/2] -10p_2Po[1/2]    4.6499E-05  6.6744E+04    2155.018       4-  54      139
4s_2Se[1/2] -10p_2Po[3/2]    9.3001E-05  6.6750E+04    2154.952       4-  55      140
4s_2Se[1/2] -11w_2W          8.1253E-05  1.0249E+03    2089.851       4-  61      141
4s_2Se[1/2] -12w_2W          5.8907E-05  6.3958E+02    2064.837       4-  62      142
4s_2Se[1/2] -13w_2W          4.4244E-05  4.1698E+02    2045.781       4-  63      143
4s_2Se[1/2] -14w_2W          3.4172E-05  2.8177E+02    2030.909       4-  64      144
4s_2Se[1/2] -15w_2W          2.6999E-05  1.9621E+02    2019.067       4-  65      145
4s_2Se[1/2] -16w_2W          2.1737E-05  1.4017E+02    2009.478       4-  66      146
4s_2Se[1/2] -17w_2W          1.7780E-05  1.0236E+02    2001.599       4-  67      147
4s_2Se[1/2] -18w_2W          1.4743E-05  7.6207E+01    1995.692       4-  68      148
4s_2Se[1/2] -19w_2W          1.2369E-05  5.7701E+01    1990.177       4-  69      149
4s_2Se[1/2] -20w_2W          1.0486E-05  4.4356E+01    1985.492       4-  70      150
4s_2Se[1/2] -21w_2W          8.9705E-06  3.4557E+01    1981.479       4-  71      151
