**************************************************************************************************************************
**************************************************************************************************************************
 
Collision strengths (Omega[i,k]) for NIII. The collisional excitation rate
is defined by
 
           C(i,k)=8.63D-08 OMEGA(i,k) EXP(-U0) / Gi /sqrt(T_4).
 
	   We also use the same definition for the ionization collision strength.
	   For ionization of low lying levels we expect OMEGA(i,i) to be propotional to T.

 Reference: R.P. Stafford, K.L. Bell and A. Hibbert 1994, MNRAS,266 715
 
 [Reference] N\,{\sc iii} collision strengths for transitions amongst the first 20 levels are from \citep{SBH94_NIII_col}.

**************************************************************************************************************************
**************************************************************************************************************************
 
187                             !Number of transitions
20                              !Number of T values OMEGA tabulated at
1.0                             !Scaling factor for OMEGA (non-FILE values).
0.01                            !Value for OMEGA if f=0

2s_2p2_4Pe[1/2]-2s_2p2_2Pe[1/2]        0.07024     0.10167     0.11818     0.12785     0.13379     0.14049     0.14178     0.14079     0.13875     0.13621     0.13346     0.12784     0.12241     0.11735     0.11268     0.10793     0.09741     0.09138     0.08614     0.07217
2s_2p2_4Pe[1/2]-2s_2p2_2Pe[3/2]        0.21754     0.21040     0.20294     0.19635     0.19059     0.17886     0.16974     0.16232     0.15608     0.15071     0.14600     0.13807     0.13156     0.12606     0.12132     0.11673     0.10716     0.10191     0.09743     0.08570
2s_2p2_4Pe[1/2]-2p3_4So[3/2]           1.11507     1.12227     1.13023     1.13807     1.14561     1.16310     1.17890     1.19337     1.20676     1.21928     1.23107     1.25288     1.27282     1.29127     1.30853     1.32654     1.36894     1.39541     1.42006     1.49607
2s_2p2_4Pe[1/2]-2p3_2Do[5/2]           0.03283     0.04127     0.04514     0.04726     0.04852     0.04994     0.05028     0.05020     0.04993     0.04956     0.04916     0.04831     0.04750     0.04673     0.04601     0.04528     0.04364     0.04269     0.04186     0.03959
2s_2p2_4Pe[1/2]-2p3_2Do[3/2]           0.17026     0.18112     0.18485     0.18639     0.18698     0.18683     0.18587     0.18470     0.18351     0.18235     0.18125     0.17923     0.17744     0.17584     0.17441     0.17299     0.16990     0.16815     0.16663     0.16255
2s_2p2_4Pe[1/2]-2s2_3s_2Se[1/2]        0.01961     0.01773     0.01653     0.01562     0.01489     0.01349     0.01245     0.01163     0.01095     0.01038     0.00988     0.00904     0.00837     0.00781     0.00733     0.00688     0.00595     0.00545     0.00504     0.00400
2s_2p2_4Pe[1/2]-2p3_2Po[1/2]           0.03220     0.04231     0.04665     0.04883     0.04998     0.05094     0.05084     0.05039     0.04982     0.04923     0.04865     0.04758     0.04665     0.04583     0.04513     0.04445     0.04307     0.04237     0.04180     0.04053
2s_2p2_4Pe[1/2]-2p3_2Po[3/2]           0.02237     0.03332     0.03834     0.04090     0.04226     0.04337     0.04321     0.04265     0.04198     0.04129     0.04063     0.03944     0.03843     0.03757     0.03685     0.03617     0.03487     0.03425     0.03378     0.03294
2s_2p2_4Pe[1/2]-2s2_3p_2Po[1/2]        0.05391     0.06262     0.06222     0.05971     0.05675     0.04983     0.04428     0.03989     0.03637     0.03348     0.03107     0.02727     0.02441     0.02218     0.02038     0.01875     0.01568     0.01418     0.01300     0.01030
2s_2p2_4Pe[1/2]-2s2_3p_2Po[3/2]        0.08572     0.10393     0.10425     0.10009     0.09485     0.08229     0.07217     0.06420     0.05784     0.05267     0.04839     0.04173     0.03678     0.03295     0.02991     0.02718     0.02213     0.01971     0.01782     0.01360
2s_2p2_4Pe[1/2]-2s2_3d_2De[3/2]        0.05832     0.03436     0.02794     0.02509     0.02354     0.02179     0.02116     0.02093     0.02089     0.02093     0.02102     0.02125     0.02150     0.02174     0.02196     0.02218     0.02263     0.02284     0.02299     0.02317
2s_2p2_4Pe[1/2]-2s2_3d_2De[5/2]        0.04325     0.02614     0.02133     0.01914     0.01791     0.01645     0.01586     0.01560     0.01549     0.01546     0.01547     0.01555     0.01568     0.01581     0.01593     0.01606     0.01635     0.01651     0.01663     0.01686
2s_2p2_4Pe[3/2]-2s_2p2_4Pe[5/2]        1.66702     1.63531     1.66316     1.69843     1.73286     1.80705     1.86514     1.91097     1.94761     1.97723     2.00135     2.03723     2.06117     2.07673     2.08615     2.09127     2.08717     2.07505     2.05839     1.98243
2s_2p2_4Pe[3/2]-2s_2p2_2De[5/2]        0.77807     0.75572     0.75178     0.75145     0.75203     0.75368     0.75431     0.75392     0.75275     0.75100     0.74883     0.74366     0.73779     0.73156     0.72514     0.71794     0.69940     0.68700     0.67506     0.63698
2s_2p2_4Pe[3/2]-2s_2p2_2De[3/2]        0.71915     0.71337     0.71463     0.71647     0.71802     0.72015     0.72038     0.71940     0.71763     0.71535     0.71272     0.70684     0.70052     0.69403     0.68750     0.68032     0.66230     0.65050     0.63928     0.60416
2s_2p2_4Pe[3/2]-2s_2p2_2Se[1/2]        0.20141     0.18371     0.17839     0.17612     0.17497     0.17380     0.17333     0.17297     0.17259     0.17216     0.17166     0.17051     0.16920     0.16780     0.16633     0.16466     0.16026     0.15726     0.15433     0.14479
2s_2p2_4Pe[3/2]-2s_2p2_2Pe[1/2]        0.16364     0.20470     0.22302     0.23235     0.23720     0.24031     0.23800     0.23373     0.22873     0.22353     0.21836     0.20850     0.19947     0.19126     0.18381     0.17631     0.15990     0.15054     0.14243     0.12071
2s_2p2_4Pe[3/2]-2s_2p2_2Pe[3/2]        0.39280     0.41583     0.41926     0.41699     0.41256     0.39882     0.38496     0.37212     0.36042     0.34978     0.34007     0.32296     0.30831     0.29557     0.28432     0.27325     0.24958     0.23633     0.22493     0.19461
2s_2p2_4Pe[3/2]-2p3_4So[3/2]           2.22565     2.24364     2.26047     2.27642     2.29156     2.32641     2.35784     2.38665     2.41340     2.43845     2.46209     2.50594     2.54615     2.58349     2.61849     2.65510     2.74160     2.79582     2.84647     3.00332
2s_2p2_4Pe[3/2]-2p3_2Do[5/2]           0.17085     0.19282     0.20168     0.20609     0.20844     0.21046     0.21026     0.20928     0.20800     0.20661     0.20520     0.20248     0.19995     0.19764     0.19554     0.19340     0.18869     0.18598     0.18361     0.17716
2s_2p2_4Pe[3/2]-2p3_2Do[3/2]           0.23275     0.25143     0.25825     0.26128     0.26266     0.26314     0.26207     0.26052     0.25886     0.25719     0.25558     0.25259     0.24991     0.24750     0.24533     0.24316     0.23842     0.23572     0.23338     0.22706
2s_2p2_4Pe[3/2]-2s2_3s_2Se[1/2]        0.03923     0.03545     0.03305     0.03124     0.02978     0.02698     0.02491     0.02327     0.02191     0.02075     0.01975     0.01809     0.01674     0.01562     0.01467     0.01376     0.01190     0.01091     0.01008     0.00800
2s_2p2_4Pe[3/2]-2p3_2Po[1/2]           0.04743     0.06407     0.07131     0.07495     0.07688     0.07848     0.07829     0.07753     0.07658     0.07560     0.07464     0.07288     0.07135     0.07003     0.06890     0.06781     0.06564     0.06454     0.06367     0.06182
2s_2p2_4Pe[3/2]-2p3_2Po[3/2]           0.06129     0.08712     0.09867     0.10451     0.10761     0.11014     0.10980     0.10855     0.10703     0.10546     0.10394     0.10117     0.09880     0.09678     0.09506     0.09343     0.09025     0.08868     0.08749     0.08513
2s_2p2_4Pe[3/2]-2s2_3p_2Po[1/2]        0.09886     0.11670     0.11637     0.11170     0.10605     0.09273     0.08201     0.07355     0.06678     0.06124     0.05664     0.04942     0.04401     0.03980     0.03642     0.03337     0.02767     0.02490     0.02273     0.01780
2s_2p2_4Pe[3/2]-2s2_3p_2Po[3/2]        0.18026     0.21642     0.21660     0.20792     0.19717     0.17153     0.15088     0.13462     0.12163     0.11105     0.10228     0.08858     0.07838     0.07047     0.06416     0.05849     0.04795     0.04288     0.03892     0.02999
2s_2p2_4Pe[3/2]-2s2_3d_2De[3/2]        6.58315     4.22327     3.57170     3.28265     3.12794     2.96057     2.90818     2.89572     2.89990     2.91148     2.92625     2.95805     2.98789     3.01378     3.03538     3.05459     3.08463     3.09222     3.09176     3.04896
2s_2p2_4Pe[3/2]-2s2_3d_2De[5/2]        0.10051     0.05910     0.04806     0.04319     0.04056     0.03764     0.03665     0.03635     0.03635     0.03650     0.03673     0.03728     0.03785     0.03839     0.03890     0.03940     0.04046     0.04101     0.04144     0.04224
2s_2p2_4Pe[5/2]-2s_2p2_2De[5/2]        1.61804     1.60504     1.60786     1.61200     1.61549     1.62030     1.62081     1.61859     1.61462     1.60949     1.60358     1.59035     1.57612     1.56151     1.54684     1.53067     1.49012     1.46358     1.43835     1.35931
