0.344792 ! half-life
2.372    ! Qtot [MeV]
6
168.688   	99.2   	e+b+
377.748   	1.643   e+b+
704.6   	0.029   e+b+
1039.928   	0.095   e+b+
1530.709   	0.0452  e+b+
1727.57   	0.211   e+b+
# ekin_positron
1
803.56	   0.0	55.0
