************************************************************************************************************************
 
                 Energy Levels and statistical weights for CaX
 
                    g        E(cm^-1)    10^15 Hz     eV       Lam(A)       ID      ARAD       GAM2        GAM4
************************************************************************************************************************
 
17-Oct-2000                                      !Format date
30-Mar-2002                                      !Date
79                                               !Number of energy levels
1704047.0000                                     !Ionization energy
10.0                                             !Screened nuclear charge
1941                                             !Number of transitions
 
3p_2Po[3/2] -4s_2Se[1/2]     7.9861E-02  4.5499E+10     153.021       3-   6       73
3p_2Po[3/2] -4d_2De[3/2]     2.0086E-02  8.7473E+09     123.760       3-   9       74
3p_2Po[3/2] -4d_2De[5/2]     1.8082E-01  5.2521E+10     123.731       3-  10       75
3p_2Po[3/2] -5s_2Se[1/2]     1.5115E-02  1.9980E+10     100.460       3-  13       76
3p_2Po[3/2] -5d_2De[3/2]     7.3717E-03  5.6257E+09      93.490       3-  16       77
3p_2Po[3/2] -5d_2De[5/2]     6.6352E-02  3.3765E+10      93.480       3-  17       78
3p_2Po[3/2] -6s_2Se[1/2]     5.8639E-03  1.0692E+10      85.536       3-  21       79
3p_2Po[3/2] -6d_2De[3/2]     3.5601E-03  3.4799E+09      82.607       3-  24       80
3p_2Po[3/2] -6d_2De[5/2]     3.2041E-02  2.0881E+10      82.605       3-  25       81
3p_2Po[3/2] -7s_2Se[1/2]     2.9907E-03  6.4292E+09      78.776       3-  29       82
3p_2Po[3/2] -7d_2De[3/2]     2.0221E-03  2.2611E+09      77.235       3-  32       83
3p_2Po[3/2] -7d_2De[5/2]     1.8200E-02  1.3568E+10      77.232       3-  33       84
3p_2Po[3/2] -8s_2Se[1/2]     1.7543E-03  4.1553E+09      75.047       3-  37       85
3p_2Po[3/2] -8d_2De[3/2]     1.2650E-03  1.5360E+09      74.118       3-  40       86
3p_2Po[3/2] -8d_2De[5/2]     1.1385E-02  9.2163E+09      74.117       3-  41       87
3p_2Po[3/2] -9s_2Se          1.1361E-03  2.8655E+09     -72.726       3-  45       88
3p_2Po[3/2] -9d_2De[3/2]     8.4889E-04  1.0884E+09      72.127       3-  48       89
3p_2Po[3/2] -9d_2De[5/2]     7.6400E-03  6.5306E+09      72.127       3-  49       90
3p_2Po[3/2] -10s_2Se         7.7963E-04  2.0522E+09     -71.190       3-  53       91
3p_2Po[3/2] -10d_2De[3/2]    5.9823E-04  7.9667E+08      70.773       3-  55       92
3p_2Po[3/2] -10d_2De[5/2]    5.3841E-03  4.7800E+09      70.773       3-  56       93
3p_2Po[3/2] -11w_2W          4.7634E-03  1.0800E+08     -69.732       3-  60       94
3p_2Po[3/2] -12w_2W          3.5488E-03  6.8986E+07     -69.034       3-  61       95
3p_2Po[3/2] -13w_2W          2.7205E-03  4.5765E+07     -68.501       3-  62       96
3p_2Po[3/2] -14w_2W          2.1346E-03  3.1343E+07     -68.084       3-  63       97
3p_2Po[3/2] -15w_2W          1.7076E-03  2.2057E+07     -67.751       3-  64       98
