
********************************************************************************

                 Energy Levels and statistical weights for "Si IV"

********************************************************************************

12-Nov-1996 16:33:27                             !Date                          
55                                               !Number of energy levels
 364093.0000                                     !Ionization energy
4.0                                              !Screened nuclear charge
792                                              !Number of transitions

3s2Se        2.0          0.00000000    10.915234     2.74655E+02       1
3p2Po        6.0      71518.09000000     8.771175     3.41793E+02       2
3d2De       10.0     160375.00500000     6.107312     4.90875E+02       3
4s2Se        2.0     193978.89000000     5.099893     5.87841E+02       4
4p2Po        6.0     218347.76500000     4.369332     6.86129E+02       5
4d2De       10.0     250008.08000000     3.420180     8.76540E+02       6
4f2Fo       14.0     254128.05500000     3.296666     9.09381E+02       7
5s2Se        2.0     265417.95000000     2.958204     1.01343E+03       8
5p2Po        6.0     276541.35000000     2.624732     1.14218E+03       9
5d2De       10.0     291497.55000000     2.176357     1.37750E+03      10
5f2Fo       14.0     293718.99000000     2.109760     1.42098E+03      11
5z2Z        18.0     293837.92000000     2.106194     1.42338E+03      12
6s2Se        2.0     299676.95000000     1.931145     1.55241E+03      13
6p2Po        6.0     305661.68500000     1.751727     1.71141E+03      14
6d2De       10.0     313914.92000000     1.504301     1.99290E+03      15
6f2Fo       14.0     315230.27000000     1.464868     2.04655E+03      16
6z2Z        40.0     315311.92000000     1.462420     2.04998E+03      17
7s2Se        2.0     318742.79000000     1.359565     2.20506E+03      18
7p2Po        6.0     322325.38000000     1.252162     2.39420E+03      19
7d2De       10.0     327361.97000000     1.101169     2.72249E+03      20
7f2Fo       14.0     328200.04000000     1.076044     2.78606E+03      21
7z2Z        66.0     328261.10771019     1.074213     2.79081E+03      22
8s2Se        2.0     330439.66000000     1.008902     2.97147E+03      23
8p2Po        6.0     332751.89500000     0.939583     3.19070E+03      24
8d2De       10.0     336051.55000000     0.840662     3.56615E+03      25
8f2Fo       14.0     336616.55000000     0.823723     3.63948E+03      26
8z2Z        96.0     336659.20746562     0.822444     3.64514E+03      27
9s2Se        2.0     338374.12000000     0.771033     3.88819E+03      28
9p2Po        6.0     339966.50400000     0.723294     4.14482E+03      29
9d2De       10.0     342229.52500000     0.655450     4.57384E+03      30
9z2Z       130.0     342416.91700987     0.649833     4.61338E+03      31
9f2Fo       14.0     342619.80600000     0.643750     4.65697E+03      32
10s2Se       2.0     343728.12200000     0.610524     4.91041E+03      33
10p2Po       6.0     344862.65800000     0.576511     5.20012E+03      34
10d2De      10.0     346492.35600000     0.527654     5.68161E+03      35
10z2Z      168.0     346535.37277799     0.526364     5.69553E+03      36
10f2Fo      14.0     346776.74600000     0.519128     5.77492E+03      37
11s2Se       2.0     347293.00693715     0.503651     5.95238E+03      38
11p2Po       6.0     348122.11603446     0.478795     6.26139E+03      39
11d2De      10.0     349352.98501318     0.441895     6.78425E+03      40
11f2Fo      14.0     349566.72175220     0.435487     6.88408E+03      41
11z2Z      210.0     349582.56427933     0.435012     6.89159E+03      42
12s2Se       2.0     350153.47746982     0.417896     7.17385E+03      43
12p2Po       6.0     350782.21020983     0.399047     7.51270E+03      44
12d2De      10.0     351723.54307789     0.370827     8.08443E+03      45
12f2Fo      14.0     351888.00137067     0.365897     8.19336E+03      46
12z2Z      256.0     351900.20331805     0.365531     8.20156E+03      47
13w2W      338.0     353703.87146627     0.311458     9.62545E+03      48
14w2W      392.0     355135.02692755     0.268553     1.11632E+04      49
15w2W      450.0     356289.61012355     0.233940     1.28149E+04      50
16w2W      512.0     357234.55186640     0.205611     1.45806E+04      51
17w2W      578.0     358017.69646297     0.182133     1.64601E+04      52
18w2W      648.0     358673.97925247     0.162458     1.84535E+04      53
19w2W      722.0     359229.39135124     0.145807     2.05609E+04      54
20w2W      800.0     359703.59319450     0.131591     2.27821E+04      55


********************************************************************************

                        Oscillator strengths for "Si"                
             Wavelengths in air for lambda > 2000 Ang, else vacuum

********************************************************************************

  Transition          f           A          Lam(A)      i-j    Trans. #

3s2Se -3p2Po      7.800E-01   8.870E+08     1398.25      1-  2      1
3s2Se -4p2Po      3.510E-02   3.721E+08      457.98      1-  5      2
3s2Se -5p2Po      1.600E-02   2.721E+08      361.61      1-  9      3
3s2Se -6p2Po      8.300E-03   1.724E+08      327.16      1- 14      4
3s2Se -7p2Po      4.850E-03   1.120E+08      310.25      1- 19      5
3s2Se -8p2Po      3.085E-03   7.595E+07      300.52      1- 24      6
3s2Se -9p2Po      2.085E-03   5.358E+07      294.15      1- 29      7
3s2Se -10p2Po     1.480E-03   3.914E+07      289.97      1- 34      8
3s2Se -11p2Po     1.057E-02   2.849E+08      287.26      1- 39      9
3s2Se -12p2Po     7.897E-03   2.160E+08      285.08      1- 44     10
3s2Se -13w2W      6.080E-03   3.002E+06      282.72      1- 48     11
3s2Se -14w2W      4.775E-03   2.049E+06      281.58      1- 49     12
3s2Se -15w2W      3.823E-03   1.439E+06      280.67      1- 50     13
3s2Se -16w2W      3.110E-03   1.034E+06      279.93      1- 51     14
3s2Se -17w2W      2.566E-03   7.592E+05      279.32      1- 52     15
3s2Se -18w2W      2.143E-03   5.677E+05      278.80      1- 53     16
3s2Se -19w2W      1.809E-03   4.314E+05      278.37      1- 54     17
3s2Se -20w2W      1.542E-03   3.326E+05      278.01      1- 55     18
3p2Po -3d2De      7.933E-01   2.507E+09     1125.40      2-  3     19
3p2Po -4s2Se      1.195E-01   3.586E+09      816.59      2-  4     20
3p2Po -4d2De      8.483E-03   1.082E+08      560.26      2-  6     21
3p2Po -5s2Se      1.833E-02   1.379E+09      515.73      2-  8     22
3p2Po -5d2De      9.650E-03   1.869E+08      454.59      2- 10     23
3p2Po -6s2Se      6.733E-03   7.014E+08      438.29      2- 13     24
3p2Po -6d2De      6.467E-03   1.521E+08      412.55      2- 15     25
3p2Po -7s2Se      3.333E-03   4.077E+08      404.49      2- 18     26
3p2Po -7d2De      4.283E-03   1.122E+08      390.86      2- 20     27
3p2Po -8s2Se      1.917E-03   2.571E+08      386.22      2- 23     28
3p2Po -8d2De      2.933E-03   8.215E+07      378.02      2- 25     29
3p2Po -9s2Se      1.222E-03   1.741E+08      374.73      2- 28     30
3p2Po -9d2De      2.083E-03   6.110E+07      369.40      2- 30     31
3p2Po -10s2Se     8.283E-04   1.228E+08      367.36      2- 33     32
3p2Po -10d2De     1.523E-03   4.610E+07      363.67      2- 35     33
3p2Po -11s2Se     4.664E-04   7.098E+07      362.61      2- 38     34
3p2Po -11d2De     8.528E-03   2.635E+08      359.93      2- 40     35
3p2Po -12s2Se     3.480E-04   5.406E+07      358.89      2- 43     36
3p2Po -12d2De     6.343E-03   1.993E+08      356.88      2- 45     37
3p2Po -13w2W      5.127E-03   4.834E+06      354.38      2- 48     38
3p2Po -14w2W      4.018E-03   3.300E+06      352.59      2- 49     39
3p2Po -15w2W      3.212E-03   2.316E+06      351.16      2- 50     40
3p2Po -16w2W      2.610E-03   1.665E+06      350.00      2- 51     41
3p2Po -17w2W      2.151E-03   1.222E+06      349.04      2- 52     42
3p2Po -18w2W      1.795E-03   9.140E+05      348.24      2- 53     43
3p2Po -19w2W      1.514E-03   6.945E+05      347.57      2- 54     44
3p2Po -20w2W      1.289E-03   5.355E+05      347.00      2- 55     45
3d2De -4p2Po      1.410E-01   5.268E+08     1724.95      3-  5     46
3d2De -4f2Fo      9.020E-01   3.777E+09     1066.63      3-  7     47
3d2De -5p2Po      1.260E-02   1.890E+08      860.83      3-  9     48
3d2De -5f2Fo      1.680E-01   1.423E+09      749.94      3- 11     49
3d2De -6p2Po      4.030E-03   9.457E+07      688.29      3- 14     50
3d2De -6f2Fo      6.220E-02   7.107E+08      645.76      3- 16     51
3d2De -7p2Po      1.880E-03   5.482E+07      617.47      3- 19     52
3d2De -7f2Fo      3.070E-02   4.120E+08      595.86      3- 21     53
