I	J	2500 K		5000 K		7500 K		10 000 K	15 000 K	20 000 K	30 000 K	40 000 K	50 000 K
4	8	4.511E+00	4.851E+00	4.156E+00	5.644E+00	7.121E+00	9.092E+00	1.394E+01	1.933E+01	2.478E+01
4	9	4.557E+00	5.800E+00	7.214E+00	8.876E+00	1.255E+01	1.632E+01	2.354E+01	2.993E+01	3.542E+01
4	10	3.880E+00	5.781E+00	7.993E+00	1.036E+01	1.492E+01	1.896E+01	2.549E+01	3.045E+01	3.429E+01
4	11	1.490E+00	1.953E+00	2.384E+00	2.819E+00	3.646E+00	4.393E+00	5.654E+00	6.650E+00	7.436E+00
4	12	3.318E+00	4.557E+00	5.354E+00	5.973E+00	6.947E+00	7.759E+00	9.190E+00	1.046E+01	1.160E+01
4	13	3.706E+00	5.364E+00	6.551E+00	7.550E+00	9.130E+00	1.031E+01	1.196E+01	1.307E+01	1.387E+01
4	14	2.759E+00	4.077E+00	4.997E+00	5.696E+00	6.622E+00	7.160E+00	7.697E+00	7.924E+00	7.998E+00
4	15	3.020E+00	5.080E+00	6.517E+00	7.622E+00	9.2118+00	1.030E+01	1.169E+01	1.255E+01	1.306E+00
5	7	3.983E+00	4.345E+00	4.701E+00	5.153E+00	6.169E+00	7.180E+00	9.024E+00	1.062E+01	1.199E+01
5	8	1.259E+01	1.431E+01	1.661E+01	1.970E+01	2.708E+01	3.492E+01	5.002E+01	6.341E+01	7.488E+01
5	9	1.693E+01	2.015E+01	2.392E+01	2.862E+01	3.985E+01	5.258E+01	8.036E+01	1.090E+02	1.368E+02
5	10	1.558E+01	2.199E+01	2.963E+01	3.815E+01	5.554E+01	7.208E+01	1.014E+02	1.260E+02	1.463E+02
5	11	2.883E+00	3.827E+00	4.322E+00	4.688E+00	5.232E+00	5.628E+00	6.168E+00	6.511E+00	6.738E+00
5	12	1.046E+01	1.432E+01	1.659E+01	1.846E+01	2.156E+01	2.411E+01	2.814E+01	3.120E+01	3.356E+01
5	13	1.236E+01	1.828E+01	2.279E+01	2.662E+01	3.285E+01	3.784E+01	4.588E+01	5.240E+01	5.788E+01
5	14	1.105E+01	1.640E+01	2.019E+01	2.309E+01	2.708E+01	2.957E+01	3.243E+01	3.398E+01	3.484E+01
5	15	1.203E+01	1.902E+01	2.370E+01	2.733E+01	3.265E+01	3.650E+01	4.173E+01	4.512E+01	4.672E+01
6	7	3.957E+00	4.346E+00	4.498E+00	4.628E+00	4.889E+00	5.135E+00	5.555E+00	5.884E+00	6.140E+00
6	8	1.355E+01	1.455E+01	1.570E+01	1.706E+01	1.977E+01	2.212E+01	2.574E+01	2.828E+01	3.009E+01
6	9	2.908E+01	3.396E+01	3.937E+01	4.585E+01	6.007E+01	?.419E+01	9.976E+01	1.212E+02	1.390E+02
6	14	4.327E+01	5.920E+01	7.925E+01	1.035E+02	1.584E+02	2.168E+02	3.356E+02	4.485E+02	5.503E+02
6	11	2.653E+00	3.792E+00	4.373E+00	4.706E+00	5.000E+00	5.065E+00	4.969E+00	4.802E+00	4.634E+00
6	12	1.174E+01	1.583E+01	1.725E+01	1.800E+01	1.876E+01	1.909E+01	1.920E+01	1.902E+01	1.872E+01
6	13	2.082E+01	2.938E+01	3.468E+01	3.876E+01	4.481E+01	4.916E+01	5.515E+01	5.913E+01	6.193E+01
6	14	3.949E+01	5.915E+01	7.193E+01	8.274E+01	1.008E+02	1.156E+02	1.394E+02	1.581E+02	1.730E+02
6	15	2.810E+01	4.068E+01	4.831E+01	5.414E+01	6.297E+01	6.967E+01	7.977E+01	8.724E+01	9.296E+01
7	9	6.183E+02	6.153E+02	5.955E+02	5.762E+02	5.463E+02	5.260E+02	5.020E+02	4.895E+02	4.822E+02
7	10	1.368E+02	1.261E+02	1.170E+02	1.103E+02	1.016E+02	9.646E+01	9.088E+01	8.803E+01	8.633E+01
7	11	4.216E+00	6.981E+00	1.089E+01	1.539E+01	2.471E+01	3.363E+01	4.944E+01	6.246E+01	7.340E+01
7	12	8.482E+00	1.203E+01	1.574E+01	1.965E+01	2.742E+01	3.496E+01	4.929E+01	6.242E+01	7.422E+01
7	13	1.002E+01	1.573E+01	2.145E+01	2.740E+01	3.922E+01	5.043E+01	7.064E+01	8.774E+01	1.027E+02
7	14	1.604E+01	2.868E+01	3.898E+01	4.780E+01	6.180E+01	7.231E+01	8.713E+01	9.717E+01	1.041E+02
7	15	1.895E+01	3.267E+01	5.156E+01	4.808E+01	5.684E+01	6.234E+01	6.876E+01	7.232E+01	7.423E+01
8	10	8.394E+02	8.121E+02	7.711E+02	7.360E+02	6.851E+02	6.516E+02	6.120E+02	5.901E+02	5.764E+02
8	11	9.549E+00	1.507E+01	2.005E+01	2.456E+01	3.190E+01	3.774E+01	4.523E+01	5.048E+01	5.424E+01
8	12	2.816E+01	4.549E+01	6.392E+01	8.327E+01	1.216E+02	1.580E+02	2.238E+02	2.801E+02	3.312E+02
8	13	3.153E+01	4.750E+01	6.302E+01	7.947E+01	1.135E+02	1.479E+02	2.158E+02	2.797E+02	3.401E+02
8	14	4.763E+01	8.306E+01	1.141E+02	1.426E+02	1.927E+02	2.352E+02	3.044E+02	3.583E+02	4.010E+02
8	15	6.232E+01	1.105E+02	1.447E+02	1.713E+02	2.093E+02	2.349E+02	2.674E+02	2.874E+02	3.001E+02
9	11	1.108E+01	1.599E+01	1.893E+01	2.111E+01	2.417E+01	2.623E+01	2.898E+01	3.084E+01	3.221E+01
9	12	3.709E+01	5.667E+01	7.069E+01	8.231E+01	1.001E+02	1.128E+02	1.296E+02	1.401E+02	1.472E+02
9	13	7.151E+01	1.202E+02	1.637E+02	2.051E+02	2.804E+02	3.470E+02	4.608E+02	5.540E+02	6.350E+02
9	14	6.232E+01	1.080E+02	1.570E+02	2.090E+02	3.161E+02	4.244E+02	6.368E+02	8.318E+02	1.022E+03
9	15	1.288E+02	2.354E+02	3.186E+02	3.891E+02	5.026E+02	5.911E+02	7.244E+02	8.218E+02	8.959E+02
10	11	9.380E+00	1.200E+01	1.284E+01	1.320E+01	1.338E+01	1.337E+01	1.315E+01	1.291E+01	1.244E+01
10	12	3.386E+01	4.653E+01	5.200E+01	5.512E+01	5.824E+01	5.954E+01	6.002E+01	5.955E+01	5.792E+01
10	13	6.946E+01	1.053E+02	1.273E+02	1.433E+02	1.648E+02	1.824E+02	2.028E+02	2.143E+02	2.007E+02
10	14	1.511E+02	2.522E+02	3.305E+02	3.982E+02	5.099E+02	5.994E+02	7.383E+02	8.435E+02	9.288E+02
10	15	2.253E+02	4.237E+02	6.193E+02	8.161E+02	1.200E+03	1.569E+03	2.261E+03	2.888E+03	3.448E+03
11 	13	1.364E+03	1.434E+03	1.436E+03	1.433E+03	1.426E+03	1.419E+03	1.406E+03	1.394E+03	1.377E+03
11 	14	4.319E+02	4.451E+02	4.398E+02	4.343E+02	4.260E+02	4.201E+02	4.123E+02	4.071E+02	4.031E+02
11 	15	1.876E+02	1.783E+02	1.672E+02	1.591E+02	1.485E+02	1.415E+02	1.323E+02	1.261E+02	1.212E+02
12 	14	2.443E+03	2.517E+03	2.488E+03	2.458E+03	2.413E+03	2.379E+03	2.328E+03	2.292E+03	2.262E+03
12 	15	6.384E+02	6.459E+02	6.292E+02	6.147E+02	5.928E+02	5.765E+02	5.524E+02	5.347E+02	5.193E+02
13 	15	2.568E+03	2.586E+03	2.508E+03	2.442E+03	2.346E+03	2.276E+03	2.178E+03	2.109E+03	2.049E+03
