I	J	2500 K		5000 K		7500 K		10 000 K	15 000 K	20 000 K	30 000 K	40 000 K	50 000 K
1	2	2.667E-01	2.781E-01	2.939E-01	3.054E-01	3.195E-01	3.284E-01	3.439E-01	3.597E-01	3.749E-01
1	3	4.601E-01	4.602E-01	4.919E-01	5.277E-01	5.991E-01	6.723E-01	8.330E-01	1.008E+00	1.187E+00
1	4	6.241E-02	6.798E-02	7.089E-02	7.374E-02	8.058E-02	8.789E-02	1.008E-01	1.105E-01	1.174E-01
1	5	1.137E-01	1.210E-01	1.267E-01	1.349E-01	1.589E-01	1.886E-01	2.522E-01	3.129E-01	3.675E-01
1	6	5.830E-02	6.382E-02	6.648E-02	6.906E-02	7.490E-02	8.079E-02	9.089E-02	9.858E-02	1.043E-01
1	7	2.099E-02	2.418E-02	2.905E-02	3.465E-02	4.517E-02	5.350E-02	6.452E-02	7.081E-02	7.414E-02
1	8	4.195E-02	4.683E-02	5.652E-02	6.851E-02	9.326E-02	1.161E-01	1.546E-01	1.854E-01	2.104E-01
1	9	3.106E-02	3.349E-02	3.834E-02	4.365E-02	5.272E-02	5.923E-02	6.712E-02	7.130E-02	7.360E-02
1	10	9.713E-03	9.659E-03	9.677E-03	9.761E-03	9.926E-03	1.001E-02	1.000E-02	9.861E-03	9.672E-03
1	11	1.885E-02	2.717E-02	3.375E-02	3.938E-02	4.780E-02	5.325E-02	5.912E-02	6.170E-02	6.234E-02
1	12	3.773E-02	5.296E-02	6.405E-02	7.364E-02	8.984E-02	1.032E-01	1.245E-01	1.407E-01	1.535E-01
1	13	3.005E-02	3.951E-02	4.606E-02	5.120E-02	5.810E-02	6.194E-02	6.498E-02	6.534E-02	6.441E-02
1	14	1.292E-02	1.504E-02	1.565E-02	1.593E-02	1.602E-02	1.630E-02	1.623E-02	1.597E-02	1.549E-02
1	15	2.313E-03	2.505E-03	2.674E-03	2.832E-03	3.024E-03	3.073E-03	2.968E-03	2.779E-03	2.576E-03
2	4	1.417E+00	1.443E+00	1.443E+00	1.473E+00	1.622E+00	1.850E+00	2.405E+00	2.979E+00	3.517E+00
2	5	2.080E+00	2.471E+00	2.738E+00	2.964E+00	3.409E+00	3.891E+00	4.987E+00	6.190E+00	7.425E+00
2	6	1.567E+00	2.007E+00	2.444E+00	2.892E+00	3.845E+00	4.846E+00	6.859E+00	8.749E+00	1.045E+01
2	7	4.223E-01	4.101E-01	4.189E-01	4.449E-01	5.191E-01	6.035E-01	7.741E-01	9.308E-01	1.068E+00
2	8	7.883E-01	8.319E-01	9.338E-01	1.070E+00	1.360E+00	1.634E+00	2.118E+00	2.530E+00	2.884E+00
2	9	6.375E-01	7.009E-01	8.344E-01	1.001E+00	1.335E+00	1.630E+00	2.097E+00	2.443E+00	2.706E+00
2	10	3.988E-01	5.076E-01	6.413E-01	7.833E-01	1.050E+00	1.279E+00	1.639E+00	1.907E+00	2.110E+00
2	11	3.939E-01	5.228E-01	5.895E-01	6.311E-01	6.787E-01	7.066E-01	7.484E-01	7.862E-01	8.284E-01
2	12	6.808E-01	9.450E-01	1.138E+00	1.296E+00	1.540E+00	1.723E+00	1.994E+00	2.193E+00	2.346E+00
2	13	5.197E-01	7.370E-01	9.035E-01	1.044E+00	1.261E+00	1.411E+00	1.594E+00	1.694E+00	1.740E+00
2	14	3.871E-01	5.956E-01	7.524E-01	8.719E-01	1.035E+00	1.139E+00	1.268E+00	1.348E+00	1.402E+00
2	15	1.721E-01	2.312E-01	2.642E-01	2.870E-01	3.147E-01	3.390E-01	3.632E-01	3.742E-01	3.342E-01
3	4	1.919E+00	2.138E+00	2.244E+00	2.299E+00	2.369E+00	2.427E+00	2.539E+00	2.646E+00	2.746E+00
3	5	7.094E+00	7.561E+00	7.807E+00	8.070E+00	8.801E+00	9.739E+00	1.186E+01	1.395E+01	1.587E+01
3	6	1.069E+01	1.297E+01	1.498E+01	1.706E+01	2.166E+01	2.674E+01	3.757E+01	4.848E+01	5.895E+01
3	7	6.631E-01	7.196E-01	7.786E-01	8.432E-01	9.583E-01	1.043E+00	1.144E+00	1.195E+00	1.220E+00
3	8	2.170E+00	2.263E+00	2.474E+00	2.746E+00	3.299E+00	3.788E+00	4.579E+00	5.184E+00	5.657E+00
3	9	3.347E+00	3.730E+00	4.492E+00	5.449E+00	7.442E+00	9.293E+00	1.248E+01	1.511E+01	1.730E+01
3	10	2.384E+00	2.700E+00	3.077E+00	3.483E+00	4.240E+00	4.879E+00	5.885E+00	6.645E+00	7.239E+00
3	11	5.223E-01	7.688E-01	9.240E-01	1.031E+00	1.158E+00	1.222E+00	1.269E+00	1.271E+00	1.256E+00
3	12	1.723E+00	2.431E+00	2.873E+00	3.191E+00	3.605E+00	3.852E+00	4.125E+00	4.269E+00	4.355E+00
3	13	2.788E+00	4.005E+00	4.900E+00	5.655E+00	6.849E+00	7.757E+00	9.0881+00	1.005E+01	1.079E+01
3	14	2.384E+00	3.262E+00	3.788E+00	4.154E+00	4.617E+00	4.888E+00	5.197E+00	5.378E+00	5.497E+00
3	15	8.491E-01	9.843E-01	1.034E+00	1.064E+00	1.097E+00	1.108E+00	1.105E+00	1.089E+00	1.063E+00
4	6	1.707E+02	1.660E+02	1.610E+02	1.559E+02	1.472E+02	1.407E+02	1.321E+02	1.271E+02	1.239E+02
4	7	2.268E+00	2.539E+00	3.092E+00	3.861E+00	5.693E+00	7.647E+00	1.146E+01	1.490E+01	1.787E+01
