 
**************************************************************************************************
 
       Photoionization cross-sections for Mg I
 
>> Data is from the Opacity project
>>   Verner high energy tail included for gnd level
>>   Smoothed with a gausian of width 3000 km/sec
 
          Types of cross sections included:
         -----------------------------------

         2  -  Hydrogenic (n,l)
         3  -  Hydrogenic (n)
        20  -  Opacity project

 [Reference] Photoioization cross-sections for Mg I are from \cite{BKM93_Mg_seq}.

**************************************************************************************************
 
24-May-1996                             !Date
3.2140D+01 2.384D-03
3.2623D+01 3.437D-03
3.3114D+01 3.987D-03
3.3612D+01 3.643D-03
3.3948D+01 3.444D-03
3.5153D+01 5.974D-02
3.5505D+01 9.114D-02
3.6038D+01 4.061D-02
3.7131D+01 5.951D-03
3.8257D+01 3.975D-03
3.8833D+01 3.355D-03
3.9222D+01 3.596D-03
3.9614D+01 3.779D-03
4.0011D+01 3.563D-03
4.0411D+01 3.400D-03
4.1224D+01 2.536D-03
4.1637D+01 1.999D-03
4.2263D+01 2.532D-03
4.4200D+01 3.548D-03
4.6225D+01 3.911D-03
4.6456D+01 3.952D-03
4.6687D+01 3.994D-03
4.6921D+01 4.035D-03
4.7390D+01 4.120D-03
4.7626D+01 4.162D-03
4.7865D+01 4.205D-03
4.8344D+01 4.290D-03
4.8827D+01 4.377D-03
4.9316D+01 4.465D-03
4.9562D+01 4.509D-03
5.1320D+01 4.772D-03
5.2876D+01 4.505D-03
6.0785D+01 2.966D-03
6.9878D+01 1.952D-03
8.0331D+01 1.285D-03
9.2347D+01 8.457D-04
1.0616D+02 5.567D-04
1.2204D+02 3.664D-04
1.4030D+02 2.412D-04
1.6128D+02 1.587D-04
1.8541D+02 1.045D-04
2.1314D+02 6.878D-05
2.4139D+02 4.733D-05

3s8p1Po                                 !Configuration name
20                                      !Type of cross-section
270                                     !Number of cross-section points
1.0000D+00 1.091D+01
1.0050D+00 1.090D+01
1.0406D+00 1.056D+01
1.0458D+00 1.050D+01
1.0883D+00 1.003D+01
1.0992D+00 9.914D+00
1.1102D+00 9.794D+00
1.1326D+00 9.550D+00
1.1382D+00 9.488D+00
1.1786D+00 9.072D+00
1.2387D+00 8.723D+00
1.2763D+00 8.522D+00
1.3020D+00 8.384D+00
1.3085D+00 8.349D+00
1.3549D+00 8.118D+00
1.4240D+00 7.947D+00
1.4745D+00 7.834D+00
1.4819D+00 7.818D+00
1.4893D+00 7.801D+00
1.4967D+00 7.785D+00
1.5042D+00 7.768D+00
1.5117D+00 7.751D+00
1.5268D+00 7.717D+00
1.5344D+00 7.700D+00
1.5421D+00 7.683D+00
1.5498D+00 7.666D+00
1.5575D+00 7.648D+00
1.5653D+00 7.631D+00
1.5731D+00 7.613D+00
1.5810D+00 7.596D+00
1.5889D+00 7.578D+00
1.5968D+00 7.560D+00
1.6048D+00 7.542D+00
1.6128D+00 7.525D+00
1.6208D+00 7.506D+00
1.6289D+00 7.488D+00
1.6452D+00 7.452D+00
1.6534D+00 7.433D+00
1.6617D+00 7.415D+00
1.6700D+00 7.396D+00
1.6783D+00 7.378D+00
1.6867D+00 7.359D+00
1.6951D+00 7.340D+00
1.7120D+00 7.302D+00
1.7378D+00 7.244D+00
1.7552D+00 7.205D+00
1.7640D+00 7.186D+00
1.7905D+00 7.126D+00
1.7994D+00 7.106D+00
1.8726D+00 6.955D+00
1.9681D+00 6.830D+00
1.9978D+00 6.792D+00
2.0278D+00 6.754D+00
2.0584D+00 6.716D+00
2.1851D+00 6.555D+00
2.1960D+00 6.541D+00
2.2179D+00 6.513D+00
2.2401D+00 6.485D+00
2.2625D+00 6.456D+00
2.2739D+00 6.442D+00
2.2852D+00 6.428D+00
2.3081D+00 6.399D+00
2.3196D+00 6.384D+00
2.3428D+00 6.354D+00
2.3545D+00 6.340D+00
2.3663D+00 6.325D+00
2.3780D+00 6.310D+00
2.3899D+00 6.295D+00
2.4018D+00 6.280D+00
2.4259D+00 6.249D+00
2.4380D+00 6.234D+00
2.4501D+00 6.218D+00
2.4747D+00 6.187D+00
2.4870D+00 6.171D+00
2.4994D+00 6.156D+00
2.5244D+00 6.124D+00
2.5497D+00 6.092D+00
2.5752D+00 6.059D+00
2.6010D+00 6.027D+00
2.6140D+00 6.010D+00
2.6402D+00 5.977D+00
2.6799D+00 5.927D+00
2.7067D+00 5.893D+00
2.7202D+00 5.875D+00
2.7474D+00 5.841D+00
2.7749D+00 5.806D+00
2.7887D+00 5.788D+00
2.8166D+00 5.753D+00
2.8448D+00 5.717D+00
2.8733D+00 5.681D+00
2.9021D+00 5.645D+00
2.9166D+00 5.626D+00
2.9311D+00 5.608D+00
2.9458D+00 5.589D+00
2.9604D+00 5.571D+00
2.9752D+00 5.552D+00
2.9901D+00 5.533D+00
3.0200D+00 5.495D+00
3.0351D+00 5.476D+00
3.0502D+00 5.457D+00
3.0807D+00 5.418D+00
3.0961D+00 5.398D+00
3.1115D+00 5.379D+00
3.1427D+00 5.339D+00
3.1584D+00 5.319D+00
3.1741D+00 5.299D+00
3.1900D+00 5.279D+00
3.2059D+00 5.259D+00
3.2542D+00 5.198D+00
3.3031D+00 5.136D+00
3.3196D+00 5.115D+00
3.3362D+00 5.094D+00
3.3528D+00 5.072D+00
3.3864D+00 5.030D+00
3.4033D+00 5.008D+00
3.4203D+00 4.987D+00
3.4373D+00 4.965D+00
3.4545D+00 4.943D+00
3.5065D+00 4.877D+00
3.5240D+00 4.855D+00
3.5593D+00 4.810D+00
3.6128D+00 4.742D+00
3.6489D+00 4.697D+00
3.9319D+00 4.252D+00
3.9910D+00 4.143D+00
4.0110D+00 4.116D+00
4.0310D+00 4.108D+00
4.0511D+00 4.132D+00
4.0713D+00 4.200D+00
4.1326D+00 4.638D+00
4.1740D+00 4.950D+00
4.1948D+00 5.046D+00
4.2157D+00 5.090D+00
4.2367D+00 5.081D+00
4.3436D+00 4.742D+00
4.4753D+00 4.325D+00
4.6803D+00 3.966D+00
4.7037D+00 3.927D+00
4.7271D+00 3.887D+00
4.7508D+00 3.848D+00
5.1191D+00 3.335D+00
5.1447D+00 3.307D+00
5.1703D+00 3.278D+00
5.3804D+00 3.045D+00
5.4073D+00 3.015D+00
5.4614D+00 2.954D+00
5.4886D+00 2.924D+00
5.5161D+00 2.894D+00
5.5436D+00 2.863D+00
5.5713D+00 2.832D+00
5.6270D+00 2.770D+00
5.6551D+00 2.739D+00
5.6834D+00 2.708D+00
5.7402D+00 2.644D+00
5.7977D+00 2.580D+00
5.8265D+00 2.548D+00
5.8848D+00 2.483D+00
5.9143D+00 2.451D+00
6.4366D+00 1.960D+00
6.6649D+00 1.772D+00
6.8670D+00 1.605D+00
6.9012D+00 1.577D+00
7.5108D+00 1.157D+00
7.6619D+00 1.067D+00
7.7000D+00 1.044D+00
7.7385D+00 1.021D+00
8.4219D+00 6.747D-01
8.5062D+00 6.375D-01
9.8275D+00 1.953D-01
1.0589D+01 8.016D-02
1.1130D+01 1.577D-01
1.1525D+01 2.170D-01
1.1993D+01 1.458D-01
1.2668D+01 6.020D-02
1.3315D+01 1.779D-01
1.3515D+01 2.141D-01
1.3718D+01 1.540D-01
1.3856D+01 1.163D-01
1.4419D+01 7.511D-01
1.4636D+01 9.423D-01
1.4709D+01 9.066D-01
1.4856D+01 1.162D+00
1.4930D+01 1.705D+00
1.5155D+01 5.359D+00
1.5231D+01 8.610D+00
1.5306D+01 1.904D+01
1.5383D+01 5.247D+01
1.5460D+01 1.522D+02
1.5537D+01 3.748D+02
1.5692D+01 1.267D+03
1.5770D+01 1.650D+03
1.5849D+01 1.717D+03
1.5928D+01 1.404D+03
1.6008D+01 9.137D+02
1.6088D+01 4.782D+02
1.6168D+01 1.989D+02
1.6576D+01 2.165D+00
1.6741D+01 2.996D+00
1.6825D+01 3.233D+00
1.7078D+01 2.646D+00
1.9731D+01 3.871D-01
1.9829D+01 3.699D-01
2.0128D+01 3.146D-01
2.1261D+01 2.000D-01
2.2124D+01 1.290D-01
2.2909D+01 8.342D-02
2.3254D+01 8.552D-02
2.3722D+01 8.801D-02
2.4441D+01 8.463D-02
2.5182D+01 8.149D-02
2.5688D+01 8.738D-02
2.5946D+01 8.932D-02
2.6205D+01 8.506D-02
2.6467D+01 8.115D-02
2.6732D+01 8.270D-02
2.7270D+01 5.848D-02
2.7818D+01 4.093D-02
2.7958D+01 3.832D-02
2.8237D+01 3.632D-02
2.8520D+01 4.460D-02
2.8805D+01 5.252D-02
2.9238D+01 4.183D-02
2.9827D+01 3.468D-02
3.0125D+01 3.289D-02
3.0427D+01 3.163D-02
3.1194D+01 2.332D-02
3.1663D+01 1.782D-02
3.2300D+01 6.870D-03
3.2623D+01 4.240D-03
3.3114D+01 1.423D-02
3.3780D+01 2.092D-02
3.4118D+01 2.046D-02
3.4288D+01 2.038D-02
3.5328D+01 8.611D-02
3.5681D+01 1.060D-01
3.6038D+01 6.355D-02
3.6763D+01 1.436D-02
3.7131D+01 1.544D-02
3.7317D+01 1.559D-02
3.7690D+01 1.502D-02
3.8449D+01 1.407D-02
3.9222D+01 1.246D-02
4.0011D+01 1.145D-02
4.1429D+01 7.564D-03
4.1844D+01 6.078D-03
4.2474D+01 7.643D-03
4.3113D+01 8.837D-03
4.4864D+01 8.008D-03
4.5089D+01 7.884D-03
4.5313D+01 7.761D-03
4.9316D+01 6.474D-03
4.9810D+01 6.403D-03
5.4208D+01 6.084D-03
5.6693D+01 6.036D-03
5.8412D+01 6.003D-03
6.3888D+01 5.668D-03
6.4849D+01 5.575D-03
6.5826D+01 5.480D-03
6.7484D+01 5.319D-03
7.1638D+01 4.760D-03
8.2767D+01 3.087D-03
9.5621D+01 2.002D-03
1.1047D+02 1.298D-03
1.2763D+02 8.419D-04
1.4746D+02 5.459D-04
1.7036D+02 3.540D-04
1.9682D+02 2.296D-04
2.2739D+02 1.489D-04
2.6271D+02 9.654D-05
2.9753D+02 6.644D-05

3s7g3Ge                                 !Configuration name
20                                      !Type of cross-section
139                                     !Number of cross-section points
1.0000D+00 1.868D+00
1.0510D+00 1.635D+00
1.1102D+00 1.384D+00
1.1326D+00 1.290D+00
1.1382D+00 1.266D+00
1.1844D+00 1.084D+00
1.2387D+00 9.556D-01
1.2891D+00 8.417D-01
1.3020D+00 8.126D-01
1.3085D+00 7.979D-01
1.3616D+00 6.851D-01
1.4240D+00 5.999D-01
1.4454D+00 5.718D-01
1.4672D+00 5.433D-01
1.4819D+00 5.240D-01
1.6048D+00 3.996D-01
1.6208D+00 3.866D-01
1.6370D+00 3.734D-01
1.6452D+00 3.668D-01
1.7905D+00 2.739D-01
1.8084D+00 2.645D-01
1.9584D+00 2.002D-01
1.9681D+00 1.967D-01
2.2513D+00 1.220D-01
2.5752D+00 7.528D-02
2.9458D+00 4.598D-02
3.1427D+00 3.667D-02
3.1584D+00 3.597D-02
3.4033D+00 2.709D-02
3.4203D+00 2.659D-02
3.9123D+00 1.580D-02
3.9515D+00 1.522D-02
3.9910D+00 1.464D-02
4.3005D+00 1.106D-02
4.3219D+00 1.085D-02
4.6571D+00 8.096D-03
4.6803D+00 7.944D-03
5.3538D+00 4.834D-03
5.4073D+00 4.679D-03
5.4342D+00 4.602D-03
5.9143D+00 3.546D-03
5.9437D+00 3.497D-03
6.7990D+00 2.740D-03
7.0051D+00 2.728D-03
8.0129D+00 4.090D-03
9.0299D+00 1.696D-02
9.2576D+00 2.064D-02
9.6337D+00 1.378D-02
1.1020D+01 1.694D-03
1.1582D+01 1.416D-03
1.3052D+01 3.400D-02
1.3117D+01 4.339D-02
1.3183D+01 4.804D-02
1.3249D+01 4.586D-02
1.3381D+01 2.620D-02
1.3994D+01 1.533D-04
1.4491D+01 3.091D-02
1.4563D+01 7.827D-02
1.4636D+01 2.145D-01
1.4709D+01 5.720D-01
1.4856D+01 2.160D+00
1.4930D+01 2.934D+00
1.5005D+01 3.080D+00
1.5080D+01 2.548D+00
1.5155D+01 1.655D+00
1.5231D+01 8.543D-01
1.5306D+01 3.767D-01
1.5383D+01 1.925D-01
1.5460D+01 3.053D-01
1.5537D+01 9.659D-01
1.5614D+01 2.984D+00
1.5692D+01 7.129D+00
1.5770D+01 1.339D+01
1.5849D+01 1.958D+01
1.5928D+01 2.215D+01
1.6008D+01 1.976D+01
1.6168D+01 7.573D+00
1.6249D+01 3.382D+00
1.6658D+01 4.589D-02
1.6825D+01 9.311D-02
1.6994D+01 1.225D-01
1.7335D+01 9.419D-02
1.9829D+01 2.482D-03
2.1905D+01 1.173D-04
2.3023D+01 6.618D-05
2.4079D+01 2.005D-05
2.5182D+01 1.659D-04
2.5561D+01 2.341D-04
2.5817D+01 2.056D-04
2.6205D+01 1.906D-04
2.6467D+01 1.919D-04
2.6600D+01 1.923D-04
2.7543D+01 1.567D-04
2.7818D+01 1.460D-04
2.8237D+01 2.461D-04
2.8520D+01 2.818D-04
2.8805D+01 1.968D-04
2.9094D+01 1.596D-04
2.9238D+01 1.716D-04
2.9385D+01 1.816D-04
2.9827D+01 1.320D-04
3.0427D+01 7.380D-05
3.0731D+01 7.612D-05
3.0885D+01 7.629D-05
3.1349D+01 6.663D-05
3.1506D+01 6.401D-05
3.1980D+01 8.165D-05
3.2140D+01 8.385D-05
3.2461D+01 6.020D-05
3.2623D+01 5.008D-05
3.3114D+01 7.136D-05
3.3948D+01 9.370D-05
3.5681D+01 3.553D-02
3.5860D+01 4.465D-02
3.6399D+01 2.146D-02
3.8833D+01 1.832D-04
3.9222D+01 1.999D-04
3.9417D+01 2.040D-04
4.0011D+01 1.285D-04
4.0210D+01 1.145D-04
4.0816D+01 1.648D-04
4.1224D+01 1.890D-04
4.1844D+01 1.610D-04
4.2263D+01 1.352D-04
4.2899D+01 1.593D-04
4.3544D+01 1.726D-04
4.4200D+01 1.662D-04
5.0558D+01 1.111D-04
5.7833D+01 7.423D-05
6.6153D+01 4.960D-05
7.5672D+01 3.314D-05
8.6558D+01 2.214D-05
9.9013D+01 1.480D-05
1.1326D+02 9.885D-06
1.2955D+02 6.603D-06
1.4819D+02 4.412D-06
1.6951D+02 2.948D-06
1.9390D+02 1.970D-06
1.9978D+02 1.800D-06

3s7g1Ge                                 !Configuration name
20                                      !Type of cross-section
157                                     !Number of cross-section points
1.0000D+00 1.808D+00
1.0050D+00 1.804D+00
1.0406D+00 1.670D+00
1.0458D+00 1.648D+00
1.0883D+00 1.469D+00
1.0938D+00 1.446D+00
1.0992D+00 1.423D+00
1.1102D+00 1.376D+00
1.1213D+00 1.330D+00
1.1326D+00 1.282D+00
1.1382D+00 1.258D+00
1.1844D+00 1.077D+00
1.2387D+00 9.492D-01
1.2891D+00 8.358D-01
1.3020D+00 8.068D-01
1.3085D+00 7.922D-01
1.3616D+00 6.799D-01
1.4240D+00 5.951D-01
1.4454D+00 5.672D-01
1.4672D+00 5.388D-01
1.4819D+00 5.196D-01
1.6048D+00 3.958D-01
1.6208D+00 3.828D-01
1.6370D+00 3.698D-01
1.6452D+00 3.632D-01
1.7905D+00 2.708D-01
1.8084D+00 2.614D-01
2.0790D+00 1.593D-01
2.3899D+00 9.656D-02
2.7474D+00 5.805D-02
3.1427D+00 3.549D-02
3.1584D+00 3.480D-02
3.4033D+00 2.603D-02
3.4203D+00 2.554D-02
3.9319D+00 1.461D-02
4.3005D+00 1.023D-02
4.3219D+00 1.002D-02
4.6571D+00 7.316D-03
4.6803D+00 7.166D-03
5.3804D+00 3.993D-03
5.4073D+00 3.914D-03
5.4342D+00 3.836D-03
6.2471D+00 2.198D-03
6.3096D+00 2.123D-03
6.3412D+00 2.084D-03
6.8328D+00 1.626D-03
6.8670D+00 1.601D-03
7.3994D+00 1.321D-03
7.4364D+00 1.307D-03
8.0530D+00 1.169D-03
8.0931D+00 1.164D-03
8.3802D+00 1.140D-03
9.6337D+00 1.505D-03
1.1075D+01 7.194D-03
1.1186D+01 9.519D-03
1.1298D+01 1.341D-02
1.1411D+01 2.058D-02
1.1525D+01 3.462D-02
1.1698D+01 7.318D-02
1.1757D+01 8.542D-02
1.1815D+01 9.177D-02
1.1874D+01 9.056D-02
1.2053D+01 5.296D-02
1.2234D+01 2.108D-02
1.2357D+01 1.189D-02
1.2480D+01 7.348D-03
1.3650D+01 3.134D-04
1.3994D+01 3.894D-03
1.4134D+01 5.063D-03
1.4347D+01 3.217D-03
1.4419D+01 2.967D-03
1.4491D+01 4.366D-03
1.4563D+01 1.336D-02
1.4636D+01 4.470D-02
1.4709D+01 1.306D-01
1.4856D+01 5.126D-01
1.4930D+01 6.983D-01
1.5005D+01 7.347D-01
1.5080D+01 6.093D-01
1.5155D+01 3.951D-01
1.5231D+01 2.008D-01
1.5306D+01 8.334D-02
1.5383D+01 3.535D-02
1.5460D+01 5.277D-02
1.5537D+01 1.785D-01
1.5614D+01 5.688D-01
1.5692D+01 1.379D+00
1.5770D+01 2.612D+00
1.5849D+01 3.837D+00
1.5928D+01 4.352D+00
1.6008D+01 3.888D+00
1.6168D+01 1.480D+00
1.6249D+01 6.500D-01
1.6330D+01 2.202D-01
1.6411D+01 6.534D-02
1.6493D+01 2.047D-02
1.6576D+01 2.034D-02
1.6825D+01 9.185D-02
1.6909D+01 1.124D-01
1.6994D+01 1.219D-01
1.7078D+01 1.205D-01
1.7335D+01 9.394D-02
1.9928D+01 2.053D-03
2.1797D+01 1.343D-04
2.3023D+01 8.452D-05
2.3959D+01 4.641D-05
2.4932D+01 8.899D-05
2.5434D+01 1.199D-04
2.6075D+01 1.688D-04
2.7000D+01 2.180D-04
2.7681D+01 1.967D-04
2.7818D+01 1.930D-04
2.8237D+01 2.543D-04
2.8520D+01 2.969D-04
2.8805D+01 2.231D-04
2.9094D+01 1.596D-04
2.9385D+01 1.886D-04
2.9679D+01 2.105D-04
3.0125D+01 1.122D-04
3.0579D+01 6.827D-05
3.0731D+01 7.101D-05
3.0885D+01 7.181D-05
3.1349D+01 5.446D-05
3.1980D+01 4.253D-05
3.2461D+01 2.616D-05
3.2786D+01 1.889D-05
3.3279D+01 5.371D-05
3.3948D+01 7.892D-05
3.5681D+01 4.199D-02
3.5860D+01 5.208D-02
3.6399D+01 2.333D-02
3.8640D+01 9.110D-05
3.9222D+01 1.453D-04
3.9614D+01 1.716D-04
4.0011D+01 1.418D-04
4.0411D+01 1.190D-04
4.0816D+01 1.297D-04
4.1224D+01 1.407D-04
4.1844D+01 1.181D-04
4.2263D+01 1.096D-04
4.2899D+01 1.456D-04
4.3544D+01 1.616D-04
4.5089D+01 1.438D-04
4.5540D+01 1.381D-04
4.5767D+01 1.352D-04
5.2613D+01 8.353D-05
6.0483D+01 5.498D-05
6.9530D+01 3.619D-05
7.9931D+01 2.382D-05
9.1887D+01 1.568D-05
1.0563D+02 1.032D-05
1.2143D+02 6.794D-06
1.3960D+02 4.472D-06
1.6048D+02 2.943D-06
1.8448D+02 1.938D-06
2.1208D+02 1.275D-06
2.2070D+02 1.131D-06

3s9s3Se                                 !Configuration name
20                                      !Type of cross-section
154                                     !Number of cross-section points
1.0000D+00 1.172D+01
1.0050D+00 1.170D+01
1.0406D+00 1.088D+01
1.0458D+00 1.074D+01
1.0938D+00 9.506D+00
1.1047D+00 9.223D+00
1.1326D+00 8.503D+00
1.1496D+00 8.063D+00
1.1553D+00 7.914D+00
1.2023D+00 6.775D+00
1.2574D+00 6.002D+00
1.3020D+00 5.414D+00
1.3150D+00 5.242D+00
1.3215D+00 5.156D+00
1.3414D+00 4.894D+00
1.3481D+00 4.806D+00
1.4029D+00 4.136D+00
1.4672D+00 3.641D+00
1.5042D+00 3.366D+00
1.5268D+00 3.198D+00
1.5344D+00 3.142D+00
1.5968D+00 2.708D+00
1.6700D+00 2.368D+00
1.6867D+00 2.293D+00
1.7120D+00 2.178D+00
1.7206D+00 2.140D+00
1.8726D+00 1.604D+00
1.8819D+00 1.577D+00
1.8913D+00 1.550D+00
1.9008D+00 1.523D+00
2.0686D+00 1.134D+00
2.0790D+00 1.114D+00
2.2401D+00 8.538D-01
2.2625D+00 8.237D-01
2.4139D+00 6.512D-01
2.4259D+00 6.397D-01
2.8027D+00 3.731D-01
3.2380D+00 2.134D-01
3.5240D+00 1.549D-01
3.5415D+00 1.519D-01
3.5593D+00 1.488D-01
3.5770D+00 1.457D-01
3.8352D+00 1.098D-01
3.8544D+00 1.076D-01
4.4530D+00 5.924D-02
4.7983D+00 4.385D-02
4.8222D+00 4.295D-02
5.1962D+00 3.125D-02
5.2221D+00 3.060D-02
6.0332D+00 1.627D-02
6.0633D+00 1.590D-02
7.0051D+00 7.329D-03
7.0400D+00 7.094D-03
7.6619D+00 3.402D-03
7.7000D+00 3.195D-03
7.7385D+00 2.986D-03
7.7771D+00 2.778D-03
8.2559D+00 5.358D-04
8.5062D+00 3.338D-02
8.6343D+00 5.434D-02
8.7207D+00 3.399D-02
1.0075D+01 1.818D-05
1.1640D+01 8.396D-03
1.1993D+01 9.630D-02
1.2053D+01 1.160D-01
1.2234D+01 6.198D-02
1.2543D+01 1.427D-03
1.3718D+01 2.153D-02
1.3856D+01 2.789D-02
1.3994D+01 2.137D-02
1.4205D+01 1.339D-02
1.4856D+01 3.149D-02
1.5005D+01 3.676D-02
1.5155D+01 3.373D-02
1.5231D+01 3.205D-02
1.5614D+01 4.672D-02
1.5928D+01 5.547D-02
1.6994D+01 4.704D-01
1.7078D+01 2.379D+00
1.7164D+01 1.007D+01
1.7249D+01 4.115D+01
1.7335D+01 1.282D+02
1.7596D+01 8.996D+02
1.7684D+01 1.042D+03
1.7772D+01 9.345D+02
1.7950D+01 3.680D+02
1.8040D+01 1.596D+02
1.8587D+01 1.212D-01
1.8679D+01 1.300D-01
1.8773D+01 1.313D-01
1.9055D+01 9.549D-02
2.2015D+01 9.477D-03
2.4441D+01 4.426D-03
2.5308D+01 2.167D-02
2.5561D+01 2.926D-02
2.5946D+01 1.371D-02
2.9976D+01 1.073D-03
3.0276D+01 1.050D-03
3.0885D+01 1.513D-03
3.1194D+01 1.818D-03
3.1663D+01 1.470D-03
3.2300D+01 1.262D-03
3.2786D+01 1.359D-03
3.2949D+01 1.399D-03
3.3446D+01 1.311D-03
3.3948D+01 1.262D-03
3.4288D+01 1.270D-03
3.4978D+01 1.041D-03
3.5328D+01 9.587D-04
3.5860D+01 7.092D-04
3.6219D+01 5.600D-04
3.6581D+01 8.249D-04
3.6947D+01 1.010D-03
3.7317D+01 9.720D-04
3.7503D+01 9.553D-04
3.9614D+01 7.639D-02
3.9812D+01 9.360D-02
4.0411D+01 4.602D-02
4.1429D+01 4.089D-03
4.2053D+01 1.923D-03
4.2685D+01 9.040D-04
4.3762D+01 1.880D-03
4.4200D+01 2.081D-03
4.4420D+01 1.943D-03
4.4864D+01 1.763D-03
4.5313D+01 1.820D-03
4.6225D+01 1.433D-03
4.6687D+01 1.134D-03
4.7390D+01 1.548D-03
4.9562D+01 2.366D-03
5.1575D+01 2.689D-03
5.1833D+01 2.730D-03
5.2092D+01 2.771D-03
5.2352D+01 2.813D-03
5.2876D+01 2.897D-03
5.3139D+01 2.939D-03
5.3940D+01 3.067D-03
5.4479D+01 3.154D-03
5.4751D+01 3.197D-03
5.5575D+01 3.329D-03
5.5852D+01 3.373D-03
5.7833D+01 3.623D-03
6.3888D+01 2.925D-03
7.3811D+01 1.897D-03
8.5276D+01 1.230D-03
9.8520D+01 7.976D-04
1.1382D+02 5.172D-04
1.3150D+02 3.354D-04
1.5193D+02 2.175D-04
1.7552D+02 1.410D-04
2.0279D+02 9.146D-05
2.3428D+02 5.932D-05
2.7068D+02 3.846D-05
2.7750D+02 3.568D-05

3s8d1De                                 !Configuration name
20                                      !Type of cross-section
292                                     !Number of cross-section points
1.0000D+00 1.277D+01
1.0510D+00 1.194D+01
1.0992D+00 1.123D+01
1.1102D+00 1.107D+01
1.1213D+00 1.090D+01
1.1326D+00 1.073D+01
1.1439D+00 1.057D+01
1.1553D+00 1.040D+01
1.1611D+00 1.031D+01
1.2083D+00 9.662D+00
1.2637D+00 9.204D+00
1.3150D+00 8.798D+00
1.3481D+00 8.537D+00
1.3549D+00 8.483D+00
1.4099D+00 8.080D+00
1.4745D+00 7.789D+00
1.5421D+00 7.496D+00
1.5498D+00 7.463D+00
1.5575D+00 7.430D+00
1.5653D+00 7.396D+00
1.5731D+00 7.362D+00
1.5889D+00 7.294D+00
1.5968D+00 7.260D+00
1.6048D+00 7.225D+00
1.6208D+00 7.156D+00
1.6289D+00 7.121D+00
1.6370D+00 7.086D+00
1.6452D+00 7.051D+00
1.6617D+00 6.979D+00
1.6700D+00 6.943D+00
1.6867D+00 6.871D+00
1.7206D+00 6.724D+00
1.7292D+00 6.687D+00
1.7994D+00 6.402D+00
1.8819D+00 6.194D+00
1.9681D+00 5.988D+00
1.9780D+00 5.965D+00
1.9978D+00 5.917D+00
2.0077D+00 5.894D+00
2.0178D+00 5.870D+00
2.0278D+00 5.846D+00
2.0584D+00 5.773D+00
2.0686D+00 5.748D+00
2.0893D+00 5.699D+00
2.1102D+00 5.649D+00
2.1208D+00 5.623D+00
2.1313D+00 5.598D+00
2.1420D+00 5.573D+00
2.1527D+00 5.547D+00
2.1634D+00 5.522D+00
2.1742D+00 5.496D+00
2.1851D+00 5.470D+00
2.2069D+00 5.418D+00
2.2290D+00 5.365D+00
2.2625D+00 5.285D+00
2.2739D+00 5.258D+00
2.3663D+00 5.050D+00
2.4747D+00 4.890D+00
2.5752D+00 4.747D+00
2.5881D+00 4.728D+00
2.6010D+00 4.710D+00
2.6140D+00 4.691D+00
2.6270D+00 4.673D+00
2.6402D+00 4.654D+00
2.6533D+00 4.635D+00
2.6799D+00 4.597D+00
2.6933D+00 4.578D+00
2.7067D+00 4.559D+00
2.7338D+00 4.521D+00
2.7474D+00 4.501D+00
2.7611D+00 4.482D+00
2.7749D+00 4.462D+00
2.8027D+00 4.422D+00
2.8307D+00 4.382D+00
2.8591D+00 4.342D+00
2.8877D+00 4.301D+00
2.9021D+00 4.280D+00
2.9166D+00 4.260D+00
2.9311D+00 4.239D+00
2.9458D+00 4.218D+00
2.9604D+00 4.197D+00
2.9752D+00 4.176D+00
3.0050D+00 4.133D+00
3.0351D+00 4.091D+00
3.0655D+00 4.047D+00
3.0961D+00 4.003D+00
3.1115D+00 3.981D+00
3.1271D+00 3.959D+00
3.1427D+00 3.937D+00
3.4033D+00 3.661D+00
3.5415D+00 3.543D+00
3.5593D+00 3.528D+00
3.5770D+00 3.512D+00
3.5949D+00 3.497D+00
3.6128D+00 3.482D+00
3.6309D+00 3.466D+00
3.6489D+00 3.451D+00
3.6672D+00 3.435D+00
3.7039D+00 3.404D+00
3.7223D+00 3.388D+00
3.8930D+00 3.242D+00
3.9515D+00 3.192D+00
4.0310D+00 3.124D+00
4.0511D+00 3.107D+00
4.1326D+00 3.038D+00
4.1740D+00 3.002D+00
4.1948D+00 2.984D+00
4.3652D+00 2.847D+00
4.5653D+00 2.744D+00
4.7983D+00 2.629D+00
4.8222D+00 2.617D+00
4.8705D+00 2.593D+00
4.9192D+00 2.569D+00
4.9438D+00 2.557D+00
4.9684D+00 2.544D+00
4.9933D+00 2.532D+00
5.0182D+00 2.520D+00
5.0433D+00 2.507D+00
5.0684D+00 2.495D+00
5.0937D+00 2.482D+00
5.1447D+00 2.457D+00
5.2482D+00 2.406D+00
5.3007D+00 2.380D+00
5.3271D+00 2.367D+00
5.4073D+00 2.327D+00
5.4342D+00 2.314D+00
5.6270D+00 2.224D+00
5.9143D+00 2.146D+00
6.1240D+00 2.093D+00
6.1546D+00 2.085D+00
6.1852D+00 2.077D+00
6.2162D+00 2.069D+00
6.2471D+00 2.061D+00
6.2784D+00 2.053D+00
6.3412D+00 2.037D+00
6.3728D+00 2.029D+00
6.4047D+00 2.021D+00
6.4366D+00 2.013D+00
6.5010D+00 1.996D+00
6.5335D+00 1.988D+00
