                                                                                
********************************************************************************
                                                                                
                 Energy Levels and statistical weights for Mg I                 
	Super level assignments:
	   Lower level bsed on terms
	   Upper levels based on " l " values.                                                                               
                                                                                
********************************************************************************
                                                                                
19-May-1998                            !Date
152                                    !Number of energy levels
6                                      !Entry number of link to super level
  
3s11z1Z                        96.0      60764.1505     0.0272   1.103E+05    37     0    111
3s11g3Ge                       27.0      60764.1505     0.0272   1.103E+05    36     0    112
3s11g1Ge                        9.0      60764.1505     0.0272   1.103E+05    36     0    113
3s11f1Fo                        7.0      60764.1505     0.0272   1.103E+05    34     0    114
3s12w3W                       432.0      60909.0025     0.0228   1.312E+05    38     0    115
3s12w1W                       144.0      60909.0025     0.0228   1.312E+05    39     0    116
3s13w3W                       507.0      61021.7314     0.0195   1.540E+05    38     0    117
3s13w1W                       169.0      61021.7314     0.0195   1.540E+05    39     0    118
3s14w3W                       588.0      61111.1784     0.0168   1.786E+05    38     0    119
3s14w1W                       196.0      61111.1784     0.0168   1.786E+05    39     0    120
3s15w3W                       675.0      61183.3396     0.0146   2.050E+05    38     0    121
3s15w1W                       225.0      61183.3396     0.0146   2.050E+05    39     0    122
3s16w3W                       768.0      61242.3983     0.0129   2.333E+05    40     0    123
3s16w1W                       256.0      61242.3983     0.0129   2.333E+05    41     0    124
3s17w3W                       867.0      61291.3447     0.0114   2.634E+05    40     0    125
3s17w1W                       289.0      61291.3447     0.0114   2.634E+05    41     0    126
3s18w3W                       972.0      61332.3622     0.0102   2.953E+05    40     0    127
3s18w1W                       324.0      61332.3622     0.0102   2.953E+05    41     0    128
3s19w3W                      1083.0      61367.0754     0.0091   3.290E+05    40     0    129
3s19w1W                       361.0      61367.0754     0.0091   3.290E+05    41     0    130
3s20w3W                      1200.0      61396.7129     0.0082   3.645E+05    40     0    131
3s20w1W                       400.0      61396.7129     0.0082   3.645E+05    41     0    132
3s21w3W                      1323.0      61422.2182     0.0075   4.019E+05    42     0    133
3s21w1W                       441.0      61422.2182     0.0075   4.019E+05    43     0    134
3s22w3W                      1452.0      61444.3251     0.0068   4.411E+05    42     0    135
3s22w1W                       484.0      61444.3251     0.0068   4.411E+05    43     0    136
3s23w3W                      1587.0      61463.6117     0.0062   4.821E+05    42     0    137
