
********************************************************************************

   Energy Levels and statistical weights for ArV       
   Data is from the Opacity Project
          Maximum energy included = Ionization energy =>   601737.
   Data is from NIST
          Maximum energy included = Ionization energy =>   606000.
          Packed according to J states by pack.f
   Data from the Opacity Project rewritten with NIST energies
         27 energies from NIST included
         328 energies from the Opacity Project scaled by  0.9862:
         Oscillator strengths scaled to conserve (g*f)/(h*nu)
   Data from NIST: Split energy levels inserted
         gf values split with rewrite_osc_v2
         intercombination oscilator strengths inserted
   (Kurucz vales not inserted as some are corrupted).

********************************************************************************

24-Nov-1999                                      !Date
376                                              !Number of energy levels
606000.0000                                      !Ionization energy
5.0                                              !Screened nuclear charge
8330                                             !Number of transitions

3s2_3p2_3Pe[0]             1.0          0.00000000    18.167423     1.65017E+02        1
3s2_3p2_3Pe[1]             3.0        765.23000000    18.144482     1.65225E+02        2
3s2_3p2_3Pe[2]             5.0       2028.80000000    18.106601     1.65571E+02        3
3s2_3p2_1De[2]             5.0      16298.90000000    17.678794     1.69577E+02        4
3s2_3p2_1Se[0]             1.0      37912.00000000    17.030850     1.76029E+02        5
3s_3p3_5So[2]              5.0      84100.00000000    15.646168     1.91608E+02        6
3s_3p3_3Do[1]              3.0     121630.30000000    14.521038     2.06454E+02        7
3s_3p3_3Do[2]              5.0     121675.00000000    14.519698     2.06473E+02        8
3s_3p3_3Do[3]              7.0     121803.20000000    14.515855     2.06528E+02        9
3s_3p3_3Po[2]              5.0     141763.90000000    13.917448     2.15408E+02       10
3s_3p3_3Po[1]              3.0     141770.80000000    13.917241     2.15411E+02       11
3s_3p3_3Po[0]              1.0     141892.50000000    13.913593     2.15467E+02       12
3s_3p3_1Do[2]              5.0     154211.50000000    13.544278     2.21343E+02       13
3s2_3p_3d_3Fo             21.0     185260.20000000    12.613462     2.37677E+02       14
3s_3p3_3So[1]              3.0     191536.20000000    12.425312     2.41276E+02       15
3s_3p3_1Po[1]              3.0     195357.60000000    12.310749     2.43521E+02       16
3s2_3p_3d_3Po[2]           5.0     217572.00000000    11.644778     2.57448E+02       17
3s2_3p_3d_3Po[1]           3.0     218284.00000000    11.623433     2.57921E+02       18
3s2_3p_3d_3Po[0]           1.0     218647.00000000    11.612551     2.58162E+02       19
3s2_3p_3d_1Do[2]           5.0     221815.00000000    11.517577     2.60291E+02       20
3s2_3p_3d_3Do[1]           3.0     224221.00000000    11.445446     2.61932E+02       21
3s2_3p_3d_3Do[2]           5.0     224498.00000000    11.437142     2.62122E+02       22
3s2_3p_3d_3Do[3]           7.0     224706.00000000    11.430907     2.62265E+02       23
3p4_1De[2]                 5.0     228519.00000000    11.316596     2.64914E+02       24
3s2_3p_3d_1Fo[3]           7.0     245329.00000000    10.812645     2.77261E+02       25
3s2_3p_3d_1Po[1]           3.0     252141.00000000    10.608426     2.82598E+02       26
3p4_3Pe[2]                 5.0     264427.00000000    10.240101     2.92763E+02       27
3p4_3Pe[1]                 3.0     265589.00000000    10.205265     2.93763E+02       28
3p4_3Pe[0]                 1.0     266076.00000000    10.190665     2.94183E+02       29
3s_3p2(4Pe)3d_5Fe         35.0     271916.80100000    10.015562     2.99327E+02       30
3s_3p2(4Pe)3d_5De         25.0     280177.87400000     9.767902     3.06916E+02       31
