6.0749  ! half-life
2.136   ! Qtot [MeV]
6
158.38    	98.8   	e+b+
269.50   	36.5   	e+b+
480.44   	36.5   	e+b+
749.95   	49.5   	e+b+
811.85   	86.0   	e+b+
1561.80   	14.0   	e+b+
# ekin_postiron/end-point energy/intensity (%)
0
