15.9735  ! half-life
4.012    ! Qtot [MeV]
12
511.0       99.8        annihilation
802.87    	0.150    	e+b+
928.290   	0.77    	e+b+
938.0  	    0.0008   	e+b+
944.104   	7.76     	e+b+
983.517   	99.98   	e+b+
1063.19   	0.0050   	e+b+
1312.096   	97.5     	e+b+
1437.487   	0.120   	e+b+
2240.375   	2.41    	e+b+
2375.211   	0.010   	e+b+
2420.90   	0.010   	e+b+
#
1
290.3       694.6       49.9   beta+
