0.730417  ! half-life [d]
3.4518    ! Qtot [MeV]
6
477.2   20.2
511.0   152.0
931.1    75.0
1316.6    7.1
1370.0    2.9
1408.5   16.9
#
3
435.68  1021.3  25.6
476.22  1113.2   4.26
648.98  1498.5  46.0
