0.0147222   ! half-life
4.7117      ! Qtot [MeV]
16
   511.0      190.0
   704.6      0.028
   935.52     0.020
  1332.62     0.029
  1434.06     98.3
  1530.67     0.0462
  1727.53     0.216
  2038.0      0.0079
  2337.4      0.0069
  2965 1      4E-4
  3129 1      7E-5
  3161.8      0.022
  3381.5      0.0025
  3771.7       0.0018
  3951.        7E-4
  4815.4       0.0025
# ekin_positron
1
1174.0  2633.2  94.8


