271.74  ! half-life
0.836   ! Qtot [MeV]
10
14.41300   	9.16		e
122.0614   	85.60   	e
136.4743   	10.68   	e
230.29   	0.0004   	e
339.54   	0.0139   	e
352.36   	0.0132   	e
366.75   	0.0013   	e
569.92   	0.017   	e
692.03   	0.157   	e
706.40   	0.0253   	e
# ekin_postiron/end-point energy/intensity (%)
0
