************************************************************************************************************************************
 
                 Energy Levels and statistical weights for Si III     
                 Intercombination transitions from Butler & Mendoza (1983)
                 C4 and c6 are from Kurucz (added 18-Mar-2015).

 [Reference] Si\,{\sc iii} oscillator strengths were computed by \cite{BKM93_Mg_seq} as part of the opacity
 [Reference] project \citep{Sea87_OP} and were obtained from \citep{Topbase93}.
 [Reference] Data for Si\,{\sc iii} intercombination transitions are from ? 
 
                  g          E(cm^-1)     10^15 Hz      eV        Lam(A)       ID      ARAD         C4          C6
************************************************************************************************************************************
 
17-Jun-2014                                      !Format date
18-May-2015                                      !Date
147                                              !Number of energy levels
270139.3000                                      !Ionization energy
3.0                                              !Screened nuclear charge
1639                                             !Number of transitions
 
3s21Se[0]        1.0          0.000000     8.09857    33.493    3.702E+02       1   0.000E+00  -3.330E-17   4.860E-33
3s4p3Po[2]       5.0     175336.260000     2.84212    11.754    1.055E+03      19   2.982E+08  -1.240E-16   1.850E-32
3s4p1Po[1]       3.0     176487.190000     2.80762    11.611    1.068E+03      20   4.844E+08   4.120E-17   1.880E-32
3p3d3Fo[2]       5.0     198923.150000     2.13501     8.830    1.404E+03      21   8.897E+05  -3.430E-16   4.890E-33
3p3d3Fo[3]       7.0     199026.490000     2.13191     8.817    1.406E+03      22   8.931E+05  -3.640E-16   4.960E-33
3p3d3Fo[4]       9.0     199164.100000     2.12778     8.800    1.409E+03      23   8.974E+05  -3.940E-16   5.060E-33
3s4d3De[1]       3.0     201597.730000     2.05482     8.498    1.459E+03      24   3.517E+08  -4.340E-16   2.740E-32
3s4d3De[2]       5.0     201598.280000     2.05481     8.498    1.459E+03      25   3.509E+08  -4.040E-16   2.740E-32
3s4d3De[3]       7.0     201599.480000     2.05477     8.498    1.459E+03      26   3.495E+08  -3.560E-16   2.740E-32
3s4d1De[2]       5.0     204330.790000     1.97289     8.159    1.520E+03      27   8.473E+08  -1.110E-14   2.830E-32
3s4f1Fo[3]       7.0     204828.060000     1.95798     8.098    1.531E+03      28   1.666E+09   7.440E-15   2.020E-32
3p3d1Do[2]       5.0     205029.090000     1.95195     8.073    1.536E+03      29   2.439E+09  -1.310E-17   4.420E-33
3s5s3Se[1]       3.0     206176.080000     1.91757     7.930    1.563E+03      30   1.232E+09  -2.250E-15   4.450E-32
3s5s1Se[0]       1.0     207874.090000     1.86666     7.720    1.606E+03      31   8.158E+08  -3.430E-15   4.690E-32
3s4f3Fo[2]       5.0     209531.400000     1.81698     7.514    1.650E+03      32   2.108E+09   1.580E-16   2.400E-32
3s4f3Fo[3]       7.0     209559.330000     1.81614     7.511    1.651E+03      33   2.110E+09   1.550E-16   2.390E-32
3s4f3Fo[4]       9.0     209599.700000     1.81493     7.506    1.652E+03      34   2.113E+09   1.500E-16   2.380E-32
3s5p1Po[1]       3.0     214532.170000     1.66706     6.894    1.798E+03      35   7.305E+08   3.920E-16   5.090E-32
3s5p3Po[2]       5.0     214989.270000     1.65336     6.838    1.813E+03      36   5.653E+08  -5.500E-17   1.330E-32
3s5p3Po[1]       3.0     214994.650000     1.65320     6.837    1.813E+03      37   5.667E+08  -7.930E-17   1.660E-32
3s5p3Po[0]       1.0     214995.460000     1.65317     6.837    1.813E+03      38   5.674E+08  -9.780E-17   1.900E-32
3p3d3Po[2]       5.0     216190.240000     1.61735     6.689    1.854E+03      39   3.135E+09  -6.510E-16   4.880E-32
3p3d3Po[1]       3.0     216288.690000     1.61440     6.677    1.857E+03      40   3.149E+09  -6.270E-16   4.550E-32
3p3d3Po[0]       1.0     216350.260000     1.61255     6.669    1.859E+03      41   3.157E+09  -6.050E-16   4.300E-32
3p3d3Do[1]       3.0     217385.770000     1.58151     6.541    1.896E+03      42   5.101E+09  -2.010E-17   7.120E-33
3p3d3Do[2]       5.0     217439.920000     1.57989     6.534    1.898E+03      43   5.095E+09  -2.010E-17   7.110E-33
3p3d3Do[3]       7.0     217489.490000     1.57840     6.528    1.899E+03      44   5.081E+09  -2.000E-17   7.120E-33
3s5f1Fo[3]       7.0     225526.330000     1.33746     5.531    2.242E+03      45   2.093E+09  -6.030E-15   4.340E-32
3p4s3Po[0]       1.0     226400.000000     1.31127     5.423    2.286E+03      46   2.161E+09  -5.630E-16   1.430E-32
3p4s3Po[1]       3.0     226527.420000     1.30745     5.407    2.293E+03      47   2.166E+09  -6.160E-16   1.430E-32
3p4s3Po[2]       5.0     226820.280000     1.29867     5.371    2.308E+03      48   2.179E+09  -7.720E-16   1.430E-32
3s5d3De[1]       3.0     227081.190000     1.29085     5.339    2.322E+03      49   1.139E+08  -7.200E-15   7.780E-32
3s5d3De[2]       5.0     227084.210000     1.29076     5.338    2.323E+03      50   1.141E+08  -7.180E-15   7.790E-32
3s5d3De[3]       7.0     227088.720000     1.29062     5.338    2.323E+03      51   1.143E+08  -7.110E-15   7.790E-32
3s5d1De[2]       5.0     227665.090000     1.27334     5.266    2.354E+03      52   1.794E+08  -1.400E-15   7.830E-32
3p4s1Po[1]       3.0     228699.750000     1.24233     5.138    2.413E+03      53   2.446E+09   3.110E-15   5.210E-32
3s6s3Se[1]       3.0     229623.190000     1.21464     5.023    2.468E+03      54   7.416E+08  -1.050E-14   1.100E-31
3s5f3Fo[2]       5.0     230267.700000     1.19532     4.943    2.508E+03      55   1.059E+09  -3.610E-13   7.740E-32
3s5f3Fo[3]       7.0     230268.620000     1.19529     4.943    2.508E+03      56   1.059E+09  -3.660E-13   7.740E-32
3s5f3Fo[4]       9.0     230270.660000     1.19523     4.943    2.508E+03      57   1.059E+09  -3.820E-13   7.740E-32
3s5g3Ge[3]       7.0     230301.220000     1.19432     4.939    2.510E+03      58   3.539E+08   2.830E-13   5.950E-32
3s5g3Ge[4]       9.0     230301.660000     1.19430     4.939    2.510E+03      59   3.525E+08   2.870E-13   5.950E-32
3s5g1Ge[4]       9.0     230302.010000     1.19429     4.939    2.510E+03      60   3.544E+08   1.740E-16   5.950E-32
3s5g3Ge[5]      11.0     230302.350000     1.19428     4.939    2.510E+03      61   3.507E+08   2.980E-13   5.950E-32
3s6s1Se[0]       1.0     230364.460000     1.19242     4.931    2.514E+03      62   5.206E+08   7.350E-15   1.140E-31
3s6p1Po[1]       3.0     234387.640000     1.07181     4.433    2.797E+03      63   3.953E+09  -6.700E-17   9.240E-33
3s6p3Po[0]       1.0     234415.070000     1.07099     4.429    2.799E+03      64   1.104E+08  -1.880E-15   1.330E-31
3s6p3Po[1]       3.0     234428.400000     1.07059     4.428    2.800E+03      65   1.106E+08  -1.900E-15   1.330E-31
3s6p3Po[2]       5.0     234442.180000     1.07017     4.426    2.801E+03      66   1.107E+08  -1.900E-15   1.330E-31
3p3d1Fo[3]       7.0     235413.930000     1.04104     4.305    2.880E+03      67   2.467E+09  -2.810E-15   8.320E-32
3p3d1Po[1]       3.0     235951.090000     1.02494     4.239    2.925E+03      68   4.645E+08  -6.580E-15   1.210E-31
3s6d3De[1]       3.0     240262.280000     0.89569     3.704    3.347E+03      69   1.806E+08  -2.230E-14   1.610E-31
3s6d3De[2]       5.0     240284.280000     0.89503     3.702    3.350E+03      70   1.805E+08  -2.270E-14   1.620E-31
3s6d3De[3]       7.0     240314.630000     0.89412     3.698    3.353E+03      71   1.803E+08  -2.330E-14   1.640E-31
3s6d1De[2]       5.0     240549.770000     0.88707     3.669    3.380E+03      72   9.789E+07  -8.990E-15   1.710E-31
3s7s3Se[1]       3.0     242145.100000     0.83925     3.471    3.572E+03      73   4.932E+08  -3.680E-14   2.280E-31
3s6f3Fo[2]       5.0     242410.880000     0.83128     3.438    3.606E+03      74   6.096E+08  -6.220E-13   1.790E-31
3s6f3Fo[3]       7.0     242411.270000     0.83127     3.438    3.606E+03      75   6.095E+08  -6.240E-13   1.790E-31
3s6f3Fo[4]       9.0     242411.700000     0.83125     3.438    3.607E+03      76   6.095E+08  -6.180E-13   1.790E-31
3s6g3Ge[3]       7.0     242473.660000     0.82940     3.430    3.615E+03      77   2.110E+08   3.640E-13   1.560E-31
3s6g3Ge[4]       9.0     242473.860000     0.82939     3.430    3.615E+03      78   2.106E+08   3.660E-13   1.560E-31
3s6g1Ge[4]       9.0     242474.270000     0.82938     3.430    3.615E+03      79   2.130E+08  -1.430E-13   1.560E-31
3s6g3Ge[5]      11.0     242474.810000     0.82936     3.430    3.615E+03      80   2.100E+08   3.610E-13   1.560E-31
3s7s1Se[0]       1.0     242537.950000     0.82747     3.422    3.623E+03      81   3.373E+08  -4.080E-14   2.340E-31
6z1Z            11.0     242639.380000     0.82443     3.410    3.636E+03      82   1.423E+08   0.000E+00   0.000E+00
6z3Z            33.0     242639.380100     0.82443     3.410    3.636E+03      83   1.423E+08   0.000E+00   0.000E+00
3p4p1Pe[1]       3.0     242885.300000     0.81705     3.379    3.669E+03      84   1.606E+09   3.310E-16   7.810E-33
3s6f1Fo[3]       7.0     243868.500000     0.78758     3.257    3.807E+03      85   1.154E+09   2.040E-14   1.950E-31
3p4p3De[1]       3.0     244736.930000     0.76154     3.149    3.937E+03      86   1.297E+09  -4.180E-14   4.970E-32
3p4p3De[2]       5.0     244866.050000     0.75767     3.133    3.957E+03      87   1.300E+09  -1.250E-13   5.020E-32
3s7p3Po[0]       1.0     244928.720000     0.75579     3.126    3.967E+03      88   6.584E+07   7.280E-14   2.710E-31
3s7p3Po[1]       3.0     244933.360000     0.75566     3.125    3.967E+03      89   6.579E+07   1.770E-13   2.710E-31
3s7p3Po[2]       5.0     244943.310000     0.75536     3.124    3.969E+03      90   6.572E+07  -5.790E-14   2.710E-31
3p4p3De[3]       7.0     245086.580000     0.75106     3.106    3.992E+03      91   1.306E+09   6.240E-14   5.130E-32
3p4p3Pe[0]       1.0     247871.660000     0.66757     2.761    4.491E+03      92   1.418E+09   1.130E-16   7.960E-33
3p4p1De[2]       5.0     247935.390000     0.66566     2.753    4.504E+03      93   5.257E+08  -1.640E-14   2.650E-31
3p4p3Pe[1]       3.0     247953.690000     0.66511     2.751    4.507E+03      94   1.421E+09   9.320E-17   8.560E-33
3p4p3Pe[2]       5.0     248168.040000     0.65868     2.724    4.551E+03      95   1.430E+09  -2.130E-15   3.740E-32
3p4p3Se[1]       3.0     248772.860000     0.64055     2.649    4.680E+03      96   1.111E+09  -1.870E-15   3.150E-32
3s7d3De[1]       3.0     249093.500000     0.63094     2.609    4.752E+03      97   1.766E+08  -1.590E-13   3.400E-31
3s7d3De[2]       5.0     249103.900000     0.63063     2.608    4.754E+03      98   1.764E+08  -1.610E-13   3.380E-31
3s7d3De[3]       7.0     249121.140000     0.63011     2.606    4.758E+03      99   1.762E+08  -1.640E-13   3.370E-31
3s8s3Se          3.0     249766.190000     0.61077     2.526    4.908E+03     100   2.325E+08   0.000E+00   0.000E+00
3s7f3Fo[2]       5.0     249774.480000     0.61052     2.525    4.910E+03     101   3.830E+08  -1.980E-12   3.530E-31
3s7f3Fo[3]       7.0     249774.700000     0.61052     2.525    4.910E+03     102   3.827E+08  -1.970E-12   3.530E-31
3s7f3Fo[4]       9.0     249774.980000     0.61051     2.525    4.911E+03     103   3.823E+08  -1.930E-12   3.530E-31
3s7g3Ge[3]       7.0     249817.320000     0.60924     2.520    4.921E+03     104   1.346E+08   1.100E-12   3.240E-31
3s7g3Ge[4]       9.0     249817.850000     0.60922     2.520    4.921E+03     105   1.343E+08   1.090E-12   3.240E-31
3s7g1Ge[4]       9.0     249817.940000     0.60922     2.520    4.921E+03     106   1.339E+08  -6.300E-13   3.240E-31
3s7g3Ge[5]      11.0     249818.930000     0.60919     2.519    4.921E+03     107   1.341E+08   1.050E-12   3.240E-31
3s8s1Se          3.0     249857.260000     0.60804     2.515    4.930E+03     108   7.126E+07   0.000E+00   0.000E+00
7z1Z            24.0     249966.490000     0.60477     2.501    4.957E+03     109   7.458E+07   0.000E+00   0.000E+00
7z3Z            72.0     249966.490100     0.60477     2.501    4.957E+03     110   7.458E+07   0.000E+00   0.000E+00
3s7f1Fo[3]       7.0     250366.220000     0.59278     2.452    5.057E+03     111   5.614E+08   2.820E-14   3.800E-31
3s7d1De[2]       5.0     250636.550000     0.58468     2.418    5.127E+03     112   2.714E+08   1.050E-13   3.040E-31
3s8p3Po          9.0     251265.860000     0.56581     2.340    5.298E+03     113   4.391E+07   0.000E+00   0.000E+00
3s8p1Po          3.0     251427.503000     0.56097     2.320    5.344E+03     114   7.266E+07   0.000E+00   0.000E+00
3s8d3De         15.0     254004.793000     0.48370     2.000    6.198E+03     115   5.080E+07   0.000E+00   0.000E+00
3s9s3Se          3.0     254338.069000     0.47371     1.959    6.329E+03     116   1.807E+08   0.000E+00   0.000E+00
3s9s1Se          1.0     254372.991000     0.47266     1.955    6.343E+03     117   1.823E+08   0.000E+00   0.000E+00
3s8f3Fo         21.0     254557.610000     0.46713     1.932    6.418E+03     118   2.564E+08   0.000E+00   0.000E+00
3s8g1Ge          9.0     254584.900000     0.46631     1.929    6.429E+03     119   8.988E+07   0.000E+00   0.000E+00
3s8g3Ge         27.0     254585.575000     0.46629     1.928    6.429E+03     120   9.149E+07   0.000E+00   0.000E+00
8z3Z           117.0     254707.791699     0.46262     1.913    6.480E+03     121   4.252E+07   0.000E+00   0.000E+00
8z1Z            39.0     254707.791799     0.46262     1.913    6.480E+03     122   4.252E+07   0.000E+00   0.000E+00
3s8d1De          5.0     254767.050000     0.46085     1.906    6.505E+03     123   3.165E+08   0.000E+00   0.000E+00
3s8f1Fo          7.0     254855.720000     0.45819     1.895    6.543E+03     124   3.540E+08   0.000E+00   0.000E+00
3s9p3Po          9.0     255489.523000     0.43919     1.816    6.826E+03     125   3.118E+07   0.000E+00   0.000E+00
3s9p1Po          3.0     255573.338000     0.43668     1.806    6.865E+03     126   5.866E+07   0.000E+00   0.000E+00
3s10s1Se         1.0     257300.520000     0.38490     1.592    7.789E+03     127   5.243E+08   0.000E+00   0.000E+00
3s9d3De         15.0     257415.900000     0.38144     1.578    7.860E+03     128   2.874E+07   0.000E+00   0.000E+00
3s10s3Se         3.0     257603.849000     0.37580     1.554    7.977E+03     129   1.350E+08   0.000E+00   0.000E+00
3s9g1Ge          9.0     257617.819000     0.37538     1.552    7.986E+03     130   6.113E+07   0.000E+00   0.000E+00
3s9f3Fo         21.0     257831.700000     0.36897     1.526    8.125E+03     131   1.800E+08   0.000E+00   0.000E+00
3s9d1De          5.0     257848.800000     0.36846     1.524    8.136E+03     132   1.086E+08   0.000E+00   0.000E+00
3s9g3Ge         27.0     257853.900000     0.36831     1.523    8.140E+03     133   6.550E+07   0.000E+00   0.000E+00
9z3Z           168.0     257946.503318     0.36553     1.512    8.202E+03     134   2.577E+07   0.000E+00   0.000E+00
9z1Z            56.0     257946.503418     0.36553     1.512    8.202E+03     135   2.577E+07   0.000E+00   0.000E+00
3s9f1Fo          7.0     258013.670000     0.36352     1.503    8.247E+03     136   2.189E+08   0.000E+00   0.000E+00
3s10p3Po         9.0     258420.045000     0.35133     1.453    8.533E+03     137   2.292E+07   0.000E+00   0.000E+00
3s10p1Po         3.0     258468.937000     0.34987     1.447    8.569E+03     138   4.318E+07   0.000E+00   0.000E+00
3p4p1Se[0]       1.0     258978.660000     0.33459     1.384    8.960E+03     139   5.871E+08   1.610E-12   5.760E-31
3s10d3De        15.0     259647.332000     0.31454     1.301    9.531E+03     140   1.823E+07   0.000E+00   0.000E+00
3s10d1De         5.0     259826.935000     0.30916     1.279    9.697E+03     141   4.979E+07   0.000E+00   0.000E+00
3s10f3Fo        21.0     259927.712000     0.30614     1.266    9.793E+03     142   1.301E+08   0.000E+00   0.000E+00
3s11s3Se         3.0     259939.686000     0.30578     1.265    9.804E+03     143   1.012E+08   0.000E+00   0.000E+00
3s10g1Ge         9.0     259943.677000     0.30566     1.264    9.808E+03     144   4.449E+07   0.000E+00   0.000E+00
3s10g3Ge        27.0     259944.675000     0.30563     1.264    9.809E+03     145   4.695E+07   0.000E+00   0.000E+00
10z3Z          225.0     260263.134688     0.29608     1.224    1.013E+04     146   1.650E+07   0.000E+00   0.000E+00
10z1Z           75.0     260263.134788     0.29608     1.224    1.013E+04     147   1.663E+07   0.000E+00   0.000E+00


************************************************************************************************************************************

                        Oscillator strengths for Si III      
                        All wavelengths are vacuum.
                        First listed wavelength is Ritz wavelength.

************************************************************************************************************************************

  Transition                  f           A          Lam(A)      i-j            Lam(obs)    % Acc

3s21Se[0] -3s3p3Po[1]      2.300E-05   1.429E+04    1892.030     1-   3   |               |        |
3s21Se[0] -3s3p3Po[2]      3.190E-11   1.201E-02    1882.707     1-   4   |               |        |
3s21Se[0] -3s3p1Po[1]      1.700E+00   2.597E+09    1206.500     1-   5   |               |        |
3s21Se[0] -3s4p1Po[1]      1.560E-02   1.080E+08     566.613     1-  20   |               |        |
3s21Se[0] -3s5p1Po[1]      1.410E-02   1.443E+08     466.131     1-  35   |               |        |
3s21Se[0] -3p4s1Po[1]      4.850E-03   5.640E+07     437.255     1-  53   |               |        |
3s21Se[0] -3s6p1Po[1]      4.180E-04   5.106E+06     426.644     1-  63   |               |        |
3s21Se[0] -3p3d1Po[1]      1.810E-03   2.240E+07     423.817     1-  68   |               |        |
3s21Se[0] -3s8p1Po         2.170E-03   3.050E+07     397.729     1- 114   |               |        |
3s21Se[0] -3s9p1Po         1.580E-03   2.295E+07     391.277     1- 126   |               |        |
3s21Se[0] -3s10p1Po        1.170E-03   1.738E+07     386.894     1- 138   |               |        |
3s3p3Po[0]-3p23Pe[1]       5.656E-01   7.479E+08    1296.726     2-   8   |               |        |
3s3p3Po[0]-3s3d3De[1]      8.900E-01   1.611E+09    1108.358     2-  12   |               |        |
3s3p3Po[0]-3s4s3Se[1]      1.189E-01   2.678E+08     993.519     2-  13   |               |        |
3s3p3Po[0]-3s4d3De[1]      4.833E-03   2.382E+07     671.713     2-  24   |               |        |
3s3p3Po[0]-3s5s3Se[1]      1.711E-02   8.958E+07     651.672     2-  30   |               |        |
3s3p3Po[0]-3s5d3De[1]      1.233E-04   8.334E+05     573.538     2-  49   |               |        |
3s3p3Po[0]-3s6s3Se[1]      6.444E-03   4.484E+07     565.296     2-  54   |               |        |
3s3p3Po[0]-3s6d3De[1]      2.144E-03   1.677E+07     533.226     2-  69   |               |        |
3s3p3Po[0]-3s7s3Se[1]      3.322E-03   2.650E+07     527.926     2-  73   |               |        |
3s3p3Po[0]-3p4p3De[1]      8.567E-03   7.023E+07     520.800     2-  86   |               |        |
3s3p3Po[0]-3p4p3Pe[1]      2.233E-03   1.892E+07     512.219     2-  94   |               |        |
3s3p3Po[0]-3p4p3Se[1]      1.311E-03   1.120E+07     510.079     2-  96   |               |        |
3s3p3Po[0]-3s7d3De[1]      1.678E-04   1.439E+06     509.246     2-  97   |               |        |
3s3p3Po[0]-3s8s3Se         8.967E-04   7.741E+06     507.507     2- 100   |               |        |
3s3p3Po[0]-3s8d3De         2.056E-05   3.704E+04     496.820     2- 115   |               |        |
3s3p3Po[0]-3s9s3Se         1.100E-03   9.941E+06     495.999     2- 116   |               |        |
3s3p3Po[0]-3s9d3De         6.167E-05   1.149E+05     488.541     2- 128   |               |        |
3s3p3Po[0]-3s10s3Se        7.689E-04   7.176E+06     488.093     2- 129   |               |        |
3s3p3Po[0]-3s10d3De        7.267E-05   1.384E+05     483.272     2- 140   |               |        |
3s3p3Po[0]-3s11s3Se        5.533E-04   5.282E+06     482.591     2- 143   |               |        |
3s3p3Po[1]-3p23Pe[0]       1.885E-01   2.228E+09    1301.149     3-   7   |               |        |
3s3p3Po[1]-3p23Pe[1]       1.414E-01   5.590E+08    1298.892     3-   8   |               |        |
3s3p3Po[1]-3p23Pe[2]       2.357E-01   5.629E+08    1294.545     3-   9   |               |        |
3s3p3Po[1]-3s3d3De[2]      6.675E-01   2.168E+09    1109.970     3-  11   |               |        |
3s3p3Po[1]-3s3d3De[1]      2.225E-01   1.205E+09    1109.940     3-  12   |               |        |
3s3p3Po[1]-3s4s3Se[1]      1.189E-01   8.014E+08     994.790     3-  13   |               |        |
3s3p3Po[1]-3s4d3De[1]      1.208E-03   1.783E+07     672.294     3-  24   |               |        |
3s3p3Po[1]-3s4d3De[2]      3.625E-03   3.210E+07     672.292     3-  25   |               |        |
3s3p3Po[1]-3s5s3Se[1]      1.711E-02   2.683E+08     652.219     3-  30   |               |        |
3s3p3Po[1]-3s5d3De[1]      3.083E-05   6.242E+05     573.961     3-  49   |               |        |
3s3p3Po[1]-3s5d3De[2]      9.248E-05   1.124E+06     573.951     3-  50   |               |        |
3s3p3Po[1]-3s6s3Se[1]      6.444E-03   1.343E+08     565.707     3-  54   |               |        |
3s3p3Po[1]-3s6d3De[1]      5.360E-04   1.256E+07     533.592     3-  69   |               |        |
3s3p3Po[1]-3s6d3De[2]      1.608E-03   2.261E+07     533.530     3-  70   |               |        |
3s3p3Po[1]-3s7s3Se[1]      3.322E-03   7.940E+07     528.285     3-  73   |               |        |
3s3p3Po[1]-3p4p3De[1]      2.142E-03   5.261E+07     521.149     3-  86   |               |        |
3s3p3Po[1]-3p4p3De[2]      6.425E-03   9.480E+07     520.799     3-  87   |               |        |
3s3p3Po[1]-3p4p3Pe[0]      7.443E-04   5.665E+07     512.772     3-  92   |               |        |
3s3p3Po[1]-3p4p3Pe[1]      5.583E-04   1.418E+07     512.557     3-  94   |               |        |
3s3p3Po[1]-3p4p3Pe[2]      9.304E-04   1.420E+07     511.994     3-  95   |               |        |
3s3p3Po[1]-3p4p3Se[1]      1.311E-03   3.357E+07     510.414     3-  96   |               |        |
3s3p3Po[1]-3s7d3De[1]      4.195E-05   1.078E+06     509.580     3-  97   |               |        |
3s3p3Po[1]-3s7d3De[2]      1.259E-04   1.941E+06     509.553     3-  98   |               |        |
3s3p3Po[1]-3s8s3Se         8.967E-04   2.319E+07     507.839     3- 100   |               |        |
3s3p3Po[1]-3s8d3De         2.056E-05   1.110E+05     497.138     3- 115   |               |        |
3s3p3Po[1]-3s9s3Se         1.100E-03   2.979E+07     496.315     3- 116   |               |        |
3s3p3Po[1]-3s9d3De         6.167E-05   3.443E+05     488.848     3- 128   |               |        |
3s3p3Po[1]-3s10s3Se        7.689E-04   2.150E+07     488.399     3- 129   |               |        |
3s3p3Po[1]-3s10d3De        7.267E-05   4.146E+05     483.573     3- 140   |               |        |
3s3p3Po[1]-3s11s3Se        5.533E-04   1.583E+07     482.890     3- 143   |               |        |
3s3p3Po[2]-3p23Pe[1]       1.414E-01   9.254E+08    1303.323     4-   8   |               |        |
3s3p3Po[2]-3p23Pe[2]       4.242E-01   1.677E+09    1298.946     4-   9   |               |        |
3s3p3Po[2]-3s3d3De[3]      7.476E-01   2.874E+09    1113.230     4-  10   |               |        |
3s3p3Po[2]-3s3d3De[2]      1.335E-01   7.186E+08    1113.204     4-  11   |               |        |
3s3p3Po[2]-3s3d3De[1]      8.900E-03   7.985E+07    1113.174     4-  12   |               |        |
3s3p3Po[2]-3s4s3Se[1]      1.189E-01   1.329E+09     997.386     4-  13   |               |        |
3s3p3Po[2]-3s4d3De[1]      4.833E-05   1.185E+06     673.479     4-  24   |               |        |
3s3p3Po[2]-3s4d3De[2]      7.250E-04   1.066E+07     673.477     4-  25   |               |        |
3s3p3Po[2]-3s4d3De[3]      4.060E-03   4.265E+07     673.471     4-  26   |               |        |
3s3p3Po[2]-3s5s3Se[1]      1.711E-02   4.456E+08     653.334     4-  30   |               |        |
3s3p3Po[2]-3s5d3De[1]      1.233E-06   4.148E+04     574.824     4-  49   |               |        |
3s3p3Po[2]-3s5d3De[2]      1.850E-05   3.735E+05     574.814     4-  50   |               |        |
3s3p3Po[2]-3s5d3De[3]      1.036E-04   1.494E+06     574.799     4-  51   |               |        |
3s3p3Po[2]-3s6s3Se[1]      6.444E-03   2.232E+08     566.546     4-  54   |               |        |
3s3p3Po[2]-3s6d3De[1]      2.144E-05   8.348E+05     534.339     4-  69   |               |        |
3s3p3Po[2]-3s6d3De[2]      3.216E-04   7.515E+06     534.276     4-  70   |               |        |
3s3p3Po[2]-3s6d3De[3]      1.801E-03   3.007E+07     534.189     4-  71   |               |        |
3s3p3Po[2]-3s7s3Se[1]      3.322E-03   1.320E+08     529.016     4-  73   |               |        |
3s3p3Po[2]-3p4p3De[1]      8.567E-05   3.497E+06     521.861     4-  86   |               |        |
3s3p3Po[2]-3p4p3De[2]      1.285E-03   3.152E+07     521.510     4-  87   |               |        |
3s3p3Po[2]-3p4p3De[3]      7.196E-03   1.264E+08     520.910     4-  91   |               |        |
3s3p3Po[2]-3p4p3Pe[1]      5.583E-04   2.356E+07     513.245     4-  94   |               |        |
3s3p3Po[2]-3p4p3Pe[2]      1.675E-03   4.251E+07     512.681     4-  95   |               |        |
3s3p3Po[2]-3p4p3Se[1]      1.311E-03   5.579E+07     511.096     4-  96   |               |        |
3s3p3Po[2]-3s7d3De[1]      1.678E-06   7.165E+04     510.260     4-  97   |               |        |
3s3p3Po[2]-3s7d3De[2]      2.517E-05   6.449E+05     510.233     4-  98   |               |        |
