                                                                                
********************************************************************************
                                                                                
                 Energy Levels and statistical weights for Al II                
                                                                                
	Super level assignments:
		Based onterms for low lying states.
		Based on l values for higher states.
                                                                                
********************************************************************************
                                                                                
19-May-1998                            !Date
156                                    !Number of energy levels
6                                      !Entry number of link to super level
  
3s9p1Po                         3.0     144941.1000     0.2075   1.445E+04    29     0     80
3s8g3Ge                        27.0     144967.1000     0.2067   1.450E+04    37     0     81
3s8g1Ge                         9.0     144969.6362     0.2066   1.451E+04    37     0     82
3s8z3Z                        117.0     145004.0574     0.2056   1.458E+04    38     0     83
3s8z1Z                         39.0     145004.0574     0.2056   1.458E+04    38     0     84
3s8f3Fo                        21.0     145132.2500     0.2018   1.486E+04    32     0     85
3s9p3Po                         9.0     145152.1300     0.2012   1.490E+04    30     0     86
3p4s3Po                         9.0     145857.4630     0.1800   1.665E+04    41     0     87
3s10s3Se                        3.0     146112.1400     0.1724   1.739E+04    31     0     88
3s9d3De                        15.0     146188.7000     0.1701   1.762E+04    34     0     89
3s10s1Se                        1.0     146192.1000     0.1700   1.764E+04    33     0     90
3s9d1De                         5.0     146276.0000     0.1675   1.790E+04    36     0     91
3s9f1Fo                         7.0     146278.7000     0.1674   1.791E+04    35     0     92
3s10p1Po                        3.0     146299.9200     0.1668   1.798E+04    29     0     93
3s9g3Ge                        27.0     146416.9000     0.1633   1.836E+04    37     0     94
3s9g1Ge                         9.0     146419.3186     0.1632   1.837E+04    37     0     95
3s9z3Z                        168.0     146443.4836     0.1625   1.845E+04    38     0     96
3s9z1Z                         56.0     146443.4836     0.1625   1.845E+04    38     0     97
3s9f3Fo                        21.0     146501.1200     0.1607   1.865E+04    32     0     98
3s10p3Po                        9.0     146597.9670     0.1578   1.900E+04    30     0     99
3s11s3Se                        3.0     147233.4500     0.1388   2.160E+04    31     0    100
3s11p1Po                        3.0     147270.8200     0.1377   2.178E+04    29     0    101
3s10d3De                       15.0     147286.9000     0.1372   2.186E+04    34     0    102
3s11s1Se                        1.0     147290.9800     0.1371   2.187E+04    33     0    103
3s10d1De                        5.0     147344.8900     0.1354   2.214E+04    36     0    104
3s10f1Fo                        7.0     147346.6700     0.1354   2.214E+04    35     0    105
3s10g3Ge                       27.0     147453.4000     0.1322   2.268E+04    37     0    106
3s10g1Ge                        9.0     147455.4863     0.1321   2.269E+04    37     0    107
3s10z1Z                        75.0     147473.0967     0.1316   2.278E+04    38     0    108
3s10z3Z                       225.0     147516.6638     0.1303   2.301E+04    38     0    109
3s11p3Po                        9.0     147563.8425     0.1289   2.326E+04    30     0    110
3s11f3Fo                       21.0     148052.8744     0.1142   2.625E+04    32     0    111
3s11d3De                       15.0     148097.2027     0.1129   2.656E+04    34     0    112
3s11d1De                        5.0     148150.3388     0.1113   2.694E+04    36     0    113
3s11f1Fo                        7.0     148166.6710     0.1108   2.706E+04    35     0    114
3s11g3Ge                       27.0     148220.3399     0.1092   2.746E+04    37     0    115
3s11g1Ge                        9.0     148221.6666     0.1091   2.747E+04    37     0    116
3s11z3Z                       288.0     148234.8940     0.1088   2.757E+04    38     0    117
3s11z1Z                        96.0     148234.8940     0.1088   2.757E+04    38     0    118
3s12w3W                       432.0     148814.3033     0.0914   3.281E+04    42     0    119
