
********************************************************************************

                 Energy Levels and statistical weights for           

********************************************************************************

18-DEC-1996                                      !Date
48                                               !Number of energy levels
382587.0000                                      !Ionization energy
3.0                                              !Screened nuclear charge
407                                              !Number of transitions

2s2s2p2Po[1/2]       2.0          0.00000000    11.469670     2.61378E+02       1
2s2s2p2Po[3/2]       4.0        174.50000000    11.464438     2.61498E+02       2
2s2p2p4Pe[1/2]       2.0      57192.10000000     9.755094     3.07319E+02       3
2s2p2p4Pe[3/2]       4.0      57252.00000000     9.753298     3.07375E+02       4
2s2p2p4Pe[5/2]       6.0      57333.20000000     9.750864     3.07452E+02       5
2s2p2p2De[5/2]       6.0     101023.80000000     8.441052     3.55160E+02       6
2s2p2p2De[3/2]       4.0     101031.50000000     8.440822     3.55170E+02       7
2s2p2p2Se[1/2]       2.0     131003.50000000     7.542284     3.97482E+02       8
2s2p2p2Pe[1/2]       2.0     145876.10000000     7.096414     4.22456E+02       9
2s2p2p2Pe[3/2]       4.0     145986.50000000     7.093105     4.22653E+02      10
2p2p2p2Do[5/2]       6.0     203072.20000000     5.381718     5.57057E+02      11
2p2p2p2Do[3/2]       4.0     203088.90000000     5.381218     5.57109E+02      12
2s2s3s2Se[1/2]       2.0     221302.40000000     4.835191     6.20022E+02      13
2p2p2p2Po[1/2]       2.0     230404.50000000     4.562317     6.57106E+02      14
2p2p2p2Po[3/2]       4.0     230408.60000000     4.562194     6.57123E+02      15
2s2s3p2Po[1/2]       2.0     245665.70000000     4.104797     7.30347E+02      16
2s2s3p2Po[3/2]       4.0     245701.70000000     4.103718     7.30539E+02      17
2s2s3d2De[3/2]       4.0     267238.50000000     3.458061     8.66938E+02      18
2s2s3d2De[5/2]       6.0     267244.50000000     3.457881     8.66983E+02      19
2s2p3s2Po[1/2]       2.0     297150.20000000     2.561331     1.17046E+03      20
2s2p3s2Po[3/2]       4.0     297263.10000000     2.557946     1.17200E+03      21
2s2s4s2Se[1/2]       2.0     301072.50000000     2.443743     1.22678E+03      22
2s2p3p2Pe[1/2]       2.0     309132.60000000     2.202108     1.36139E+03      23
2s2p3p2Pe[3/2]       4.0     309185.80000000     2.200513     1.36238E+03      24
2s2s4p2Po[1/2]       2.0     311691.30000000     2.125400     1.41052E+03      25
2s2s4p2Po[3/2]       4.0     311716.10000000     2.124656     1.41102E+03      26
2s2s4d2De[3/2]       4.0     317750.80000000     1.943740     1.54235E+03      27
2s2s4d2De[5/2]       6.0     317781.80000000     1.942811     1.54309E+03      28
2s2s4f2Fo           14.0     320287.50000000     1.867692     1.60515E+03      29
2s2p3p2De[3/2]       4.0     320975.80000000     1.847057     1.62308E+03      30
2s2p3p2De[5/2]       6.0     321061.70000000     1.844482     1.62535E+03      31
2s2p3p2Se[1/2]       2.0     326942.00000000     1.668195     1.79711E+03      32
2s2s5s2Se[1/2]       2.0     333596.00000000     1.468713     2.04119E+03      33
2s2p3d2Do[3/2]       4.0     334441.00000000     1.443381     2.07702E+03      34
2s2p3d2Do[5/2]       6.0     334441.00000000     1.443381     2.07702E+03      35
2s2s5p2Po            6.0     338159.33000000     1.331908     2.25085E+03      36
2s2p3d2Fo           14.0     339808.33000000     1.282472     2.33761E+03      37
2s2s5d2De           10.0     341948.33000000     1.218317     2.46071E+03      38
2s2p3d2Po            6.0     342715.33000000     1.195323     2.50805E+03      39
2s2s5f2Fo           14.0     342749.33000000     1.194303     2.51019E+03      40
2s2s5g2Ge           18.0     343117.33000000     1.183271     2.53359E+03      41
2s2p3s'2Po           6.0     353442.33000000     0.873735     3.43116E+03      42
2s2p4p2Se            2.0     370365.33000000     0.366396     8.18219E+03      43
2s2p4s2Po            6.0     372537.33000000     0.301282     9.95058E+03      44
2s2p3p'2De          10.0     373364.00000000     0.276499     1.08425E+04      45
2s2p4p2Pe            6.0     374785.33000000     0.233888     1.28178E+04      46
2s2p3p'2Pe           6.0     377599.33000000     0.149527     2.00494E+04      47
2s2p4p2De           10.0     381473.33000000     0.033387     8.97932E+04      48


********************************************************************************

                        Oscillator strengths for           
             Wavelengths in air for lambda > 2000 Ang, else vacuum

********************************************************************************

  Transition                          f           A          Lam(A)      i-j    Trans. #
2s2s2p2Po[3/2]-2s2p3p2De[5/2]     3.373E-02   1.544E+09      311.64      2- 31     39
2s2s2p2Po[3/2]-2s2p3p2Se[1/2]     2.046E-03   2.914E+08      306.03      2- 32     40
2s2s2p2Po[3/2]-2s2s5s2Se[1/2]     1.266E-02   1.878E+09      299.92      2- 33     41
2s2s2p2Po[3/2]-2s2s5d2De          7.114E-02   2.217E+09      292.59      2- 38     42
2s2s2p2Po[3/2]-2s2p4p2Se          8.614E-03   1.575E+09      270.13      2- 43     43
2s2s2p2Po[3/2]-2s2p3p'2De         4.374E-02   1.625E+09      267.96      2- 45     44
2s2s2p2Po[3/2]-2s2p4p2Pe          9.429E-03   5.884E+08      266.94      2- 46     45
2s2s2p2Po[3/2]-2s2p3p'2Pe         2.542E-02   1.610E+09      264.95      2- 47     46
2s2s2p2Po[3/2]-2s2p4p2De          1.251E-04   4.853E+06      262.26      2- 48     47
2s2p2p2De[5/2]-2p2p2p2Do[5/2]     1.337E-01   9.287E+08      979.93      6- 11     48
2s2p2p2De[5/2]-2p2p2p2Do[3/2]     9.547E-03   9.951E+07      979.77      6- 12     49
2s2p2p2De[5/2]-2p2p2p2Po[3/2]     1.118E-01   1.873E+09      772.89      6- 15     50
2s2p2p2De[5/2]-2s2s3p2Po[3/2]     4.685E-02   9.812E+08      691.19      6- 17     51
2s2p2p2De[5/2]-2s2p3s2Po[3/2]     5.131E-02   1.977E+09      509.58      6- 21     52
2s2p2p2De[5/2]-2s2s4p2Po[3/2]     1.625E-04   7.217E+06      474.63      6- 26     53
2s2p2p2De[5/2]-2s2s4f2Fo          4.284E-03   5.888E+07      456.07      6- 29     54
2s2p2p2De[5/2]-2s2p3d2Do[3/2]     1.221E-02   6.656E+08      428.42      6- 34     55
2s2p2p2De[5/2]-2s2p3d2Do[5/2]     1.710E-01   6.214E+09      428.42      6- 35     56
2s2p2p2De[5/2]-2s2s5p2Po          7.105E-03   2.665E+08      421.70      6- 36     57
2s2p2p2De[5/2]-2s2p3d2Fo          4.053E-01   6.606E+09      418.79      6- 37     58
2s2p2p2De[5/2]-2s2p3d2Po          3.746E-03   1.460E+08      413.75      6- 39     59
2s2p2p2De[5/2]-2s2s5f2Fo          3.725E-02   6.222E+08      413.69      6- 40     60
2s2p2p2De[5/2]-2s2p3s'2Po         2.514E-02   1.068E+09      396.17      6- 42     61
2s2p2p2De[5/2]-2s2p4s2Po          1.351E-02   6.643E+08      368.31      6- 44     62
2s2p2p2De[3/2]-2p2p2p2Do[5/2]     1.432E-02   6.630E+07      980.00      7- 11     63
2s2p2p2De[3/2]-2p2p2p2Do[3/2]     1.289E-01   8.955E+08      979.84      7- 12     64
2s2p2p2De[3/2]-2p2p2p2Po[1/2]     9.317E-02   2.080E+09      772.96      7- 14     65
2s2p2p2De[3/2]-2p2p2p2Po[3/2]     1.863E-02   2.080E+08      772.93      7- 15     66
2s2p2p2De[3/2]-2s2s3p2Po[1/2]     3.904E-02   1.089E+09      691.40      7- 16     67
2s2p2p2De[3/2]-2s2s3p2Po[3/2]     7.808E-03   1.090E+08      691.23      7- 17     68
2s2p2p2De[3/2]-2s2p3s2Po[1/2]     4.276E-02   2.194E+09      509.90      7- 20     69
2s2p2p2De[3/2]-2s2p3s2Po[3/2]     8.552E-03   2.197E+08      509.60      7- 21     70
2s2p2p2De[3/2]-2s2s4p2Po[1/2]     1.354E-04   8.016E+06      474.70      7- 25     71
2s2p2p2De[3/2]-2s2s4p2Po[3/2]     2.708E-05   8.018E+05      474.64      7- 26     72
2s2p2p2De[3/2]-2s2s4f2Fo          4.284E-03   3.925E+07      456.09      7- 29     73
2s2p2p2De[3/2]-2s2p3d2Do[3/2]     1.649E-01   5.992E+09      428.43      7- 34     74
2s2p2p2De[3/2]-2s2p3d2Do[5/2]     1.832E-02   4.438E+08      428.43      7- 35     75
2s2p2p2De[3/2]-2s2s5p2Po          7.105E-03   1.777E+08      421.71      7- 36     76
2s2p2p2De[3/2]-2s2p3d2Fo          4.053E-01   4.404E+09      418.80      7- 37     77
2s2p2p2De[3/2]-2s2p3d2Po          3.746E-03   9.730E+07      413.76      7- 39     78
2s2p2p2De[3/2]-2s2s5f2Fo          3.725E-02   4.148E+08      413.71      7- 40     79
2s2p2p2De[3/2]-2s2p3s'2Po         2.514E-02   7.122E+08      396.18      7- 42     80
2s2p2p2De[3/2]-2s2p4s2Po          1.351E-02   4.429E+08      368.32      7- 44     81
2s2p2p2Se[1/2]-2p2p2p2Po[1/2]     2.039E-02   1.344E+08     1006.03      8- 14     82
2s2p2p2Se[1/2]-2p2p2p2Po[3/2]     4.078E-02   1.344E+08     1005.98      8- 15     83
2s2p2p2Se[1/2]-2s2s3p2Po[1/2]     2.027E-02   1.778E+08      872.13      8- 16     84
2s2p2p2Se[1/2]-2s2s3p2Po[3/2]     4.053E-02   1.778E+08      871.85      8- 17     85
2s2p2p2Se[1/2]-2s2p3s2Po[1/2]     2.942E-02   5.417E+08      601.88      8- 20     86
2s2p2p2Se[1/2]-2s2p3s2Po[3/2]     5.884E-02   5.424E+08      601.47      8- 21     87
2s2p2p2Se[1/2]-2s2s4p2Po[1/2]     1.195E-02   2.602E+08      553.44      8- 25     88
2s2p2p2Se[1/2]-2s2s4p2Po[3/2]     2.391E-02   2.604E+08      553.36      8- 26     89
2s2p2p2Se[1/2]-2s2s5p2Po          9.364E-03   8.935E+07      482.73      8- 36     90
2s2p2p2Se[1/2]-2s2p3d2Po          7.929E-01   7.902E+09      472.34      8- 39     91
2s2p2p2Se[1/2]-2s2p3s'2Po         6.656E-02   7.322E+08      449.56      8- 42     92
2s2p2p2Se[1/2]-2s2p4s2Po          3.939E-02   5.109E+08      414.02      8- 44     93
2s2p2p2Pe[1/2]-2p2p2p2Do[3/2]     1.223E-01   1.335E+08     1747.86      9- 12     94
2s2p2p2Pe[1/2]-2p2p2p2Po[1/2]     1.269E-01   6.048E+08     1183.03      9- 14     95
2s2p2p2Pe[1/2]-2p2p2p2Po[3/2]     6.343E-02   1.512E+08     1182.98      9- 15     96
2s2p2p2Pe[1/2]-2s2s3p2Po[1/2]     1.100E-02   7.306E+07     1002.11      9- 16     97
2s2p2p2Pe[1/2]-2s2s3p2Po[3/2]     5.500E-03   1.828E+07     1001.75      9- 17     98
2s2p2p2Pe[1/2]-2s2p3s2Po[1/2]     6.893E-03   1.052E+08      661.05      9- 20     99
2s2p2p2Pe[1/2]-2s2p3s2Po[3/2]     3.447E-03   2.635E+07      660.56      9- 21    100
2s2p2p2Pe[1/2]-2s2s4p2Po[1/2]     1.793E-03   3.288E+07      603.08      9- 25    101
2s2p2p2Pe[1/2]-2s2s4p2Po[3/2]     8.967E-04   8.225E+06      602.99      9- 26    102
2s2p2p2Pe[1/2]-2s2p3d2Do[3/2]     1.731E-01   2.053E+09      530.32      9- 34    103
2s2p2p2Pe[1/2]-2s2s5p2Po          4.691E-04   3.856E+06      520.07      9- 36    104
2s2p2p2Pe[1/2]-2s2p3d2Po          9.177E-02   7.906E+08      508.03      9- 39    105
2s2p2p2Pe[1/2]-2s2p3s'2Po         8.534E-02   8.175E+08      481.77      9- 42    106
2s2p2p2Pe[1/2]-2s2p4s2Po          4.316E-03   4.930E+07      441.19      9- 44    107
2s2p2p2Pe[3/2]-2p2p2p2Do[5/2]     1.101E-01   1.595E+08     1751.75     10- 11    108
2s2p2p2Pe[3/2]-2p2p2p2Do[3/2]     1.223E-02   2.660E+07     1751.24     10- 12    109
2s2p2p2Pe[3/2]-2p2p2p2Po[1/2]     3.172E-02   3.016E+08     1184.58     10- 14    110
2s2p2p2Pe[3/2]-2p2p2p2Po[3/2]     1.586E-01   7.540E+08     1184.52     10- 15    111
2s2p2p2Pe[3/2]-2s2s3p2Po[1/2]     2.750E-03   3.645E+07     1003.22     10- 16    112
2s2p2p2Pe[3/2]-2s2s3p2Po[3/2]     1.375E-02   9.119E+07     1002.86     10- 17    113
2s2p2p2Pe[3/2]-2s2p3s2Po[1/2]     1.723E-03   5.252E+07      661.53     10- 20    114
2s2p2p2Pe[3/2]-2s2p3s2Po[3/2]     8.617E-03   1.315E+08      661.04     10- 21    115
2s2p2p2Pe[3/2]-2s2s4p2Po[1/2]     4.483E-04   1.642E+07      603.48     10- 25    116
2s2p2p2Pe[3/2]-2s2s4p2Po[3/2]     2.242E-03   4.107E+07      603.39     10- 26    117
2s2p2p2Pe[3/2]-2s2p3d2Do[3/2]     1.731E-02   4.101E+08      530.63     10- 34    118
2s2p2p2Pe[3/2]-2s2p3d2Do[5/2]     1.558E-01   2.461E+09      530.63     10- 35    119
2s2p2p2Pe[3/2]-2s2s5p2Po          4.691E-04   7.704E+06      520.36     10- 36    120
2s2p2p2Pe[3/2]-2s2p3d2Po          9.177E-02   1.579E+09      508.31     10- 39    121
2s2p2p2Pe[3/2]-2s2p3s'2Po         8.534E-02   1.633E+09      482.03     10- 42    122
2s2p2p2Pe[3/2]-2s2p4s2Po          4.316E-03   9.851E+07      441.40     10- 44    123
2p2p2p2Do[5/2]-2s2s3d2De[3/2]     4.559E-07   1.878E+03     1558.45     11- 18    124
2p2p2p2Do[5/2]-2s2s3d2De[5/2]     6.383E-06   1.753E+04     1558.30     11- 19    125
2p2p2p2Do[5/2]-2s2p3p2Pe[3/2]     3.015E-02   3.397E+08      942.39     11- 24    126
2p2p2p2Do[5/2]-2s2s4d2De[3/2]     2.745E-05   3.612E+05      872.00     11- 27    127
2p2p2p2Do[5/2]-2s2s4d2De[5/2]     3.843E-04   3.373E+06      871.77     11- 28    128
2p2p2p2Do[5/2]-2s2p3p2De[3/2]     6.787E-04   9.440E+06      848.15     11- 30    129
2p2p2p2Do[5/2]-2s2p3p2De[5/2]     9.501E-03   8.823E+07      847.53     11- 31    130
2p2p2p2Do[5/2]-2s2s5d2De          6.668E-05   5.147E+05      720.07     11- 38    131
2p2p2p2Do[5/2]-2s2p3p'2De         1.274E-02   1.479E+08      587.23     11- 45    132
2p2p2p2Do[5/2]-2s2p4p2Pe          3.136E-02   6.168E+08      582.37     11- 46    133
2p2p2p2Do[5/2]-2s2p3p'2Pe         1.584E-02   3.218E+08      572.98     11- 47    134
2p2p2p2Do[5/2]-2s2p4p2De          2.631E-04   3.351E+06      560.53     11- 48    135
2p2p2p2Do[3/2]-2s2s3d2De[3/2]     6.155E-06   1.689E+04     1558.86     12- 18    136
2p2p2p2Do[3/2]-2s2s3d2De[5/2]     6.839E-07   1.252E+03     1558.71     12- 19    137
2p2p2p2Do[3/2]-2s2p3p2Pe[1/2]     2.513E-02   3.770E+08      943.01     12- 23    138
2p2p2p2Do[3/2]-2s2p3p2Pe[3/2]     5.025E-03   3.773E+07      942.53     12- 24    139
2p2p2p2Do[3/2]-2s2s4d2De[3/2]     3.706E-04   3.250E+06      872.13     12- 27    140
2p2p2p2Do[3/2]-2s2s4d2De[5/2]     4.118E-05   2.409E+05      871.89     12- 28    141
2p2p2p2Do[3/2]-2s2p3p2De[3/2]     9.162E-03   8.493E+07      848.27     12- 30    142
2p2p2p2Do[3/2]-2s2p3p2De[5/2]     1.018E-03   6.300E+06      847.65     12- 31    143
2p2p2p2Do[3/2]-2s2s5d2De          6.668E-05   3.430E+05      720.15     12- 38    144
2p2p2p2Do[3/2]-2s2p3p'2De         1.274E-02   9.855E+07      587.28     12- 45    145
2p2p2p2Do[3/2]-2s2p4p2Pe          3.136E-02   4.111E+08      582.42     12- 46    146
2p2p2p2Do[3/2]-2s2p3p'2Pe         1.584E-02   2.145E+08      573.03     12- 47    147
2p2p2p2Do[3/2]-2s2p4p2De          2.631E-04   2.234E+06      560.59     12- 48    148
2s2s3s2Se[1/2]-2p2p2p2Po[1/2]     4.867E-03   2.690E+05    10983.47     13- 14    149
2s2s3s2Se[1/2]-2p2p2p2Po[3/2]     9.733E-03   2.692E+05    10978.52     13- 15    150
2s2s3s2Se[1/2]-2s2s3p2Po[1/2]     2.127E-01   8.421E+07     4103.38     13- 16    151
2s2s3s2Se[1/2]-2s2s3p2Po[3/2]     4.255E-01   8.448E+07     4097.32     13- 17    152
2s2s3s2Se[1/2]-2s2p3s2Po[1/2]     1.969E-02   7.556E+07     1318.43     13- 20    153
2s2s3s2Se[1/2]-2s2p3s2Po[3/2]     3.939E-02   7.580E+07     1316.47     13- 21    154
2s2s3s2Se[1/2]-2s2s4p2Po[1/2]     1.144E-02   6.234E+07     1106.33     13- 25    155
2s2s3s2Se[1/2]-2s2s4p2Po[3/2]     2.289E-02   6.241E+07     1106.03     13- 26    156
2s2s3s2Se[1/2]-2s2s5p2Po          1.971E-02   5.984E+07      855.75     13- 36    157
2s2s3s2Se[1/2]-2s2p3d2Po          1.273E-02   4.172E+07      823.64     13- 39    158
2s2s3s2Se[1/2]-2s2p3s'2Po         5.878E-01   2.282E+09      756.77     13- 42    159
2s2s3s2Se[1/2]-2s2p4s2Po          7.765E-04   3.949E+06      661.22     13- 44    160
2p2p2p2Po[1/2]-2s2s3d2De[3/2]     4.033E-02   1.825E+07     2714.08     14- 18    161
2p2p2p2Po[1/2]-2s2s4s2Se[1/2]     1.246E-02   4.151E+07     1415.07     14- 22    162
2p2p2p2Po[1/2]-2s2p3p2Pe[1/2]     9.940E-05   4.109E+05     1270.19     14- 23    163
2p2p2p2Po[1/2]-2s2p3p2Pe[3/2]     4.970E-05   1.029E+05     1269.34     14- 24    164
2p2p2p2Po[1/2]-2s2s4d2De[3/2]     8.941E-03   2.275E+07     1144.87     14- 27    165
2p2p2p2Po[1/2]-2s2p3p2De[3/2]     2.468E-02   6.752E+07     1104.10     14- 30    166
2p2p2p2Po[1/2]-2s2p3p2Se[1/2]     2.073E-02   1.289E+08     1035.87     14- 32    167
2p2p2p2Po[1/2]-2s2s5s2Se[1/2]     2.855E-03   2.028E+07      969.07     14- 33    168
2p2p2p2Po[1/2]-2s2s5d2De          7.746E-03   1.286E+07      896.51     14- 38    169
2p2p2p2Po[1/2]-2s2p4p2Se          6.140E-03   8.023E+07      714.49     14- 43    170
2p2p2p2Po[1/2]-2s2p3p'2De         3.063E-03   8.351E+06      699.50     14- 45    171
2p2p2p2Po[1/2]-2s2p4p2Pe          9.795E-04   4.540E+06      692.61     14- 46    172
2p2p2p2Po[1/2]-2s2p3p'2Pe         1.023E-02   4.928E+07      679.37     14- 47    173
2p2p2p2Po[1/2]-2s2p4p2De          8.362E-03   2.546E+07      661.95     14- 48    174
2p2p2p2Po[3/2]-2s2s3d2De[3/2]     4.033E-03   3.649E+06     2714.38     15- 18    175
2p2p2p2Po[3/2]-2s2s3d2De[5/2]     3.630E-02   2.190E+07     2713.94     15- 19    176
2p2p2p2Po[3/2]-2s2s4s2Se[1/2]     1.246E-02   8.300E+07     1415.15     15- 22    177
2p2p2p2Po[3/2]-2s2p3p2Pe[1/2]     2.485E-05   2.055E+05     1270.26     15- 23    178
2p2p2p2Po[3/2]-2s2p3p2Pe[3/2]     1.243E-04   5.145E+05     1269.40     15- 24    179
2p2p2p2Po[3/2]-2s2s4d2De[3/2]     8.941E-04   4.550E+06     1144.92     15- 27    180
2p2p2p2Po[3/2]-2s2s4d2De[5/2]     8.047E-03   2.732E+07     1144.52     15- 28    181
2p2p2p2Po[3/2]-2s2p3p2De[3/2]     2.468E-03   1.350E+07     1104.15     15- 30    182
