********************************************************************************

            Dielectronic Transitions for NIIIDOUB  
            LTDR transitions with ALPHA(DIE) < 1.00E-02 (*10^-12) ignored
	    Core configurations are:
                                   2s^2
	                           2s2p (3Po)
                                   2s2p (1Po) : Denoted by '
                                   2p^2 (3Pe) : Denoted by ''
                                   2p^2 (1De) : Denoted by '''
                                   2p^2 (1Se) : Denoted by *
	    Some of the '', ''' levels may be incorrectly identified.

********************************************************************************

01-Sep-1989                                      !Date
382587.0000                                      !Ionization energy
3.0                                              !Screened nuclear charge
132                                              !Number of dielectronic transitions

  Transition                      f           A          Lam(A)     Gu      v(exc)          a(10^4)   a(2x10^4)  a(3x10^4)

2s2p2p2Pe   -2s2p4s'2Po       1.069E-02   5.839E+08      349.45     6.0   1.4810E+00       5.936E-04  7.336E-03  1.306E-02    96
2s2s4s2Se   -2s2p4s'2Po       6.201E-01   2.367E+09      763.22     6.0   1.4810E+00       2.406E-03  2.974E-02  5.292E-02    97
2s2p2p2De   -2p2p3p2Fo        2.380E-02   1.286E+09      296.92    14.0   1.6520E+00       1.343E-03  2.501E-02  5.104E-02    98
2s2p4p2De   -2p2p3p2Fo        2.028E-01   3.066E+08     1775.15    14.0   1.6520E+00       3.202E-04  5.963E-03  1.217E-02    99
2s2s4p2Po   -2s2p4p'2De       2.918E-01   1.974E+09      769.22    10.0   1.7689E+00       8.400E-04  2.071E-02  4.641E-02   100
2p2p2p2Do   -2p2p3d''2Pe      3.478E-02   2.216E+09      417.72     6.0   1.7918E+00   #   5.070E-04  1.321E-02  3.014E-02   101
2p2p2p2Po   -2p2p3d''2Pe      1.860E-01   5.581E+09      471.55     6.0   1.7918E+00   #   1.277E-03  3.326E-02  7.590E-02   102
2s2p3d2Do   -2p2p3d''2Pe      1.062E-01   1.375E+09      926.66     6.0   1.7918E+00   #   3.146E-04  8.194E-03  1.870E-02   103
2s2s4p2Po   -2s2p4p'2Se       7.131E-02   2.460E+09      761.63     2.0   1.8077E+00       1.738E-04  4.703E-03  1.087E-02   104
2s2s4p2Po   -2s2p4p'2Pe       2.066E-01   2.377E+09      761.42     6.0   1.8088E+00   #   5.010E-04  1.360E-02  3.146E-02   105
2s2p2p2De   -2p2p3p'''2Do     1.483E-02   1.162E+09      291.81    10.0   1.8289E+00   #   3.708E-04  1.056E-02  2.482E-02   106
2p2p2p2Do   -2p2p3d''2Fe      1.338E-01   3.780E+09      410.72    14.0   1.9140E+00   #   1.122E-03  3.920E-02  9.865E-02   107
2s2p3d2Do   -2p2p3d''2Fe      1.963E-01   1.173E+09      892.92    14.0   1.9140E+00   #   3.483E-04  1.216E-02  3.061E-02   108
2s2p3d2Fo   -2p2p3d''2Fe      1.633E-01   1.241E+09      936.85    14.0   1.9140E+00   #   3.685E-04  1.287E-02  3.239E-02   109
2s2s4f2Fo   -2s2p4f'2Ge       1.432E-01   1.189E+09      790.46    18.0   1.9214E+00       4.380E-04  1.557E-02  3.942E-02   110
2s2p2p2De   -2s2p4d'2Fo       4.570E-02   2.644E+09      286.96    14.0   2.0026E+00       5.131E-04  2.217E-02  5.988E-02   111
2s2s4d2De   -2s2p4d'2Fo       2.439E-01   2.017E+09      759.09    14.0   2.0026E+00       3.914E-04  1.691E-02  4.568E-02   112
2p2p2p2Do   -2p2p3d'''2Fe     1.310E-01   3.792E+09      405.75    14.0   2.0034E+00   #   7.329E-04  3.173E-02  8.577E-02   113
2s2s4f2Fo   -2p2p3d'''2Fe     1.859E-01   2.071E+09      773.73    14.0   2.0034E+00   #   4.003E-04  1.733E-02  4.684E-02   114
2s2p2p2De   -2s2p4d'2Do       7.780E-03   6.310E+08      286.77    10.0   2.0093E+00   #   8.471E-05  3.719E-03  1.010E-02   115
2s2p2p2Pe   -2s2p4d'2Do       1.707E-01   6.305E+09      329.18    10.0   2.0093E+00   #   8.464E-04  3.716E-02  1.009E-01   116
2s2s4d2De   -2s2p4d'2Do       2.070E-01   2.404E+09      757.80    10.0   2.0093E+00   #   3.227E-04  1.417E-02  3.848E-02   117
2s2s4f2Fo   -2s2p4f'2De       1.540E-01   2.470E+09      763.15    10.0   2.0572E+00       2.635E-04  1.298E-02  3.662E-02   118
2s2p2p2Se   -2p2p3p''2Po      5.434E-02   1.250E+09      310.89     6.0   2.0970E+00       6.608E-05  3.581E-03  1.043E-02   119
2s2p2p2Pe   -2p2p3p''2Po      3.334E-02   2.092E+09      326.04     6.0   2.0970E+00       1.106E-04  5.993E-03  1.746E-02   120
2s2s4d2De   -2p2p3p''2Po      7.851E-02   1.588E+09      741.36     6.0   2.0970E+00       8.394E-05  4.549E-03  1.325E-02   121
2p2p2p2Do   -2p2p3d''2De      1.046E-01   4.421E+09      397.33    10.0   2.1601E+00       2.878E-04  1.814E-02  5.559E-02   122
2p2p2p2Po   -2p2p3d''2De      2.778E-01   5.597E+09      445.73    10.0   2.1601E+00       3.644E-04  2.297E-02  7.038E-02   123
2s2p3d2Fo   -2p2p3d''2De      8.078E-02   9.968E+08      869.95    10.0   2.1601E+00       6.489E-05  4.091E-03  1.253E-02   124
2s2p3d2Po   -2p2p3d''2De      3.292E-01   1.654E+09      892.52    10.0   2.1601E+00       1.077E-04  6.788E-03  2.080E-02   125
2p2p2p2Do   -2s2p4f'2Fe       3.521E-01   1.092E+10      391.95    14.0   2.2635E+00   #   6.057E-04  4.895E-02  1.629E-01   126
2p2p2p2Do   -2p2p3d'''2De     2.001E-01   8.761E+09      390.34    10.0   2.2953E+00       2.981E-04  2.600E-02  8.874E-02   127
2p2p2p2Po   -2p2p3d'''2De     2.079E-01   4.358E+09      436.94    10.0   2.2953E+00       1.483E-04  1.293E-02  4.414E-02   128
2p2p2p2Po   -2p2p3d''2Se      9.131E-02   9.586E+09      436.60     2.0   2.3007E+00       6.355E-05  5.615E-03  1.925E-02   129
2s2s4f2Fo   -2p2p3d''2Ge      7.724E-02   7.807E+08      716.43    18.0   2.3133E+00       4.385E-05  3.993E-03  1.383E-02   130
2p2p2p2Do   -2p2p3d'''2Pe     5.226E-02   3.974E+09      382.35     6.0   2.4557E+00   #   3.757E-05  4.815E-03  1.869E-02   131
2p2p2p2Po   -2p2p3d'''2Pe     1.583E-01   5.792E+09      426.96     6.0   2.4557E+00   #   5.476E-05  7.017E-03  2.723E-02   132


LTDR for listed auoionizing states                                                         2.142E+01  1.644E+01  1.295E+01
Total LTDR auoionizing states                                                              2.159E+01  1.673E+01  1.333E+01
LTDR for all listed states                                                                 3.455E+01  2.601E+01  2.076E+01
Total LTDR for all states                                                                  3.476E+01  2.640E+01  2.128E+01




  Transition                      f           A          Lam(A)     Gu      v(exc)          a(10^4)   a(2x10^4)  a(3x10^4)

2s2s2p2Po   -2s2p3p'2Se       1.887E-03   5.790E+08      255.40     6.0   2.6805E-01       6.622E-02  4.454E-02  3.004E-02     1
2s2s2p2Po   -2s2p5p2Pe        2.000E-02   2.162E+09      248.40     6.0   5.9885E-01   #   1.516E-01  2.256E-01  1.983E-01     2
2s2s2p2Po   -2s2p5p2De        3.051E-02   2.014E+09      246.23     6.0   7.0522E-01       1.413E-01  2.713E-01  2.596E-01     3
2s2s2p2Po   -2s2p5f2De        1.919E-03   1.294E+08      243.62     6.0   8.3575E-01       4.852E-03  1.275E-02  1.354E-02     4
2s2s2p2Po   -2p2p3s''2Pe      6.981E-03   8.144E+08      239.11     6.0   1.0679E+00   #   6.012E-03  2.757E-02  3.526E-02     5
2s2p2p2De   -2s2p4d2Do        6.551E-02   3.527E+09      351.98    10.0   7.2642E-02   #   5.152E+00  2.168E+00  1.251E+00     6
2s2p2p2De   -2s2p4d2Fo        1.357E-01   5.315E+09      348.73    10.0   1.5200E-01       7.426E+00  3.781E+00  2.324E+00     7
2s2p2p2De   -2s2p4d2Po        2.245E-03   2.071E+08      347.12    10.0   1.9193E-01       1.024E-01  5.738E-02  3.641E-02     8
2s2p2p2De   -2s2p3d'2Fo       1.548E-01   6.372E+09      340.19    10.0   3.6773E-01       3.161E+00  2.701E+00  1.973E+00     9
2s2p2p2De   -2s2p3d'2Do       4.237E-02   2.469E+09      338.34    10.0   4.1606E-01   #   6.939E-01  6.658E-01  5.055E-01    10
2s2p2p2De   -2s2p3d'2Po       1.559E-03   1.565E+08      332.78    10.0   5.6416E-01       1.296E-02  1.775E-02  1.517E-02    11
2s2p2p2De   -2s2p5s2Po        1.172E-02   1.184E+09      331.67    10.0   5.9408E-01       8.496E-02  1.250E-01  1.094E-01    12
2s2p2p2De   -2s2p5d2Do        4.972E-03   3.162E+08      323.85    10.0   8.1243E-01   #   1.326E-02  3.294E-02  3.434E-02    13
2s2p2p2De   -2s2p5d2Fo        2.445E-01   1.115E+10      323.25    10.0   8.2967E-01       6.026E-01  1.560E+00  1.649E+00    14
2s2p2p2De   -2s2p5d2Po        6.303E-03   6.728E+08      322.72    10.0   8.4478E-01       1.449E-02  3.891E-02  4.163E-02    15
2s2p2p2De   -2s2p4d'2Po       1.009E-02   1.188E+09      307.35    10.0   1.3093E+00       2.753E-03  2.253E-02  3.496E-02    16
2s2p2p2De   -2p2p3p''2Do      5.040E-03   3.591E+08      305.96    10.0   1.3538E+00   #   1.120E-03  1.020E-02  1.640E-02    17
2s2p2p2De   -2s2p4s'2Po       5.569E-03   6.786E+08      302.04    10.0   1.4810E+00       6.899E-04  8.525E-03  1.517E-02    18
2s2p2p2De   -2p2p3p2Fo        2.380E-02   1.286E+09      296.92    10.0   1.6520E+00       1.343E-03  2.501E-02  5.104E-02    19
2s2p2p2De   -2p2p3p'''2Do     1.483E-02   1.162E+09      291.81    10.0   1.8289E+00   #   3.708E-04  1.056E-02  2.482E-02    20
2s2p2p2De   -2s2p4d'2Fo       4.570E-02   2.644E+09      286.96    10.0   2.0026E+00       5.131E-04  2.217E-02  5.988E-02    21
2s2p2p2De   -2s2p4d'2Do       7.780E-03   6.310E+08      286.77    10.0   2.0093E+00   #   8.471E-05  3.719E-03  1.010E-02    22
2s2p2p2Se   -2s2p4d2Po        2.971E-01   4.401E+09      387.44     2.0   1.9193E-01       2.176E+00  1.219E+00  7.738E-01    23
2s2p2p2Se   -2s2p3d'2Po       2.053E-01   3.341E+09      369.65     2.0   5.6416E-01       2.767E-01  3.789E-01  3.238E-01    24
2s2p2p2Se   -2s2p5s2Po        2.720E-02   4.458E+08      368.29     2.0   5.9408E-01       3.199E-02  4.705E-02  4.119E-02    25
2s2p2p2Se   -2s2p5d2Po        3.258E-01   5.674E+09      357.29     2.0   8.4478E-01       1.222E-01  3.281E-01  3.511E-01    26
2s2p2p2Se   -2p2p3p''2Po      5.434E-02   1.250E+09      310.89     2.0   2.0970E+00       6.608E-05  3.581E-03  1.043E-02    27
2s2p2p2Pe   -2s2p4d2Do        1.264E-02   2.893E+08      418.09     6.0   7.2642E-02   #   4.226E-01  1.779E-01  1.026E-01    28
2s2p2p2Pe   -2s2p4d2Po        2.789E-02   1.100E+09      411.25     6.0   1.9193E-01       5.438E-01  3.047E-01  1.934E-01    29
2s2p2p2Pe   -2s2p3d'2Do       3.591E-01   9.028E+09      398.98     6.0   4.1606E-01   #   2.537E+00  2.434E+00  1.848E+00    30
2s2p2p2Pe   -2s2p3d'2Po       1.813E-01   7.898E+09      391.27     6.0   5.6416E-01       6.542E-01  8.956E-01  7.656E-01    31
2s2p2p2Pe   -2s2p5d2Do        3.372E-01   9.396E+09      378.99     6.0   8.1243E-01   #   3.940E-01  9.788E-01  1.020E+00    32
