************************************************************************************************************************************
 
                 Energy Levels and statistical weights for SVI
 
 [Reference] Transition probabilities have been updated using the critical compilatiob by NIST.
 [Reference] Kramida, A., Ralchenko, Yu., Reader, J., and NIST ASD Team (2014). NIST Atomic Spectra Database (ver. 5.2),
 [Reference] [Online]. Available: http://physics.nist.gov/asd

                    g          E(cm^-1)     10^15 Hz      eV        Lam(A)       ID      ARAD         C4          C6
6p_2Po[1/2]        2.0     583551.300000     3.79667    15.702    7.896E+02      22   3.218E+09   0.000E+00   0.000E+00
6p_2Po[3/2]        4.0     583674.100000     3.79299    15.687    7.904E+02      23   3.172E+09   0.000E+00   0.000E+00
6d_2De[3/2]        4.0     596853.000000     3.39790    14.053    8.823E+02      24   2.740E+09   0.000E+00   0.000E+00
6d_2De[5/2]        6.0     596861.300000     3.39765    14.052    8.824E+02      25   2.538E+09   0.000E+00   0.000E+00
6f_2Fo[5/2]        6.0     600189.400000     3.29788    13.639    9.090E+02      26   6.292E+09   0.000E+00   0.000E+00
6f_2Fo[7/2]        8.0     600189.400000     3.29788    13.639    9.090E+02      27   1.079E+10   0.000E+00   0.000E+00
6z2Z              40.0     600459.262900     3.28979    13.605    9.113E+02     -28   2.647E+09   0.000E+00   0.000E+00
7s_2Se[1/2]        2.0     613198.800000     2.90786    12.026    1.031E+03      29   3.915E+09   0.000E+00   0.000E+00
7p_2Po[1/2]        2.0     619142.900000     2.72966    11.289    1.098E+03      30   2.216E+09   0.000E+00   0.000E+00
7p_2Po[3/2]        4.0     619218.400000     2.72740    11.280    1.099E+03      31   2.184E+09   0.000E+00   0.000E+00
7d_2De[5/2]        6.0     627287.000000     2.48551    10.279    1.206E+03      32   1.827E+09   0.000E+00   0.000E+00
7d_2De[3/2]        4.0     627287.000000     2.48551    10.279    1.206E+03      33   1.866E+09   0.000E+00   0.000E+00
7f_2Fo[5/2]        6.0     629390.300000     2.42245    10.018    1.238E+03      34   4.050E+09   0.000E+00   0.000E+00
7f_2Fo[7/2]        8.0     629390.300000     2.42245    10.018    1.238E+03      35   4.053E+09   0.000E+00   0.000E+00
7z2Z              66.0     629572.746200     2.41699     9.996    1.240E+03     -36   1.394E+09   0.000E+00   0.000E+00
8s_2Se[1/2]        2.0     637709.000000     2.17307     8.987    1.380E+03      37   2.684E+09   0.000E+00   0.000E+00
8p_2Po[1/2]        2.0     641580.000000     2.05702     8.507    1.457E+03      38   1.535E+09   0.000E+00   0.000E+00
8p_2Po[3/2]        4.0     641631.000000     2.05549     8.501    1.458E+03      39   1.538E+09   0.000E+00   0.000E+00
8d_2De[3/2]        4.0     646931.000000     1.89660     7.844    1.581E+03      40   1.314E+09   0.000E+00   0.000E+00
8d_2De[5/2]        6.0     646931.000000     1.89660     7.844    1.581E+03      41   1.327E+09   0.000E+00   0.000E+00
8f_2Fo[5/2]        6.0     648343.200000     1.85426     7.669    1.617E+03      42   2.761E+09   0.000E+00   0.000E+00
8f_2Fo[7/2]        8.0     648343.200000     1.85426     7.669    1.617E+03      43   2.762E+09   0.000E+00   0.000E+00
8z2Z              96.0     648468.516600     1.85050     7.653    1.620E+03     -44   7.968E+08   0.000E+00   0.000E+00
9s_2Se             2.0     654003.620000     1.68457     6.967    1.780E+03     -45   1.909E+09   0.000E+00   0.000E+00
9p_2Po[1/2]        2.0     656641.000000     1.60550     6.640    1.867E+03      46   1.130E+09   0.000E+00   0.000E+00
9p_2Po[3/2]        4.0     656675.000000     1.60448     6.636    1.868E+03      47   1.123E+09   0.000E+00   0.000E+00
9d_2De[3/2]        4.0     660341.000000     1.49458     6.181    2.006E+03      48   9.770E+08   0.000E+00   0.000E+00
9d_2De[5/2]        6.0     660341.000000     1.49458     6.181    2.006E+03      49   9.866E+08   0.000E+00   0.000E+00
9f_2Fo[5/2]        6.0     661327.000000     1.46502     6.059    2.046E+03      50   1.960E+09   0.000E+00   0.000E+00
9f_2Fo[7/2]        8.0     661327.000000     1.46502     6.059    2.046E+03      51   1.962E+09   0.000E+00   0.000E+00
9z2Z             130.0     661423.394600     1.46213     6.047    2.050E+03     -52   4.845E+08   0.000E+00   0.000E+00
10s_2Se            2.0     665338.220000     1.34476     5.561    2.229E+03     -53   1.399E+09   0.000E+00   0.000E+00
10p_2Po            6.0     667251.866000     1.28739     5.324    2.329E+03     -54   8.325E+08   0.000E+00   0.000E+00
10d_2De           10.0     669876.869000     1.20870     4.999    2.480E+03     -55   7.558E+08   0.000E+00   0.000E+00
10f_2Fo[5/2]       6.0     670626.000000     1.18624     4.906    2.527E+03      56   1.445E+09   0.000E+00   0.000E+00
10f_2Fo[7/2]       8.0     670626.000000     1.18624     4.906    2.527E+03      57   1.444E+09   0.000E+00   0.000E+00
10z2Z            168.0     670689.942600     1.18432     4.898    2.531E+03     -58   3.096E+08   0.000E+00   0.000E+00
11w2W            242.0     677546.140200     0.97878     4.048    3.063E+03     -59   2.904E+08   0.000E+00   0.000E+00
12w2W            288.0     682760.840700     0.82245     3.401    3.645E+03     -60   1.964E+08   0.000E+00   0.000E+00
13w2W            338.0     686819.103900     0.70078     2.898    4.278E+03     -61   1.376E+08   0.000E+00   0.000E+00
14w2W            392.0     690039.211600     0.60425     2.499    4.961E+03     -62   9.892E+07   0.000E+00   0.000E+00
15w2W            450.0     692637.030100     0.52637     2.177    5.696E+03     -63   7.272E+07   0.000E+00   0.000E+00
16w2W            512.0     694763.154200     0.46263     1.913    6.480E+03     -64   5.448E+07   0.000E+00   0.000E+00
17w2W            578.0     696525.233800     0.40980     1.695    7.316E+03     -65   4.150E+07   0.000E+00   0.000E+00
18w2W            648.0     698001.873700     0.36553     1.512    8.202E+03     -66   3.209E+07   0.000E+00   0.000E+00
19w2W            722.0     699251.553900     0.32807     1.357    9.138E+03     -67   2.514E+07   0.000E+00   0.000E+00
20w2W            800.0     700318.510700     0.29608     1.224    1.013E+04     -68   1.994E+07   0.000E+00   0.000E+00
21w2W            882.0     701236.705100     0.26855     1.111    1.116E+04     -69   1.598E+07   0.000E+00   0.000E+00
22w2W            968.0     702032.560100     0.24469     1.012    1.225E+04     -70   1.294E+07   0.000E+00   0.000E+00
23w2W           1058.0     702726.882000     0.22388     0.926    1.339E+04     -71   1.057E+07   0.000E+00   0.000E+00
24w2W           1152.0     703336.235200     0.20561     0.850    1.458E+04     -72   8.705E+06   0.000E+00   0.000E+00
25w2W           1250.0     703873.938800     0.18949     0.784    1.582E+04     -73   7.224E+06   0.000E+00   0.000E+00
26w2W           1352.0     704350.801000     0.17520     0.725    1.711E+04     -74   6.038E+06   0.000E+00   0.000E+00
27w2W           1458.0     704775.666100     0.16246     0.672    1.845E+04     -75   5.080E+06   0.000E+00   0.000E+00
28w2W           1568.0     705155.827900     0.15106     0.625    1.985E+04     -76   4.299E+06   0.000E+00   0.000E+00
29w2W           1682.0     705497.344800     0.14082     0.582    2.129E+04     -77   3.659E+06   0.000E+00   0.000E+00
30w2W           1800.0     705805.282500     0.13159     0.544    2.278E+04     -78   3.131E+06   0.000E+00   0.000E+00


************************************************************************************************************************************

                        Oscillator strengths for SVI       
                        All wavelengths are vacuum.
                        First listed wavelength is Ritz wavelength.

************************************************************************************************************************************

  Transition                      f           A          Lam(A)      i-j            Lam(obs)    % Acc

3s_2Se[1/2] -3p_2Po[1/2]       2.150E-01   1.608E+09     944.523     1-   2   |      944.525  |   1.0  |
3s_2Se[1/2] -3p_2Po[3/2]       4.360E-01   1.669E+09     933.378     1-   3   |      933.376  |   1.0  |
3s_2Se[1/2] -3d_2De[3/2]       6.465E-06   1.320E+05     404.167     1-   4   |      404.137  |   7.0  |
3s_2Se[1/2] -3d_2De[5/2]       9.695E-06   1.320E+05     404.114     1-   5   |      404.137  |   7.0  |
3s_2Se[1/2] -4p_2Po[1/2]       2.850E-02   3.059E+09     249.271     1-   7   |      249.273  |   7.0  |
3s_2Se[1/2] -4p_2Po[3/2]       5.480E-02   2.948E+09     248.987     1-   8   |      248.986  |   7.0  |
3s_2Se[1/2] -5p_2Po[1/2]       1.090E-02   1.981E+09     191.560     1-  14   |      191.561  |   7.0  |
3s_2Se[1/2] -5p_2Po[3/2]       2.120E-02   1.928E+09     191.479     1-  15   |      191.480  |   7.0  |
3s_2Se[1/2] -6p_2Po[1/2]       5.380E-03   1.222E+09     171.365     1-  22   |      171.331  |   7.0  |
3s_2Se[1/2] -6p_2Po[3/2]       1.050E-02   1.193E+09     171.328     1-  23   |      171.331  |   7.0  |
3s_2Se[1/2] -7p_2Po[1/2]       3.070E-03   7.850E+08     161.514     1-  30   |      161.495  |   7.0  |
3s_2Se[1/2] -7p_2Po[3/2]       5.990E-03   7.660E+08     161.494     1-  31   |      161.495  |   7.0  |
3s_2Se[1/2] -8p_2Po[1/2]       1.845E-03   5.065E+08     155.865     1-  38   |               |        |
3s_2Se[1/2] -8p_2Po[3/2]       3.690E-03   5.067E+08     155.853     1-  39   |               |        |
3s_2Se[1/2] -9p_2Po[1/2]       1.290E-03   3.710E+08     152.290     1-  46   |               |   7.0  |
3s_2Se[1/2] -9p_2Po[3/2]       2.520E-03   3.624E+08     152.282     1-  47   |      152.285  |   7.0  |
3s_2Se[1/2] -10p_2Po           2.621E-03   2.595E+08    -149.868     1-  54   |               |        |
3s_2Se[1/2] -11w2W             1.858E-03   4.701E+06    -147.591     1-  59   |               |        |
3s_2Se[1/2] -12w2W             1.387E-03   2.996E+06    -146.464     1-  60   |               |        |
3s_2Se[1/2] -13w2W             1.066E-03   1.984E+06    -145.599     1-  61   |               |        |
3s_2Se[1/2] -14w2W             8.375E-04   1.357E+06    -144.919     1-  62   |               |        |
3s_2Se[1/2] -15w2W             6.708E-04   9.540E+05    -144.376     1-  63   |               |        |
3s_2Se[1/2] -16w2W             5.460E-04   6.868E+05    -143.934     1-  64   |               |        |
3s_2Se[1/2] -17w2W             4.507E-04   5.047E+05    -143.570     1-  65   |               |        |
3s_2Se[1/2] -18w2W             3.765E-04   3.777E+05    -143.266     1-  66   |               |        |
3s_2Se[1/2] -19w2W             3.179E-04   2.872E+05    -143.010     1-  67   |               |        |
3s_2Se[1/2] -20w2W             2.709E-04   2.216E+05    -142.792     1-  68   |               |        |
3s_2Se[1/2] -21w2W             2.328E-04   1.732E+05    -142.605     1-  69   |               |        |
3s_2Se[1/2] -22w2W             2.016E-04   1.369E+05    -142.444     1-  70   |               |        |
3s_2Se[1/2] -23w2W             1.757E-04   1.094E+05    -142.303     1-  71   |               |        |
3s_2Se[1/2] -24w2W             1.542E-04   8.831E+04    -142.180     1-  72   |               |        |
3s_2Se[1/2] -25w2W             1.360E-04   7.189E+04    -142.071     1-  73   |               |        |
3s_2Se[1/2] -26w2W             1.206E-04   5.902E+04    -141.975     1-  74   |               |        |
3s_2Se[1/2] -27w2W             1.074E-04   4.881E+04    -141.889     1-  75   |               |        |
3s_2Se[1/2] -28w2W             9.609E-05   4.065E+04    -141.813     1-  76   |               |        |
3s_2Se[1/2] -29w2W             8.633E-05   3.408E+04    -141.744     1-  77   |               |        |
3s_2Se[1/2] -30w2W             7.785E-05   2.874E+04    -141.682     1-  78   |               |        |
3p_2Po[1/2] -3p_2Po[3/2]       3.415E-08   1.820E-02   79107.666     2-   3   |               |   3.0  |
3p_2Po[1/2] -3d_2De[3/2]       6.310E-01   4.217E+09     706.470     2-   4   |      706.474  |   1.0  |
3p_2Po[1/2] -3d_2De[5/2]       6.215E-11   2.770E-01     706.307     2-   5   |               |   3.0  |
3p_2Po[1/2] -4s_2Se[1/2]       9.970E-02   4.396E+09     388.931     2-   6   |      388.930  |   3.0  |
3p_2Po[1/2] -4p_2Po[1/2]       1.632E-12   9.490E-02     338.644     2-   7   |               |  50.0  |
3p_2Po[1/2] -4p_2Po[3/2]       5.279E-06   1.540E+05     338.119     2-   8   |               |   3.0  |
3p_2Po[1/2] -4d_2De[3/2]       6.430E-02   2.566E+09     289.082     2-   9   |      289.082  |   3.0  |
3p_2Po[1/2] -4d_2De[5/2]       3.345E-11   8.900E-01     289.067     2-  10   |               |  10.0  |
3p_2Po[1/2] -5s_2Se[1/2]       1.740E-02   1.841E+09     251.112     2-  13   |      251.112  |   7.0  |
3p_2Po[1/2] -5d_2De[3/2]       3.490E-02   2.255E+09     227.183     2-  16   |      227.187  |   7.0  |
3p_2Po[1/2] -6s_2Se[1/2]       6.560E-03   9.578E+08     213.737     2-  21   |      213.737  |   7.0  |
3p_2Po[1/2] -6d_2De[3/2]       1.920E-02   1.544E+09     203.675     2-  24   |      203.673  |   7.0  |
3p_2Po[1/2] -7s_2Se[1/2]       3.290E-03   5.648E+08     197.112     2-  29   |      197.112  |   7.0  |
3p_2Po[1/2] -7d_2De[3/2]       1.160E-02   1.052E+09     191.786     2-  33   |      191.786  |   7.0  |
3p_2Po[1/2] -8s_2Se[1/2]       1.920E-03   3.622E+08     188.028     2-  37   |      188.030  |   7.0  |
3p_2Po[1/2] -8d_2De[3/2]       7.500E-03   7.323E+08     184.823     2-  40   |      184.824  |   7.0  |
3p_2Po[1/2] -9s_2Se            1.221E-03   2.446E+08    -182.438     2-  45   |               |        |
3p_2Po[1/2] -9d_2De[3/2]       5.150E-03   5.280E+08     180.353     2-  48   |      180.355  |   7.0  |
3p_2Po[1/2] -10s_2Se           8.332E-04   1.740E+08    -178.742     2-  53   |               |        |
3p_2Po[1/2] -10d_2De           3.772E-03   1.601E+08    -177.304     2-  55   |               |        |
3p_2Po[1/2] -11w2W             3.201E-03   5.767E+06    -174.925     2-  59   |               |        |
3p_2Po[1/2] -12w2W             2.383E-03   3.673E+06    -173.344     2-  60   |               |        |
3p_2Po[1/2] -13w2W             1.825E-03   2.432E+06    -172.133     2-  61   |               |        |
3p_2Po[1/2] -14w2W             1.432E-03   1.662E+06    -171.184     2-  62   |               |        |
3p_2Po[1/2] -15w2W             1.145E-03   1.168E+06    -170.426     2-  63   |               |        |
3p_2Po[1/2] -16w2W             9.305E-04   8.408E+05    -169.811     2-  64   |               |        |
3p_2Po[1/2] -17w2W             7.672E-04   6.177E+05    -169.305     2-  65   |               |        |
3p_2Po[1/2] -18w2W             6.403E-04   4.622E+05    -168.882     2-  66   |               |        |
3p_2Po[1/2] -19w2W             5.402E-04   3.514E+05    -168.527     2-  67   |               |        |
3p_2Po[1/2] -20w2W             4.600E-04   2.711E+05    -168.224     2-  68   |               |        |
3p_2Po[1/2] -21w2W             3.951E-04   2.118E+05    -167.965     2-  69   |               |        |
3p_2Po[1/2] -22w2W             3.419E-04   1.675E+05    -167.740     2-  70   |               |        |
3p_2Po[1/2] -23w2W             2.980E-04   1.338E+05    -167.545     2-  71   |               |        |
3p_2Po[1/2] -24w2W             2.612E-04   1.080E+05    -167.374     2-  72   |               |        |
3p_2Po[1/2] -25w2W             2.304E-04   8.792E+04    -167.224     2-  73   |               |        |
3p_2Po[1/2] -26w2W             2.042E-04   7.216E+04    -167.091     2-  74   |               |        |
3p_2Po[1/2] -27w2W             1.819E-04   5.968E+04    -166.972     2-  75   |               |        |
3p_2Po[1/2] -28w2W             1.627E-04   4.970E+04    -166.866     2-  76   |               |        |
3p_2Po[1/2] -29w2W             1.461E-04   4.166E+04    -166.771     2-  77   |               |        |
3p_2Po[1/2] -30w2W             1.317E-04   3.514E+04    -166.686     2-  78   |               |        |
3p_2Po[3/2] -3d_2De[3/2]       6.280E-02   8.244E+08     712.836     3-   4   |      712.831  |   3.0  |
3p_2Po[3/2] -3d_2De[5/2]       5.650E-01   4.947E+09     712.670     3-   5   |      712.670  |   1.0  |
3p_2Po[3/2] -4s_2Se[1/2]       1.010E-01   8.820E+09     390.852     3-   6   |      390.854  |   3.0  |
3p_2Po[3/2] -4p_2Po[1/2]       2.636E-06   3.040E+05     340.100     3-   7   |               |   3.0  |
3p_2Po[3/2] -4p_2Po[3/2]       2.628E-06   1.520E+05     339.571     3-   8   |               |   3.0  |
3p_2Po[3/2] -4d_2De[3/2]       6.640E-03   5.261E+08     290.142     3-   9   |      290.130  |   7.0  |
3p_2Po[3/2] -4d_2De[5/2]       5.970E-02   3.154E+09     290.127     3-  10   |      290.130  |   3.0  |
3p_2Po[3/2] -5s_2Se[1/2]       1.750E-02   3.679E+09     251.912     3-  13   |      251.912  |   7.0  |
3p_2Po[3/2] -5d_2De[3/2]       3.560E-03   4.574E+08     227.837     3-  16   |      227.834  |   7.0  |
3p_2Po[3/2] -5d_2De[5/2]       3.210E-02   2.750E+09     227.831     3-  17   |      227.834  |   7.0  |
3p_2Po[3/2] -6s_2Se[1/2]       6.620E-03   1.923E+09     214.316     3-  21   |      214.316  |   7.0  |
3p_2Po[3/2] -6d_2De[3/2]       1.950E-03   3.119E+08     204.200     3-  24   |      204.196  |   7.0  |
3p_2Po[3/2] -6d_2De[5/2]       1.760E-02   1.877E+09     204.197     3-  25   |      204.196  |   7.0  |
3p_2Po[3/2] -7s_2Se[1/2]       3.320E-03   1.134E+09     197.605     3-  29   |      197.606  |   7.0  |
3p_2Po[3/2] -7d_2De[5/2]       1.060E-02   1.275E+09     192.252     3-  32   |      192.253  |   7.0  |
3p_2Po[3/2] -7d_2De[3/2]       1.170E-03   2.111E+08     192.252     3-  33   |      192.253  |   7.0  |
3p_2Po[3/2] -8s_2Se[1/2]       1.930E-03   7.248E+08     188.476     3-  37   |      188.476  |   7.0  |
3p_2Po[3/2] -8d_2De[3/2]       7.610E-04   1.479E+08     185.256     3-  40   |      185.256  |   7.0  |
3p_2Po[3/2] -8d_2De[5/2]       6.850E-03   8.876E+08     185.256     3-  41   |      185.256  |   7.0  |
3p_2Po[3/2] -9s_2Se            1.221E-03   4.870E+08    -182.860     3-  45   |               |        |
3p_2Po[3/2] -9d_2De[3/2]       5.210E-04   1.064E+08     180.765     3-  48   |      180.759  |   7.0  |
3p_2Po[3/2] -9d_2De[5/2]       4.700E-03   6.396E+08     180.765     3-  49   |      180.759  |   7.0  |
3p_2Po[3/2] -10s_2Se           8.332E-04   3.464E+08    -179.147     3-  53   |               |        |
3p_2Po[3/2] -10d_2De           3.772E-03   3.187E+08    -177.702     3-  55   |               |        |
3p_2Po[3/2] -11w2W             3.201E-03   1.148E+07    -175.313     3-  59   |               |        |
3p_2Po[3/2] -12w2W             2.383E-03   7.314E+06    -173.725     3-  60   |               |        |
3p_2Po[3/2] -13w2W             1.825E-03   4.842E+06    -172.509     3-  61   |               |        |
3p_2Po[3/2] -14w2W             1.432E-03   3.311E+06    -171.556     3-  62   |               |        |
3p_2Po[3/2] -15w2W             1.145E-03   2.327E+06    -170.794     3-  63   |               |        |
3p_2Po[3/2] -16w2W             9.305E-04   1.674E+06    -170.176     3-  64   |               |        |
3p_2Po[3/2] -17w2W             7.672E-04   1.230E+06    -169.668     3-  65   |               |        |
3p_2Po[3/2] -18w2W             6.403E-04   9.204E+05    -169.244     3-  66   |               |        |
3p_2Po[3/2] -19w2W             5.402E-04   6.998E+05    -168.886     3-  67   |               |        |
3p_2Po[3/2] -20w2W             4.600E-04   5.398E+05    -168.583     3-  68   |               |        |
3p_2Po[3/2] -21w2W             3.951E-04   4.219E+05    -168.322     3-  69   |               |        |
3p_2Po[3/2] -22w2W             3.419E-04   3.335E+05    -168.097     3-  70   |               |        |
3p_2Po[3/2] -23w2W             2.980E-04   2.665E+05    -167.901     3-  71   |               |        |
3p_2Po[3/2] -24w2W             2.612E-04   2.151E+05    -167.729     3-  72   |               |        |
3p_2Po[3/2] -25w2W             2.304E-04   1.751E+05    -167.578     3-  73   |               |        |
3p_2Po[3/2] -26w2W             2.042E-04   1.437E+05    -167.444     3-  74   |               |        |
3p_2Po[3/2] -27w2W             1.819E-04   1.189E+05    -167.325     3-  75   |               |        |
3p_2Po[3/2] -28w2W             1.627E-04   9.899E+04    -167.219     3-  76   |               |        |
3p_2Po[3/2] -29w2W             1.461E-04   8.298E+04    -167.124     3-  77   |               |        |
3p_2Po[3/2] -30w2W             1.317E-04   6.998E+04    -167.038     3-  78   |               |        |
3d_2De[3/2] -4p_2Po[1/2]       8.740E-02   2.756E+09     650.420     4-   7   |      650.420  |   3.0  |
3d_2De[3/2] -4p_2Po[3/2]       1.730E-02   2.744E+08     648.489     4-   8   |      648.489  |   3.0  |
3d_2De[3/2] -4d_2De[3/2]       1.536E-06   4.280E+04     489.298     4-   9   |               |   3.0  |
3d_2De[3/2] -4d_2De[5/2]       6.567E-07   1.220E+04     489.258     4-  10   |               |   3.0  |
3d_2De[3/2] -4f_2Fo[5/2]       8.850E-01   1.823E+10     464.624     4-  11   |      464.667  |   1.0  |
3d_2De[3/2] -4f_2Fo[7/2]       8.870E-01   1.370E+10     464.624     4-  12   |               |        |
3d_2De[3/2] -5p_2Po[1/2]       1.010E-02   1.016E+09     364.157     4-  14   |      364.157  |   7.0  |
3d_2De[3/2] -5p_2Po[3/2]       2.000E-03   1.008E+08     363.865     4-  15   |      363.892  |   7.0  |
3d_2De[3/2] -5f_2Fo[5/2]       1.660E-01   6.837E+09     328.583     4-  18   |      328.605  |   7.0  |
3d_2De[3/2] -5f_2Fo[7/2]       1.730E-01   5.343E+09     328.583     4-  19   |               |        |
3d_2De[3/2] -6p_2Po[1/2]       3.380E-03   5.094E+08     297.505     4-  22   |      297.499  |   7.0  |
3d_2De[3/2] -6p_2Po[3/2]       6.720E-04   5.068E+07     297.396     4-  23   |      297.416  |   7.0  |
3d_2De[3/2] -6f_2Fo[5/2]       6.150E-02   3.403E+09     283.473     4-  26   |      283.489  |   7.0  |
3d_2De[3/2] -6f_2Fo[7/2]       6.426E-02   2.667E+09     283.473     4-  27   |               |        |
3d_2De[3/2] -7p_2Po[1/2]       1.610E-03   2.968E+08     269.019     4-  30   |      269.026  |   7.0  |
3d_2De[3/2] -7p_2Po[3/2]       3.190E-04   2.941E+07     268.965     4-  31   |               |   7.0  |
3d_2De[3/2] -7f_2Fo[5/2]       3.030E-02   1.966E+09     261.802     4-  34   |      261.816  |   7.0  |
3d_2De[3/2] -8p_2Po[1/2]       9.236E-04   1.914E+08     253.706     4-  38   |               |        |
3d_2De[3/2] -8p_2Po[3/2]       1.847E-04   1.915E+07     253.673     4-  39   |               |        |
3d_2De[3/2] -8f_2Fo[5/2]       1.750E-02   1.251E+09     249.426     4-  42   |      249.440  |   7.0  |
3d_2De[3/2] -9p_2Po[1/2]       5.817E-04   1.300E+08     244.368     4-  46   |               |        |
3d_2De[3/2] -9p_2Po[3/2]       1.164E-04   1.300E+07     244.348     4-  47   |               |        |
3d_2De[3/2] -9f_2Fo[5/2]       1.110E-02   8.456E+08     241.602     4-  50   |      241.613  |   7.0  |
3d_2De[3/2] -10p_2Po           4.694E-04   3.679E+07    -238.192     4-  54   |               |        |
3d_2De[3/2] -10f_2Fo[5/2]      7.570E-03   6.029E+08     236.293     4-  56   |      236.304  |   7.0  |
3d_2De[3/2] -11w2W             4.645E-03   9.475E+06    -232.491     4-  59   |               |        |
3d_2De[3/2] -12w2W             3.423E-03   6.011E+06    -229.706     4-  60   |               |        |
3d_2De[3/2] -13w2W             2.603E-03   3.967E+06    -227.585     4-  61   |               |        |
3d_2De[3/2] -14w2W             2.029E-03   2.705E+06    -225.929     4-  62   |               |        |
3d_2De[3/2] -15w2W             1.615E-03   1.898E+06    -224.611     4-  63   |               |        |
3d_2De[3/2] -16w2W             1.307E-03   1.363E+06    -223.543     4-  64   |               |        |
3d_2De[3/2] -17w2W             1.074E-03   1.000E+06    -222.666     4-  65   |               |        |
3d_2De[3/2] -18w2W             8.942E-04   7.475E+05    -221.936     4-  66   |               |        |
3d_2De[3/2] -19w2W             7.526E-04   5.678E+05    -221.323     4-  67   |               |        |
3d_2De[3/2] -20w2W             6.397E-04   4.376E+05    -220.801     4-  68   |               |        |
3d_2De[3/2] -21w2W             5.485E-04   3.417E+05    -220.354     4-  69   |               |        |
3d_2De[3/2] -22w2W             4.740E-04   2.700E+05    -219.969     4-  70   |               |        |
3d_2De[3/2] -23w2W             4.125E-04   2.157E+05    -219.633     4-  71   |               |        |
3d_2De[3/2] -24w2W             3.613E-04   1.739E+05    -219.340     4-  72   |               |        |
3d_2De[3/2] -25w2W             3.183E-04   1.415E+05    -219.081     4-  73   |               |        |
3d_2De[3/2] -26w2W             2.819E-04   1.161E+05    -218.853     4-  74   |               |        |
3d_2De[3/2] -27w2W             2.508E-04   9.601E+04    -218.649     4-  75   |               |        |
3d_2De[3/2] -28w2W             2.242E-04   7.994E+04    -218.468     4-  76   |               |        |
3d_2De[3/2] -29w2W             2.013E-04   6.699E+04    -218.305     4-  77   |               |        |
3d_2De[3/2] -30w2W             1.813E-04   5.648E+04    -218.158     4-  78   |               |        |
