
********************************************************************************

                 Energy Levels and statistical weights for ArIV      

     Data is from the Opacity Project 
           Maximum energy included = Ionization energy =>   479437.
     Data is from NIST
           Maximum energy included = Ionization energy =>   481400.
           Packed according to J states by pack.f
     Data from the Opacity Project rewritten with NIST energies
           21 energies from NIST included
           329 energies from the Opacity Project scaled by  0.9769: 
           Oscillator strengths scaled to conserve (g*f)/(h*nu)
    Data from NIST: Split energy levels inserted   
         gf values split using REWRITE_OSC_V2
    Data from Mendoza.
         Intercombination transition inserted
    Data from Kurucz
         Kurucz gf values inserted where possible (30 matching levels)

********************************************************************************

24-Nov-1999                                      !Date
382                                              !Number of energy levels
481400.0000                                      !Ionization energy
4.0                                              !Screened nuclear charge
11390                                            !Number of transitions

3s2_3p3_4So[3/2]              4.0          0.00000000    14.432009     2.07727E+02        1
3s2_3p3_2Do[3/2]              4.0      21090.40000000    13.799735     2.17245E+02        2
3s2_3p3_2Do[5/2]              6.0      21219.30000000    13.795870     2.17306E+02        3
3s2_3p3_2Po[1/2]              2.0      34855.50000000    13.387067     2.23942E+02        4
3s2_3p3_2Po[3/2]              4.0      35032.60000000    13.381758     2.24031E+02        5
3s_3p4_4Pe[5/2]               6.0     117564.60000000    10.907511     2.74850E+02        6
3s_3p4_4Pe[3/2]               4.0     118516.40000000    10.878977     2.75570E+02        7
3s_3p4_4Pe[1/2]               2.0     119043.70000000    10.863169     2.75971E+02        8
3s_3p4_2De[3/2]               4.0     145920.50000000    10.057422     2.98081E+02        9
3s_3p4_2De[5/2]               6.0     146000.00000000    10.055039     2.98151E+02       10
3s2_3p2(3Pe)3d_2Pe[3/2]       4.0     166352.50000000     9.444886     3.17412E+02       11
3s2_3p2(3Pe)3d_2Pe[1/2]       2.0     167443.50000000     9.412179     3.18515E+02       12
3s_3p4_2Se[1/2]               2.0     177833.90000000     9.100683     3.29418E+02       13
3s2_3p2(3Pe)3d_4Fe[3/2]       4.0     180682.30000000     9.015290     3.32538E+02       14
3s2_3p2(3Pe)3d_4Fe[5/2]       6.0     181032.00000000     9.004806     3.32925E+02       15
3s2_3p2(3Pe)3d_4Fe[7/2]       8.0     181533.00000000     8.989787     3.33481E+02       16
3s2_3p2(3Pe)3d_4Fe[9/2]      10.0     182195.10000000     8.969937     3.34219E+02       17
3s2_3p2(1De)3d_2Fe           14.0     184308.03100000     8.906593     3.36596E+02       18
3s2_3p2(3Pe)3d_4De[1/2]       2.0     187289.80000000     8.817202     3.40009E+02       19
3s2_3p2(3Pe)3d_4De[3/2]       4.0     187397.10000000     8.813985     3.40133E+02       20
3s2_3p2(3Pe)3d_4De[5/2]       6.0     187820.80000000     8.801283     3.40624E+02       21
3s2_3p2(3Pe)3d_4De[7/2]       8.0     188823.80000000     8.771214     3.41791E+02       22
3s2_3p2(1De)3d_2Ge[7/2]       8.0     207760.80000000     8.203497     3.65445E+02       23
3s2_3p2(1De)3d_2Ge[9/2]      10.0     207859.90000000     8.200526     3.65577E+02       24
3s2_3p2(3Pe)3d_4Pe[5/2]       6.0     220786.10000000     7.813008     3.83709E+02       25
3s2_3p2(3Pe)3d_4Pe[3/2]       4.0     221300.40000000     7.797590     3.84468E+02       26
3s2_3p2(3Pe)3d_4Pe[1/2]       2.0     221626.80000000     7.787805     3.84951E+02       27
3s_3p4_2Pe[3/2]               4.0     222954.70000000     7.747995     3.86929E+02       28
3s_3p4_2Pe[1/2]               2.0     224017.40000000     7.716136     3.88527E+02       29
3s2_3p2(3Pe)3d_2De[3/2]       4.0     224753.00000000     7.694083     3.89640E+02       30
3s2_3p2(3Pe)3d_2De[5/2]       6.0     226142.30000000     7.652433     3.91761E+02       31
3s2_3p2(1De)3d_2De[5/2]       6.0     238673.90000000     7.276745     4.11987E+02       32
