****************************************************************************************************************************************************************************
****************************************************************************************************************************************************************************

Collision strengths (Omega[i,k]) for N V. The collisional excitation rate is defined by

           C(i,k)=8.63D-08 OMEGA(i,k) EXP(-U0) / Gi /sqrt(T_4).

We also use the same definition for the ionization collision strength.
For ionization of low lying levels we expect OMEGA(i,i) to be propotional to T.
T is units of 10^4 K.

 [Reference] Collision strengths for N\,{\sc v} for $n < 6$ are from \citep{LB11_Li_like}.

****************************************************************************************************************************************************************************
****************************************************************************************************************************************************************************

184                             !Number of transitions
13                              !Number of T values OMEGA tabulated at
1.0                             !Scaling factor for OMEGA (non-FILE values).
0.1                             !Value for OMEGA if f=0
                                                  
Transition\T                     5.0E-01    1.3E+00    2.5E+00    5.0E+00    1.3E+01    2.5E+01    5.0E+01    1.3E+02    2.5E+02    5.0E+02    1.3E+03    2.5E+03    5.0E+03
2s_2Se[1/2]-2p_2Po[1/2]        2.150E+00  2.160E+00  2.190E+00  2.240E+00  2.380E+00  2.570E+00  2.830E+00  3.340E+00  3.840E+00  4.420E+00  5.230E+00  5.840E+00  6.440E+00
2s_2Se[1/2]-2p_2Po[3/2]        4.280E+00  4.320E+00  4.370E+00  4.480E+00  4.770E+00  5.140E+00  5.660E+00  6.680E+00  7.690E+00  8.850E+00  1.050E+01  1.170E+01  1.290E+01
2s_2Se[1/2]-3s_2Se[1/2]        4.800E-01  4.660E-01  4.250E-01  3.640E-01  3.010E-01  2.760E-01  2.680E-01  2.750E-01  2.860E-01  2.970E-01  3.090E-01  3.150E-01  3.190E-01
2s_2Se[1/2]-3p_2Po[1/2]        1.430E-01  1.230E-01  9.980E-02  8.300E-02  7.010E-02  6.520E-02  6.740E-02  8.770E-02  1.200E-01  1.690E-01  2.550E-01  3.330E-01  4.190E-01
2s_2Se[1/2]-3p_2Po[3/2]        2.890E-01  2.490E-01  2.010E-01  1.670E-01  1.400E-01  1.300E-01  1.340E-01  1.750E-01  2.410E-01  3.380E-01  5.100E-01  6.660E-01  8.370E-01
2s_2Se[1/2]-3d_2De[3/2]        1.950E-01  1.680E-01  1.560E-01  1.540E-01  1.570E-01  1.640E-01  1.790E-01  2.130E-01  2.460E-01  2.780E-01  3.130E-01  3.290E-01  3.400E-01
2s_2Se[1/2]-3d_2De[5/2]        2.920E-01  2.510E-01  2.330E-01  2.290E-01  2.350E-01  2.460E-01  2.680E-01  3.200E-01  3.690E-01  4.190E-01  4.700E-01  4.950E-01  5.100E-01
2s_2Se[1/2]-4s_2Se[1/2]        8.920E-02  8.490E-02  7.600E-02  6.700E-02  5.830E-02  5.480E-02  5.370E-02  5.460E-02  5.630E-02  5.810E-02  6.030E-02  6.140E-02  6.220E-02
2s_2Se[1/2]-4p_2Po[1/2]        3.390E-02  3.120E-02  2.970E-02  2.790E-02  2.490E-02  2.330E-02  2.300E-02  2.630E-02  3.260E-02  4.250E-02  6.070E-02  7.740E-02  9.600E-02
