************************************************************************************************************************
 
 [Reference] C\,{\sc ii} oscillator strengths from \cite{DSK00_CII_recom} 
 [Reference]             (\& Peter Storey, private communication] 
 [Reference] Hydrogenic values used to expand atom.
 [Reference] NIST \cite[][2012-10-15]{NIST_V5} values used when available.

                 Energy Levels and statistical weights for C2
 
                              g        E(cm^-1)    10^15 Hz     eV       Lam(A)       ID      ARAD         C4          C6
************************************************************************************************************************
 
17-Oct-2000                                      !Format date
16-Oct-2012                                      !Date
338                                              !Number of energy levels
196664.7000                                      !Ionization energy
2.0                                              !Screened nuclear charge
8017                                             !Number of transitions
 
2s2_6f_2Fo[5/2]              6.0     184376.060000     0.36840     1.524    8.138E+03      53   8.039E+07   0.000E+00   0.000E+00
2s2_6f_2Fo[7/2]              8.0     184376.060000     0.36840     1.524    8.138E+03      54   8.038E+07   0.000E+00   0.000E+00
2s2_6g_2Ge[7/2]              8.0     184449.270000     0.36621     1.515    8.186E+03      55   4.111E+07   0.000E+00   0.000E+00
2s2_6g_2Ge[9/2]             10.0     184449.270000     0.36621     1.515    8.186E+03      56   4.111E+07   0.000E+00   0.000E+00
2s2_6z_2Z                   22.0     184472.222700     0.36552     1.512    8.202E+03     -57   2.684E+07   0.000E+00   0.000E+00
2s_2p(3Po)3p_4Se[3/2]        4.0     184690.980000     0.35896     1.485    8.352E+03      58   5.888E+07   0.000E+00   0.000E+00
2s2_7s_2Se[1/2]              2.0     185732.930000     0.32773     1.355    9.148E+03      59   9.206E+07   0.000E+00   0.000E+00
2s_2p(3Po)3p_4Pe[1/2]        2.0     186427.350000     0.30691     1.269    9.768E+03      60   9.262E+07   0.000E+00   0.000E+00
2s_2p(3Po)3p_4Pe[3/2]        4.0     186443.690000     0.30642     1.267    9.784E+03      61   9.269E+07   0.000E+00   0.000E+00
2s_2p(3Po)3p_4Pe[5/2]        6.0     186466.020000     0.30575     1.264    9.805E+03      62   9.297E+07   0.000E+00   0.000E+00
2s2_7p_2Po[1/2]              2.0     186745.900000     0.29736     1.230    1.008E+04      63   2.142E+07   0.000E+00   0.000E+00
2s2_7p_2Po[3/2]              4.0     186746.300000     0.29735     1.230    1.008E+04      64   2.141E+07   0.000E+00   0.000E+00
2s2_7d_2De[3/2]              4.0     187353.000000     0.27916     1.155    1.074E+04      65   4.652E+08   0.000E+00   0.000E+00
