 
******************************************************************************
 
       Photoionization cross-sections for Ca X
 
>> Data is from the Opacity project
>>   Verner high energy tail included for gnd level
>>   Smoothed with a gausian of width 3000 km/sec
 
          Types of cross sections included:
         -----------------------------------

          20 - Opacity Project: smoothed [number of data pairs]         
 
******************************************************************************
 
30-Mar-2002                             !Date
57                                      !Number of energy levels
1                                       !Number of photoionization routes
10.0                                    !Screened nuclear charge
2p6_1Se                                 !Final state in ion
0.0                                     !Excitation energy of final state
1.0                                     !Statistical weight of ion
3000.0                                  !Sigma used for Gaussian smoothing (km/s)
Megabarns                               !Cross-section unit
False                                   !Split J levels
1070                                    !Total number of data pairs
 
3s_2Se                                  !Configuration name
20                                      !Type of cross-section
68                                      !Number of cross-section points
1.0000E+00 1.341E-01
1.2326E+00 9.904E-02
1.5498E+00 6.198E-02
1.7206E+00 5.147E-02
1.9198E+00 4.233E-02
2.1313E+00 3.504E-02
2.3545E+00 2.920E-02
2.6010E+00 2.429E-02
2.8733E+00 2.016E-02
3.1584E+00 1.686E-02
3.4717E+00 1.407E-02
3.8162E+00 1.173E-02
4.1740E+00 9.848E-03
4.5653E+00 8.257E-03
4.9684E+00 6.981E-03
5.4073E+00 5.894E-03
5.8848E+00 4.968E-03
6.3728E+00 4.225E-03
6.9012E+00 3.588E-03
7.4734E+00 3.043E-03
8.0530E+00 2.604E-03
8.6773E+00 2.226E-03
9.3502E+00 1.900E-03
1.0075E+01 1.620E-03
1.0802E+01 1.395E-03
1.1582E+01 1.200E-03
1.3315E+01 8.843E-04
1.5231E+01 6.563E-04
1.7335E+01 4.905E-04
1.9633E+01 3.694E-04
2.2124E+01 2.804E-04
2.4809E+01 2.146E-04
2.7818E+01 1.638E-04
3.1039E+01 1.261E-04
3.4460E+01 9.794E-05
3.8257E+01 7.589E-05
4.2263E+01 5.937E-05
4.6687E+01 4.634E-05
5.1320E+01 3.653E-05
5.6131E+01 2.911E-05
6.1088E+01 2.344E-05
6.6484E+01 1.885E-05
7.2355E+01 1.513E-05
7.8355E+01 1.228E-05
8.4431E+01 1.009E-05
9.0977E+01 8.274E-06
9.7544E+01 6.868E-06
1.0459E+02 5.695E-06
1.1158E+02 4.780E-06
1.1904E+02 4.009E-06
1.2637E+02 3.405E-06
1.3415E+02 2.890E-06
1.4241E+02 2.450E-06
1.5968E+02 1.782E-06
1.7728E+02 1.329E-06
1.9487E+02 1.017E-06
2.1314E+02 7.881E-07
2.3081E+02 6.272E-07
2.4871E+02 5.058E-07
2.6534E+02 4.193E-07
2.8168E+02 3.524E-07
2.9753E+02 3.003E-07
3.3032E+02 2.209E-07
3.5949E+02 1.720E-07
3.8353E+02 1.419E-07
4.2580E+02 1.039E-07
4.5201E+02 8.685E-08
4.6572E+02 8.187E-08
3p_2Po                                  !Configuration name
20                                      !Type of cross-section
34                                      !Number of cross-section points
1.0000E+00 2.270E-01
1.2143E+00 1.616E-01
1.3960E+00 1.222E-01
1.5653E+00 9.698E-02
1.8084E+00 7.281E-02
2.0178E+00 5.853E-02
2.3196E+00 4.433E-02
2.5752E+00 3.600E-02
2.9458E+00 2.757E-02
3.2542E+00 2.257E-02
3.5949E+00 1.854E-02
4.0917E+00 1.432E-02
4.4976E+00 1.185E-02
4.8948E+00 1.001E-02
5.3271E+00 8.458E-03
5.7977E+00 7.146E-03
6.2784E+00 6.097E-03
6.7990E+00 5.203E-03
7.3627E+00 4.440E-03
8.0129E+00 3.751E-03
8.6773E+00 3.201E-03
9.4438E+00 2.704E-03
1.0965E+01 2.011E-03
1.2173E+01 1.631E-03
1.3856E+01 1.263E-03
1.5383E+01 1.023E-03
1.6741E+01 8.646E-04
1.8130E+01 7.377E-04
1.9731E+01 6.232E-04
