********************************************************************************

                 Energy Levels and statistical weights for N2        

********************************************************************************

08-Jul-1993                                      !Date
52                                               !Number of energy levels
238777.6667                                      !Ionization energy
2.0                                              !Screened nuclear charge
189                                              !Number of transitions

2p^2_3Pe        9.0        88.89000000    7.155710   4.18956E+02    1
2p^2_1De        5.0     15316.19000000    6.699207   4.47504E+02    2
2p^2_1Se        1.0     32688.64000000    6.178394   4.85227E+02    3
2p^3_5So        5.0     46784.56000000    5.755809   5.20852E+02    4
2p^3_3Do       15.0     92243.94330000    4.392971   6.82437E+02    5
2p^3_3Po        9.0    109217.47890000    3.884117   7.71842E+02    6
2p^3_1Do        5.0    144187.74000000    2.835735   1.05720E+03    7
2p3s3Po         9.0    149012.21110000    2.691101   1.11401E+03    8
2p3s1Po         3.0    149187.60000000    2.685843   1.11620E+03    9
2p^3_3So        3.0    155126.56000000    2.507797   1.19544E+03   10
2p3p1Pe         3.0    164610.56000000    2.223474   1.34831E+03   11
2p3p3De        15.0    166614.98670000    2.163383   1.38576E+03   12
2p^3_1Po        3.0    166765.46000000    2.158872   1.38865E+03   13
2p3p3Se         3.0    168892.01000000    2.095119   1.43091E+03   14
2p3p3Pe         9.0    170636.18110000    2.042830   1.46753E+03   15
2p3p1De         5.0    174211.83000000    1.935635   1.54881E+03   16
2p3p1Se         1.0    178273.18000000    1.813879   1.65277E+03   17
2p3d3Fo        21.0    186591.57000000    1.564500   1.91622E+03   18
2p3d1Do         5.0    187091.17000000    1.549522   1.93474E+03   19
2p3d3Do        15.0    187470.71870000    1.538144   1.94905E+03   20
2p3d3Po         9.0    188883.31100000    1.495795   2.00423E+03   21
2p3d1Fo         7.0    189334.96000000    1.482255   2.02254E+03   22
2p3d1Po         3.0    190120.04000000    1.458719   2.05518E+03   23
2p4s3Po         9.0    196652.48220000    1.262881   2.37388E+03   24
2p4s1Po         3.0    197858.49000000    1.226726   2.44384E+03   25
2p4p1Pe         3.0    202170.43000000    1.097457   2.73170E+03   26
2p4p3De        15.0    202799.67870000    1.078593   2.77948E+03   27
2p4p3Pe         9.0    203224.74110000    1.065850   2.81271E+03   28
2p4p3Se         3.0    203537.46000000    1.056475   2.83767E+03   29
2p4p1De         5.0    205349.98000000    1.002137   2.99153E+03   30
2p^2_3s5Pe     15.0    205674.41200000    0.992411   3.02085E+03   31
2p4p1Se         1.0    206910.04000000    0.955367   3.13798E+03   32
2p4d3Fo        21.0    209759.28710000    0.869949   3.44609E+03   33
2p4d1Do         5.0    209925.56000000    0.864964   3.46595E+03   34
2p4d3Do        15.0    210277.23000000    0.854422   3.50872E+03   35
2p4d3Po         9.0    210728.36000000    0.840897   3.56515E+03   36
2p4f1Fe         7.0    211029.87000000    0.831858   3.60389E+03   37
2p4f3Fe        21.0    211052.21100000    0.831188   3.60679E+03   38
2p4d1Fo         7.0    211103.43000000    0.829653   3.61347E+03   39
2p4f3Ge        27.0    211331.41890000    0.822818   3.64349E+03   40
2p4d1Po         3.0    211335.96000000    0.822682   3.64409E+03   41
2p4f1Ge         9.0    211401.83000000    0.820707   3.65286E+03   42
2p4f3De        15.0    211427.05530000    0.819951   3.65623E+03   43
2p4f1De         5.0    211490.10000000    0.818061   3.66467E+03   44
2p^2_3s3Pe      9.0    211802.69440000    0.808689   3.70714E+03   45
2p^3_'3Po       9.0    220232.13890000    0.555981   5.39214E+03   46
2p^2_3p3So      3.0    223068.82000000    0.470939   6.36584E+03   47
2p^2_3p5Do     25.0    223728.57680000    0.451160   6.64492E+03   48
2p^2_3p5Po     15.0    225641.59270000    0.393810   7.61262E+03   49
2p^2_3p3Do     15.0    229341.92000000    0.282877   1.05980E+04   50
2p^2_3p5So      5.0    229837.46000000    0.268021   1.11854E+04   51
2p^2_3p3Po      9.0    232583.56110000    0.185695   1.61444E+04   52


********************************************************************************

                        Oscillator strengths for N2        
             Wavelengths in air for lambda > 2000 Ang, else vacuum

********************************************************************************

  Transition                 f         A          Lam(A)    i-j  Trans. #

2p^2_3Pe  -2p^2_1De      1.437E-11  4.001E-03    6565.34    1-  2     1
2p^2_3Pe  -2p^2_1Se      5.321E-12  3.395E-02    3066.62    1-  3     2
2p^2_3Pe  -2p^3_3Do      1.409E-01  4.789E+08    1085.13    1-  5     3
2p^2_3Pe  -2p^3_3Po      2.252E-01  1.789E+09     916.35    1-  6     4
2p^2_3Pe  -2p3s3Po       7.670E-02  1.135E+09     671.49    1-  8     5
2p^2_3Pe  -2p^3_3So      2.372E-01  1.141E+10     645.00    1- 10     6
2p^2_3Pe  -2p3d3Do       2.987E-01  4.197E+09     533.67    1- 20     7
2p^2_3Pe  -2p3d3Po       1.031E-01  2.451E+09     529.68    1- 21     8
2p^2_3Pe  -2p4s3Po       1.121E-02  2.889E+08     508.74    1- 24     9
2p^2_3Pe  -2p4d3Do       1.197E-01  2.116E+09     475.76    1- 35    10
2p^2_3Pe  -2p4d3Po       4.278E-02  1.266E+09     474.74    1- 36    11
2p^2_3Pe  -2p^2_3p3So    1.467E-03  1.460E+08     448.47    1- 47    12
2p^2_3Pe  -2p^2_3p3Do    1.305E-02  2.745E+08     436.20    1- 50    13
2p^2_3Pe  -2p^2_3p3Po    3.256E-03  1.174E+08     430.12    1- 52    14
2p^2_1De  -2p^2_1Se      1.113E-09  1.120E+00    5754.64    2-  3    15
2p^2_1De  -2p^3_1Do      2.264E-01  2.508E+09     775.97    2-  7    16
2p^2_1De  -2p3s1Po       1.834E-01  3.654E+09     746.99    2-  9    17
2p^2_1De  -2p^3_1Po      1.843E-01  4.699E+09     660.29    2- 13    18
2p^2_1De  -2p3d1Do       1.475E-01  2.903E+09     582.16    2- 19    19
2p^2_1De  -2p3d1Fo       2.560E-01  3.694E+09     574.65    2- 22    20
2p^2_1De  -2p3d1Po       2.394E-04  8.132E+06     572.07    2- 23    21
2p^2_1De  -2p4s1Po       5.144E-03  1.906E+08     547.82    2- 25    22
2p^2_1De  -2p4d1Do       4.944E-02  1.249E+09     513.85    2- 34    23
2p^2_1De  -2p4d1Fo       1.017E-01  1.857E+09     510.76    2- 39    24
2p^2_1De  -2p4d1Po       8.462E-07  3.615E+04     510.15    2- 41    25
2p^2_1Se  -2p3s1Po       1.610E-02  4.858E+07     858.38    3-  9    26
2p^2_1Se  -2p^3_1Po      6.012E-03  2.403E+07     745.84    3- 13    27
2p^2_1Se  -2p3d1Po       4.268E-01  2.352E+09     635.20    3- 23    28
2p^2_1Se  -2p4s1Po       6.198E-02  3.760E+08     605.44    3- 25    29
2p^2_1Se  -2p4d1Po       1.585E-01  1.125E+09     559.76    3- 41    30
2p^3_5So  -2p^2_3s5Pe    2.002E-01  1.124E+09     629.37    4- 31    31
2p^3_3Do  -2p3p3De       5.651E-03  2.085E+07    1344.61    5- 12    32
2p^3_3Do  -2p3p3Pe       2.744E-02  1.875E+08    1275.64    5- 15    33
2p^3_3Do  -2p4p3De       2.747E-03  2.240E+07     904.52    5- 27    34
2p^3_3Do  -2p4p3Pe       4.718E-02  6.460E+08     901.06    5- 28    35
2p^3_3Do  -2p4f3Fe       1.247E-03  8.386E+06     841.69    5- 38    36
2p^3_3Do  -2p4f3De       1.460E-04  1.383E+06     839.05    5- 43    37
2p^3_3Do  -2p^2_3s3Pe    8.713E-02  1.385E+09     836.41    5- 45    38
2p^3_3Po  -2p3p3De       6.042E-02  7.966E+07    1742.24    6- 12    39
2p^3_3Po  -2p3p3Se       3.793E-02  2.703E+08    1675.76    6- 14    40
2p^3_3Po  -2p3p3Pe       3.281E-03  8.256E+06    1628.17    6- 15    41
2p^3_3Po  -2p4p3De       4.488E-03  1.573E+07    1068.58    6- 27    42
2p^3_3Po  -2p4p3Pe       1.265E-02  7.457E+07    1063.75    6- 28    43
2p^3_3Po  -2p4p3Se       7.858E-03  1.399E+08    1060.22    6- 29    44
2p^3_3Po  -2p4f3De       1.739E-03  7.271E+06     978.38    6- 43    45
