
********************************************************************************

            Dielectronic Transitions for N2
            LTDR transitions with ALPHA(DIE) < 1.00E-02 (*10^-12) ignored
	    Level names are proceed by 2s^2 except
                     (i)  2p^2_nl terms which are proceed by 2s
                    (ii)  2p^3 terms proceed by 2s
                    (iii) 2p^4 term - as is
            N2 core configurations are:
                          		2s^2 2p (2Po)
                          		2s 2p^2 (4P)
                          		2s 2p^2 (2D)    Denoted by '
                          		2s 2p^2 (2S)    Denoted by ''
                          		2s 2p^2 (2P)    Denoted by '''
	    Some of the '' and ''' definitions may be incorrect for
            dielectronic levels.

********************************************************************************

01-Sep-1989                                      !Date
238778.0000                                      !Ionization energy
2.0                                              !Screened nuclear charge
33                                               !Number of dielectronic transitions

  Transition                        f           A          Lam(A)     Gu      v(exc)          a(10^4)   a(2x10^4)  a(3x10^4)

2p^3_1Do     -2p^4_1De          4.248E-01   3.873E+09      855.33     5.0   6.6652E-01       2.726E-02  4.772E-02  4.427E-02     1
2p^3_1Do     -2p^2_3d'1Fe       2.996E-01   2.980E+09      692.13     7.0   1.4929E+00       5.563E-04  7.074E-03  1.271E-02     2
2p^3_3Do     -2p^4_3Pe          5.603E-02   1.439E+09      657.94     9.0   1.6081E-01       2.065E-01  1.074E-01  6.648E-02     1
2p^3_3Do     -2p^2_3d3Fe        2.740E-01   3.124E+09      646.40    21.0   2.4218E-01       7.079E-01  4.475E-01  2.957E-01     2
2p^2_3p3Do   -2p^2_3d3Fe        6.836E-01   1.078E+08     5496.48    21.0   2.4218E-01       2.443E-02  1.544E-02  1.020E-02     3
2p^3_3Do     -2p^2_3d3De        5.396E-02   8.846E+08      637.85    15.0   3.0433E-01       1.063E-01  7.797E-02  5.414E-02     4
2p^3_3Po     -2p^2_3d3De        2.461E-01   1.925E+09      715.29    15.0   3.0433E-01       2.312E-01  1.697E-01  1.178E-01     5
2p^3_3Do     -2p^2_3s3De        9.355E-02   1.583E+09      627.84    15.0   3.7922E-01       1.327E-01  1.166E-01  8.595E-02     6
2p^3_3Po     -2p^2_3s3De        1.119E-01   9.071E+08      702.73    15.0   3.7922E-01       7.606E-02  6.680E-02  4.925E-02     7
2p3s3Po      -2p^2_3s3De        1.465E-01   6.160E+08      975.56    15.0   3.7922E-01       5.165E-02  4.537E-02  3.345E-02     8
2p^3_3Do     -2p^2_3d3Pe        1.303E-01   3.807E+09      616.88     9.0   4.6409E-01       1.274E-01  1.372E-01  1.083E-01     9
2p^3_3Po     -2p^2_3d3Pe        6.298E-02   8.849E+08      689.02     9.0   4.6409E-01       2.962E-02  3.190E-02  2.517E-02    10
2p^3_3So     -2p^2_3d3Pe        4.039E-01   8.842E+08     1007.84     9.0   4.6409E-01       2.960E-02  3.187E-02  2.515E-02    11
2p^3_3Po     -2p^2_4s3Pe        9.755E-02   1.459E+09      667.82     9.0   6.0224E-01       2.517E-02  3.775E-02  3.327E-02    12
2p^2_3Pe     -2p^2_4p3Do        2.568E-02   7.077E+08      381.09    15.0   7.0810E-01       1.224E-02  2.367E-02  2.270E-02    13
2p^3_3Do     -2p^2_4d3Fe        1.221E-01   1.806E+09      567.44    21.0   8.8753E-01       1.849E-02  5.499E-02  6.087E-02    14
2p3p3De      -2p^2_3p3Fo        8.311E-02   4.190E+08      972.14    21.0   9.1772E-01       3.710E-03  1.187E-02  1.346E-02    15
2p^3_3Do     -2p^2_4d3De        3.160E-02   6.623E+08      564.12    15.0   9.1862E-01       4.171E-03  1.337E-02  1.517E-02    16
2p^3_3Po     -2p^2_4d3De        1.240E-01   1.275E+09      623.85    15.0   9.1862E-01       8.030E-03  2.573E-02  2.921E-02    17
2p^3_3Do     -2p^2_4d3Pe        4.167E-02   1.465E+09      562.30     9.0   9.3586E-01       5.096E-03  1.702E-02  1.959E-02    18
2p^3_3Po     -2p^2_4d3Pe        9.176E-02   1.584E+09      621.62     9.0   9.3586E-01       5.510E-03  1.841E-02  2.118E-02    19
2p^3_3Po     -2p^2_5s3Pe        5.525E-02   9.972E+08      607.94     9.0   1.0444E+00       2.061E-03  8.930E-03  1.121E-02    20
2p^2_3Pe     -2p^2_5p3Do        4.410E-02   1.332E+09      364.01    15.0   1.0772E+00       3.918E-03  1.837E-02  2.367E-02    21
2p^2_3Pe     -2p^2_5p3Po        2.483E-02   1.257E+09      362.96     9.0   1.1011E+00       1.978E-03  9.824E-03  1.290E-02    22
2p^3_3Do     -2p^2_5d3Fe        1.746E-01   2.884E+09      537.14    21.0   1.1855E+00       7.063E-03  4.295E-02  6.035E-02    23
2p^3_3Do     -2p^2_5d3De        5.827E-02   1.358E+09      535.01    15.0   1.2078E+00       2.135E-03  1.369E-02  1.959E-02    24
2p^3_3Po     -2p^2_5d3De        2.432E-01   2.811E+09      588.45    15.0   1.2078E+00       4.419E-03  2.835E-02  4.055E-02    25
2p^3_3Po     -2p^2_5d3Pe        1.920E-01   3.707E+09      587.82     9.0   1.2132E+00       3.407E-03  2.214E-02  3.181E-02    26
2p3s3Po      -2p^2_3s''3Se      1.228E-01   4.268E+09      758.67     3.0   1.2577E+00       1.056E-03  7.636E-03  1.137E-02    27
2p^3_3Do     -2p^2_3d'3Fe       2.177E-01   3.963E+09      511.65    21.0   1.4637E+00       2.554E-03  3.028E-02  5.314E-02    28
2p^3_3Do     -2p^2_3d'3De       1.324E-01   3.410E+09      508.91    15.0   1.4952E+00       1.349E-03  1.725E-02  3.106E-02    29
2p^3_3Po     -2p^2_3d'3De       1.092E-01   1.409E+09      557.02    15.0   1.4952E+00       5.576E-04  7.129E-03  1.283E-02    30
2p3s3Po      -2p^2_3s'''3Pe     3.800E-01   5.472E+09      680.59     9.0   1.7111E+00       4.610E-04  9.895E-03  2.117E-02    31

Triplet states.
LTDR for listed auoionizing states                                                           1.837E+00  1.667E+00  1.417E+00
Total LTDR auoionizing states                                                                1.911E+00  1.817E+00  1.602E+00
LTDR for all listed states                                                                   1.837E+00  1.667E+00  1.417E+00
Total LTDR for all states                                                                    1.918E+00  1.831E+00  1.616E+00

Singlet States.
LTDR for listed auoionizing states                                                           2.782E-02  5.479E-02  5.698E-02
Total LTDR auoionizing states                                                                4.376E-02  1.111E-01  1.349E-01
LTDR for all listed states                                                                   2.782E-02  5.479E-02  5.698E-02
Total LTDR for all states                                                                    4.376E-02  1.111E-01  1.349E-01
