
********************************************************************************

                 Dielectronic Transitions for C2DOUB    
                 LTDR transitions with ALPHA(DIE) < 1.00E-02 (*10^-12) ignored

********************************************************************************

01-Sep-1989                             !Date
196622.0000                             !Ionization energy
2.0                                     !Screened nuclear charge
64                                      !Number of dielectronic transitions

  Transition                f           A          Lam(A)     Gu      v(exc)          a(10^4)   a(2x10^4)  a(3x10^4)

2s2s2p2Po-2s2p3p2Se     1.721E-03   1.332E+08      508.54     2.0   3.8974E-04       5.504E-02  1.948E-02  1.061E-02     1
2s2s3p2Po-2s2p3p2Se     6.915E-03   5.837E+07     1539.73     2.0   3.8974E-04       2.412E-02  8.536E-03  4.648E-03     2
2p2p2p2Po-2s2p3p2Se     2.072E-02   3.235E+07     3579.65     2.0   3.8974E-04       1.337E-02  4.731E-03  2.576E-03     3
2s2s5p2Po-2s2p3p2Se     2.759E-02   2.525E+07     4676.06     2.0   3.8974E-04       1.043E-02  3.692E-03  2.011E-03     4
2s2p3s2Po-2s2p3p2Se     8.101E-02   5.785E+07     5293.67     2.0   3.8974E-04       2.391E-02  8.460E-03  4.606E-03     5
2s2p2p2De-2s2p3d2Do     1.849E-01   1.881E+09      809.69    10.0   5.3005E-02   #   3.019E+00  1.212E+00  6.884E-01     6
2s2p2p2Pe-2s2p3d2Do     2.183E-01   6.733E+08     1139.17    10.0   5.3005E-02   #   1.081E+00  4.339E-01  2.464E-01     7
2s2p3p2Pe-2s2p3d2Do     4.066E-01   4.374E+07     6099.27    10.0   5.3005E-02   #   7.021E-02  2.819E-02  1.601E-02     8
2s2p2p2De-2s2p3d2Fo     3.178E-01   2.367E+09      799.76    14.0   9.8964E-02       4.266E+00  1.913E+00  1.127E+00     9
2s2s3d2De-2s2p3d2Fo     4.522E-03   6.380E+06     1837.68    14.0   9.8964E-02       1.150E-02  5.155E-03  3.037E-03    10
2s2p3p2De-2s2p3d2Fo     4.819E-01   2.965E+07     8799.50    14.0   9.8964E-02       5.344E-02  2.396E-02  1.412E-02    11
2s2p2p2Se-2s2p3d2Po     4.630E-01   1.150E+09      946.09     6.0   1.6561E-01       6.451E-01  3.394E-01  2.109E-01    12
2s2p2p2Pe-2s2p3d2Po     1.113E-01   6.222E+08     1092.43     6.0   1.6561E-01       3.490E-01  1.836E-01  1.141E-01    13
2s2s3s2Se-2s2p3d2Po     1.007E-01   1.642E+08     1167.50     6.0   1.6561E-01       9.211E-02  4.846E-02  3.011E-02    14
2s2p3p2Pe-2s2p3d2Po     8.129E-02   2.202E+07     4962.41     6.0   1.6561E-01       1.235E-02  6.498E-03  4.038E-03    15
2s2p2p2De-2s2p4s2Po     9.156E-03   1.933E+08      725.65     6.0   4.8181E-01       2.377E-02  2.671E-02  2.138E-02    16
2s2p2p2Se-2s2p4s2Po     9.426E-02   2.832E+08      860.25     6.0   4.8181E-01       3.483E-02  3.913E-02  3.132E-02    17
2s2p3p2De-2s2p4s2Po     1.612E-01   1.044E+08     4143.43     6.0   4.8181E-01       1.284E-02  1.443E-02  1.154E-02    18
2s2s2p2Po-2s2p4p2Pe     1.229E-02   3.768E+08      466.45     6.0   5.3235E-01   #   3.636E-02  4.612E-02  3.843E-02    19
2p2p2p2Po-2s2p4p2Pe     1.024E-01   1.425E+08     2189.13     6.0   5.3235E-01   #   1.375E-02  1.744E-02  1.453E-02    20
2s2s2p2Po-2s2p4p2De     1.641E-02   3.090E+08      461.06    10.0   6.0748E-01       3.465E-02  5.264E-02  4.658E-02    21
2s2s3p2Po-2s2p4p2De     2.774E-02   8.059E+07     1173.75    10.0   6.0748E-01       9.037E-03  1.373E-02  1.215E-02    22
2s2p2p2De-2s2p4d2Do     6.721E-02   9.515E+08      686.43    10.0   7.1787E-01   #   6.282E-02  1.244E-01  1.202E-01    23
2s2p2p2Pe-2s2p4d2Do     5.220E-02   2.526E+08      909.42    10.0   7.1787E-01   #   1.668E-02  3.301E-02  3.191E-02    24
2p2p2p2Do-2s2p4f2Fe     2.451E-02   5.825E+07     1415.77    14.0   7.3241E-01   #   5.021E-03  1.029E-02  1.007E-02    25
2s2p2p2De-2s2p4d2Fo     1.370E-01   1.402E+09      682.33    14.0   7.4413E-01       1.142E-01  2.409E-01  2.378E-01    26
2s2p2p2Se-2s2p4d2Po     1.528E-01   5.375E+08      795.06     6.0   7.6758E-01       1.677E-02  3.741E-02  3.763E-02    27
2s2p2p2Pe-2s2p4d2Po     2.493E-02   2.072E+08      895.91     6.0   7.6758E-01       6.466E-03  1.442E-02  1.451E-02    28
2s2s3s2Se-2s2p4d2Po     1.095E-01   2.722E+08      945.78     6.0   7.6758E-01       8.494E-03  1.895E-02  1.906E-02    29
