**************************************************************************************************************************
**************************************************************************************************************************

Collision strengths (Omega[i,k]) for HYD. The collisional excitation rate
is defined by

           C(i,k)=8.63D-08 Ne OMEGA(i,k) EXP(-U0) / Gi /sqrt(T_4).

We also use the same definition for the ionization collision strength.
For ionization of low lying levels we expect OMEGA(i,i) to be propotional to T.

For pure l changing collisions, collision with protons are more important. Since Ne is 
generally approximately Np, we have used the proton rates in this file. They are 20 to 
30 times larger than the pure electron rates (approximately 40 times rates in other
collision file). They have been computed using the formulation of Pengelly and Seaton 
(MNRAS, 1964, Vol 172, p165), and assume Ne=10^10. This is dirty fix.

Bug fix (1-Jun-2007): 4f_2Fo-->4F_2Fo

**************************************************************************************************************************
**************************************************************************************************************************

662                                                         !Number of transitions
9                                                           !Number of T values OMEGA tabulated at.
1.0                                                         !Scaling factor for OMEGA (non-file values)
0.1                                                         !Value for OMEGA if f=0

Transition\T         0.2         0.5         1.0         2.0         5.0        10.0        20.0        50.0       100.0

1___-    I         0.0171      0.0427      0.0969      0.2167      0.6172      1.3488      2.6977      6.7442     13.4884
1___-2s_2Se         0.2537      0.2537      0.2721      0.2960      0.3096      0.3226      0.3226      0.3226      0.3226
1___-2p_2Po         0.4088      0.4088      0.4739      0.6050      1.0089      1.3182      1.3182      1.3182      1.3182
1___-3s_2Se       4.97E-02    4.97E-02    4.59E-02    4.12E-02    4.20E-02    4.58E-02    4.58E-02    4.58E-02    4.58E-02
1___-3p_2Po         0.0908      0.0908      0.0939      0.1072      0.1816      0.2399      0.2399      0.2399      0.2399
1___-3d_2De       5.26E-02    5.26E-02    5.67E-02    6.45E-02    8.55E-02    9.87E-02    9.87E-02    9.87E-02    9.87E-02
1___-4s_2Se       1.14E-03    1.14E-03    2.05E-03    3.74E-03    7.94E-03    1.02E-02    1.02E-02    1.02E-02    1.02E-02
1___-4p_2Po       6.48E-03    6.48E-03    1.13E-02    2.07E-02    4.73E-02    6.57E-02    6.57E-02    6.57E-02    6.57E-02
1___-4d_2De       4.47E-03    4.47E-03    7.39E-03    1.27E-02    2.49E-02    3.16E-02    3.16E-02    3.16E-02    3.16E-02
1___-4f_2Fo       5.01E-03    5.01E-03    6.36E-03    8.06E-03    8.57E-03    8.93E-03    8.93E-03    8.93E-03    8.93E-03
1___-5___        2.34E-02    2.34E-02    2.64E-02    3.24E-02    4.99E-02    6.20E-02    6.20E-02    6.20E-02    6.20E-02
1___-6___        1.31E-02    1.31E-02    1.48E-02    1.81E-02    2.80E-02    3.48E-02    3.48E-02    3.48E-02    3.48E-02
1___-7___        8.05E-03    8.05E-03    9.11E-03    1.12E-02    1.73E-02    2.15E-02    2.15E-02    2.15E-02    2.15E-02
1___-8___        5.33E-03    5.33E-03    6.03E-03    7.41E-03    1.14E-02    1.42E-02    1.42E-02    1.42E-02    1.42E-02
1___-9___        3.71E-03    3.71E-03    4.20E-03    5.16E-03    7.97E-03    9.91E-03    9.91E-03    9.91E-03    9.91E-03
1___-10___       2.68E-03    2.68E-03    3.04E-03    3.74E-03    5.77E-03    7.18E-03    7.18E-03    7.18E-03    7.18E-03
1___-11___       2.01E-03    2.01E-03    2.27E-03    2.80E-03    4.32E-03    5.37E-03    5.37E-03    5.37E-03    5.37E-03
1___-12___       1.54E-03    1.54E-03    1.74E-03    2.15E-03    3.32E-03    4.13E-03    4.13E-03    4.13E-03    4.13E-03
1___-13___       1.21E-03    1.21E-03    1.37E-03    1.68E-03    2.60E-03    3.24E-03    3.24E-03    3.24E-03    3.24E-03
1___-14___       9.65E-04    9.65E-04    1.09E-03    1.35E-03    2.08E-03    2.59E-03    2.59E-03    2.59E-03    2.59E-03
1___-15___       7.83E-04    7.83E-04    8.87E-04    1.09E-03    1.69E-03    2.10E-03    2.10E-03    2.10E-03    2.10E-03
1___-16___       4.95E-04    5.08E-04    5.55E-04    6.62E-04    1.00E-03    1.51E-03    2.31E-03    3.85E-03    5.35E-03
1___-17___       4.12E-04    4.23E-04    4.62E-04    5.51E-04    8.34E-04    1.26E-03    1.92E-03    3.20E-03    4.45E-03
1___-18___       3.47E-04    3.56E-04    3.88E-04    4.63E-04    7.01E-04    1.06E-03    1.62E-03    2.69E-03    3.74E-03
1___-19___       2.94E-04    3.02E-04    3.30E-04    3.94E-04    5.96E-04    8.98E-04    1.37E-03    2.29E-03    3.18E-03
1___-20___       2.52E-04    2.59E-04    2.82E-04    3.37E-04    5.10E-04    7.69E-04    1.18E-03    1.96E-03    2.72E-03
1___-21___       2.18E-04    2.23E-04    2.44E-04    2.91E-04    4.40E-04    6.64E-04    1.01E-03    1.69E-03    2.35E-03
1___-22___       1.89E-04    1.94E-04    2.12E-04    2.53E-04    3.83E-04    5.77E-04    8.82E-04    1.47E-03    2.04E-03
1___-23___       1.65E-04    1.70E-04    1.85E-04    2.21E-04    3.35E-04    5.04E-04    7.71E-04    1.28E-03    1.78E-03
1___-24___       1.46E-04    1.49E-04    1.63E-04    1.94E-04    2.94E-04    4.44E-04    6.78E-04    1.13E-03    1.57E-03
1___-25___       1.29E-04    1.32E-04    1.44E-04    1.72E-04    2.60E-04    3.92E-04    6.00E-04    9.99E-04    1.39E-03
1___-26___       1.14E-04    1.17E-04    1.28E-04    1.53E-04    2.31E-04    3.49E-04    5.33E-04    8.88E-04    1.23E-03
1___-27___       1.02E-04    1.05E-04    1.14E-04    1.36E-04    2.06E-04    3.11E-04    4.75E-04    7.92E-04    1.10E-03
1___-28___       9.15E-05    9.38E-05    1.02E-04    1.22E-04    1.85E-04    2.79E-04    4.26E-04    7.10E-04    9.87E-04
1___-29___       8.23E-05    8.44E-05    9.22E-05    1.10E-04    1.66E-04    2.51E-04    3.83E-04    6.39E-04    8.88E-04
1___-30___       7.44E-05    7.62E-05    8.32E-05    9.93E-05    1.50E-04    2.27E-04    3.46E-04    5.77E-04    8.02E-04

2s_2Se-    I         0.4112      1.0280      2.1688      4.4419     10.4487     17.5035     35.0069     87.5174    175.0347
2s_2Se-2p_2Po      2.51E+04    2.91E+04    3.21E+04    3.50E+04    3.91E+04    4.21E+04    4.51E+04    4.91E+04    5.21E+04
2s_2Se-3s_2Se         1.3901      1.3901      1.3200      1.3158      1.9429      2.4220      2.4220      2.4220      2.4220
2s_2Se-3p_2Po         2.4047      2.4047      2.3557      2.5605      4.8095      6.9844      6.9844      6.9844      6.9844
2s_2Se-3d_2De         2.6373      2.6373      3.9313      6.2838     11.7804     14.7450     14.7450     14.7450     14.7450
2s_2Se-4s_2Se         0.0599      0.0599      0.0998      0.1735      0.3544      0.4615      0.4615      0.4615      0.4615
2s_2Se-4p_2Po         0.1908      0.1908      0.3139      0.5506      1.2205      1.7196      1.7196      1.7196      1.7196
2s_2Se-4d_2De         0.3386      0.3386      0.5448      0.9033      1.6536      2.0339      2.0339      2.0339      2.0339
2s_2Se-4f_2Fo         0.3601      0.3601      0.5838      0.9704      1.7504      2.1012      2.1012      2.1012      2.1012
2s_2Se-5___          0.7084      0.7084      1.0263      1.5911      2.8403      3.4920      3.4920      3.4920      3.4920
2s_2Se-6___          0.3523      0.3523      0.5119      0.7947      1.4154      1.7380      1.7380      1.7380      1.7380
2s_2Se-7___          0.2031      0.2031      0.2957      0.4593      0.8172      1.0025      1.0025      1.0025      1.0025
2s_2Se-8___          0.1286      0.1286      0.1875      0.2915      0.5183      0.6358      0.6358      0.6358      0.6358
2s_2Se-9___          0.0870      0.0870      0.1269      0.1973      0.3507      0.4300      0.4300      0.4300      0.4300
2s_2Se-10___         0.0617      0.0617      0.0901      0.1401      0.2490      0.3053      0.3053      0.3053      0.3053
2s_2Se-11___         0.0832      0.0832      0.1215      0.1890      0.3358      0.4117      0.4117      0.4117      0.4117
2s_2Se-12___         0.0631      0.0631      0.0922      0.1435      0.2549      0.3124      0.3124      0.3124      0.3124
2s_2Se-13___         0.0491      0.0491      0.0717      0.1116      0.1983      0.2430      0.2430      0.2430      0.2430
2s_2Se-14___         0.0389      0.0389      0.0569      0.0886      0.1574      0.1929      0.1929      0.1929      0.1929
2s_2Se-15___         0.0314      0.0314      0.0459      0.0715      0.1270      0.1556      0.1556      0.1556      0.1556
2s_2Se-16___       5.20E-03    6.45E-03    8.69E-03    1.29E-02    2.26E-02    3.34E-02    4.72E-02    6.90E-02    8.74E-02
2s_2Se-17___       4.31E-03    5.34E-03    7.20E-03    1.07E-02    1.87E-02    2.77E-02    3.91E-02    5.71E-02    7.24E-02
2s_2Se-18___       3.61E-03    4.48E-03    6.03E-03    8.94E-03    1.57E-02    2.32E-02    3.27E-02    4.79E-02    6.07E-02
2s_2Se-19___       3.06E-03    3.79E-03    5.10E-03    7.56E-03    1.33E-02    1.96E-02    2.77E-02    4.05E-02    5.14E-02
2s_2Se-20___       2.61E-03    3.24E-03    4.36E-03    6.46E-03    1.13E-02    1.68E-02    2.37E-02    3.46E-02    4.39E-02
2s_2Se-21___       2.25E-03    2.79E-03    3.75E-03    5.56E-03    9.74E-03    1.44E-02    2.04E-02    2.98E-02    3.78E-02
2s_2Se-22___       1.95E-03    2.42E-03    3.25E-03    4.82E-03    8.45E-03    1.25E-02    1.77E-02    2.59E-02    3.28E-02
2s_2Se-23___       1.71E-03    2.11E-03    2.84E-03    4.21E-03    7.37E-03    1.09E-02    1.54E-02    2.26E-02    2.86E-02
2s_2Se-24___       1.50E-03    1.85E-03    2.50E-03    3.70E-03    6.48E-03    9.60E-03    1.36E-02    1.98E-02    2.51E-02
2s_2Se-25___       1.32E-03    1.64E-03    2.20E-03    3.26E-03    5.72E-03    8.47E-03    1.20E-02    1.75E-02    2.22E-02
2s_2Se-26___       1.17E-03    1.45E-03    1.96E-03    2.90E-03    5.07E-03    7.52E-03    1.06E-02    1.55E-02    1.97E-02
2s_2Se-27___       1.05E-03    1.30E-03    1.74E-03    2.58E-03    4.52E-03    6.70E-03    9.47E-03    1.39E-02    1.76E-02
2s_2Se-28___       9.38E-04    1.16E-03    1.56E-03    2.31E-03    4.05E-03    6.00E-03    8.48E-03    1.24E-02    1.57E-02
2s_2Se-29___       8.43E-04    1.04E-03    1.40E-03    2.08E-03    3.64E-03    5.40E-03    7.62E-03    1.11E-02    1.41E-02
2s_2Se-30___       7.61E-04    9.41E-04    1.27E-03    1.87E-03    3.29E-03    4.87E-03    6.88E-03    1.01E-02    1.28E-02

2p_2Po-    I         1.2336      3.0840      6.5063     13.3257     31.3462     52.5104    105.0208    262.5521    525.1042
2p_2Po-3s_2Se         2.2272      2.2272      2.3360      2.5243      2.9489      3.2495      3.2495      3.2495      3.2495
2p_2Po-3p_2Po         7.3363      7.3363      7.7626      8.7987     12.5703     14.9124     14.9124     14.9124     14.9124
2p_2Po-3d_2De        11.5027     11.5027     15.2920     23.8126     53.1520     73.3323     73.3323     73.3323     73.3323
2p_2Po-4s_2Se         0.1532      0.1532      0.2439      0.3981      0.6982      0.8362      0.8362      0.8362      0.8362
2p_2Po-4p_2Po         0.5778      0.5778      0.9434      1.5855      2.9534      3.6260      3.6260      3.6260      3.6260
2p_2Po-4d_2De         0.8740      0.8740      1.7699      3.6444      9.3684     12.9265     12.9265     12.9265     12.9265
2p_2Po-4f_2Fo         0.8883      0.8883      1.5129      2.6524      5.2889      6.6015      6.6015      6.6015      6.6015
2p_2Po-5___          2.1250      2.1250      3.0783      4.7722      8.5179     10.4713     10.4713     10.4713     10.4713
2p_2Po-6___          1.0570      1.0570      1.5360      2.3847      4.2477      5.2157      5.2157      5.2157      5.2157
2p_2Po-7___          0.6092      0.6092      0.8869      1.3780      2.4516      3.0081      3.0081      3.0081      3.0081
2p_2Po-8___          0.3859      0.3859      0.5624      0.8742      1.5543      1.9062      1.9062      1.9062      1.9062
2p_2Po-9___          0.2609      0.2609      0.3806      0.5919      1.0521      1.2900      1.2900      1.2900      1.2900
2p_2Po-10___         0.1852      0.1852      0.2703      0.4205      0.7474      0.9163      0.9163      0.9163      0.9163
2p_2Po-11___         0.0987      0.0987      0.1440      0.2241      0.3982      0.4881      0.4881      0.4881      0.4881
2p_2Po-12___         0.0749      0.0749      0.1093      0.1702      0.3023      0.3706      0.3706      0.3706      0.3706
2p_2Po-13___         2.7119      2.7119     21.3148    169.9706   2653.9586   7924.2640   7924.2640   7924.2640   7924.2640
2p_2Po-14___         0.0462      0.0462      0.0675      0.1050      0.1866      0.2286      0.2286      0.2286      0.2286
