  Transition                                                  f           A          Lam(A)      i-j    Trans. #

2p5_3p_3Pe[2]             -2p5(2P*<3/2>)3d_2{5/2}o[3]    3.4000E-03  1.6180E+06    3163.243      12-  23      136
2p5_3p_3Pe[2]             -2p5(2P*<3/2>)3d_2{3/2}o[1]    9.2000E-03  1.0240E+07    3159.528      12-  24      137
2p5_3p_3Pe[2]             -2p5(2P*<3/2>)4s_2{3/2}o[1]    1.2000E-02  1.3465E+07    3146.711      12-  25      138
2p5_3p_3Pe[2]             -2p5(2P*<1/2>)3d_2{5/2}o[2]    1.2000E-01  8.5580E+07    3057.375      12-  27      139
2p5_3p_3Pe[2]             -2p5(2P*<1/2>)3d_2{5/2}o[3]    1.2400E+00  6.3320E+08    3053.665      12-  28      140
2p5_3p_3Pe[2]             -2p5(2P*<1/2>)3d_2{3/2}o[2]    1.9200E-04  1.3827E+05    3042.453      12-  29      141
2p5_3p_3Pe[2]             -2p5(2P*<1/2>)3d_2{3/2}o[1]    5.4000E-02  6.5390E+07    3029.070      12-  30      142
2p5_3p_3Pe[2]             -2p5(2P*<1/2>)4s_2{1/2}o[1]    6.8000E-05  8.2619E+04    3024.012      12-  31      143
2p5_3p_3Pe[2]             -2p5(2P*<3/2>)5s_2{3/2}o[1]    1.1000E-04  3.5153E+05    1865.136      12-  32      144
2p5_3p_3Pe[2]             -2p5(2P*<1/2>)5s_2{1/2}o[1]    8.6000E-03  2.8810E+07    1821.697      12-  33      145
2p5_3p_3Pe[2]             -2p5(2P*<3/2>)6s_2{3/2}o[1]    3.8000E-05  1.7100E+05    1571.786      12-  34      146
2p5_3p_3Pe[2]             -2p5(2P*<1/2>)6s_2{1/2}o[1]    3.0000E-03  1.4065E+07    1539.893      12-  35      147
2p5_3p_3Pe[0]             -2p5(2P*<3/2>)3d_2{1/2}o[1]    3.0000E-01  6.1033E+07    3304.951      13-  17      148
2p5_3p_3Pe[0]             -2p5(2P*<3/2>)3d_2{3/2}o[1]    1.9000E-01  4.1538E+07    3188.134      13-  24      149
2p5_3p_3Pe[0]             -2p5(2P*<3/2>)4s_2{3/2}o[1]    1.1000E-01  2.4247E+07    3175.085      13-  25      150
2p5_3p_3Pe[0]             -2p5(2P*<1/2>)3d_2{3/2}o[1]    4.9000E-02  1.1664E+07    3055.354      13-  30      151
2p5_3p_3Pe[0]             -2p5(2P*<1/2>)4s_2{1/2}o[1]    1.4000E+00  3.3438E+08    3050.208      13-  31      152
2p5_3p_3Pe[0]             -2p5(2P*<3/2>)5s_2{3/2}o[1]    7.1000E-03  4.4900E+06    1875.065      13-  32      153
2p5_3p_3Pe[0]             -2p5(2P*<1/2>)5s_2{1/2}o[1]    1.1000E-02  7.2939E+06    1831.167      13-  33      154
2p5_3p_3Pe[0]             -2p5(2P*<3/2>)6s_2{3/2}o[1]    2.4000E-03  2.1407E+06    1578.832      13-  34      155
2p5_3p_3Pe[0]             -2p5(2P*<1/2>)6s_2{1/2}o[1]    3.8000E-03  3.5320E+06    1546.655      13-  35      156
2p5_3p_3Pe[1]             -2p5(2P*<3/2>)3d_2{1/2}o[0]    8.0000E-02  1.4448E+08    3327.689      14-  16      157
2p5_3p_3Pe[1]             -2p5(2P*<3/2>)3d_2{1/2}o[1]    1.0000E-01  6.0552E+07    3318.036      14-  17      158
2p5_3p_3Pe[1]             -2p5(2P*<3/2>)3d_2{3/2}o[2]    2.4667E-02  9.0525E+06    3301.348      14-  18      159
2p5_3p_3Pe[1]             -2p5(2P*<3/2>)4s_2{3/2}o[2]    3.3333E-02  1.2811E+07    3225.978      14-  21      160
2p5_3p_3Pe[1]             -2p5(2P*<3/2>)3d_2{5/2}o[2]    5.0000E-05  1.9427E+04    3208.472      14-  22      161
2p5_3p_3Pe[1]             -2p5(2P*<3/2>)3d_2{3/2}o[1]    2.3333E-02  1.5187E+07    3200.309      14-  24      162
2p5_3p_3Pe[1]             -2p5(2P*<3/2>)4s_2{3/2}o[1]    5.6667E-04  3.7189E+05    3187.161      14-  25      163
