************************************************************************************************************************
 
                 Energy Levels and statistical weights for AlIII
 
 [Reference] Al\,{\sc iiii} oscillator strengths are from the opacity project
 [Reference] \citep{Sea87_op}, and were retrieved from Topbase \citep{Topbase93}.
 [Reference] Data from forbidden transitions is from \cite{LWB09_Na_seq_col}.
 [Reference] Energy levels are from NIST \citep[][2012-Oct-15}{NIST_V5} when available,
 [Reference] or based on a estimate of the quantum defect.

                    g        E(cm^-1)    10^15 Hz     eV       Lam(A)       ID      ARAD         C4          C6
************************************************************************************************************************
 
17-Oct-2000                                      !Format date
15-Oct-2012                                      !Date
80                                               !Number of energy levels
229445.7000                                      !Ionization energy
3.0                                              !Screened nuclear charge
2011                                             !Number of transitions
 
3s_2Se[1/2]        2.0          0.000000     6.87861    28.448    4.358E+02       1   0.000E+00   0.000E+00   0.000E+00
3p_2Po[1/2]        2.0      53682.930000     5.26924    21.792    5.689E+02       2   5.467E+08   0.000E+00   0.000E+00
3p_2Po[3/2]        4.0      53916.600000     5.26223    21.763    5.697E+02       3   5.538E+08   0.000E+00   0.000E+00
3d_2De[5/2]        6.0     115956.210000     3.40233    14.071    8.811E+02       4   1.363E+09   0.000E+00   0.000E+00
3d_2De[3/2]        4.0     115958.500000     3.40226    14.071    8.812E+02       5   1.376E+09   0.000E+00   0.000E+00
4s_2Se[1/2]        2.0     126164.050000     3.09631    12.805    9.682E+02       6   1.393E+09   0.000E+00   0.000E+00
4p_2Po[1/2]        2.0     143633.380000     2.57259    10.639    1.165E+03       7   2.915E+08   0.000E+00   0.000E+00
4p_2Po[3/2]        4.0     143713.500000     2.57019    10.629    1.166E+03       8   2.941E+08   0.000E+00   0.000E+00
4d_2De[5/2]        6.0     165786.320000     1.90846     7.893    1.571E+03       9   2.517E+08   0.000E+00   0.000E+00
4d_2De[3/2]        4.0     165787.510000     1.90842     7.893    1.571E+03      10   2.540E+08   0.000E+00   0.000E+00
4f_2Fo[5/2]        6.0     167612.750000     1.85371     7.666    1.617E+03      11   1.176E+09   0.000E+00   0.000E+00
4f_2Fo[7/2]        8.0     167613.370000     1.85369     7.666    1.617E+03      12   1.176E+09   0.000E+00   0.000E+00
5s_2Se[1/2]        2.0     170637.350000     1.76303     7.291    1.700E+03      13   8.508E+08   0.000E+00   0.000E+00
5p_2Po[1/2]        2.0     178433.430000     1.52931     6.325    1.960E+03      14   1.883E+08   0.000E+00   0.000E+00
5p_2Po[3/2]        4.0     178470.320000     1.52820     6.320    1.962E+03      15   1.893E+08   0.000E+00   0.000E+00
5d_2De[5/2]        6.0     188877.570000     1.21620     5.030    2.465E+03      16   9.554E+07   0.000E+00   0.000E+00
5d_2De[3/2]        4.0     188878.220000     1.21618     5.030    2.465E+03      17   9.625E+07   0.000E+00   0.000E+00
5f_2Fo[5/2]        6.0     189876.100000     1.18627     4.906    2.527E+03      18   6.335E+08   0.000E+00   0.000E+00
5f_2Fo[7/2]        8.0     189876.420000     1.18626     4.906    2.527E+03      19   6.336E+08   0.000E+00   0.000E+00
5z_2Z             18.0     189928.680000     1.18469     4.899    2.531E+03      20   3.492E+08   0.000E+00   0.000E+00
6s_2Se[1/2]        2.0     191484.230000     1.13806     4.707    2.634E+03      21   5.136E+08   0.000E+00   0.000E+00
6p_2Po[1/2]        2.0     195621.720000     1.01402     4.194    2.956E+03      22   1.215E+08   0.000E+00   0.000E+00
6p_2Po[3/2]        4.0     195641.740000     1.01342     4.191    2.958E+03      23   1.219E+08   0.000E+00   0.000E+00
6d_2De[5/2]        6.0     201375.200000     0.84153     3.480    3.562E+03      24   5.154E+07   0.000E+00   0.000E+00
6d_2De[3/2]        4.0     201375.560000     0.84152     3.480    3.563E+03      25   5.183E+07   0.000E+00   0.000E+00
6f_2Fo[5/2]        6.0     201971.160000     0.82367     3.406    3.640E+03      26   3.798E+08   0.000E+00   0.000E+00
6f_2Fo[7/2]        8.0     201971.160000     0.82367     3.406    3.640E+03      27   3.798E+08   0.000E+00   0.000E+00
6z_2Z             40.0     202009.710000     0.82251     3.402    3.645E+03      28   1.650E+08   0.000E+00   0.000E+00
7s_2Se[1/2]        2.0     202921.600000     0.79517     3.289    3.770E+03      29   3.249E+08   0.000E+00   0.000E+00
7p_2Po[1/2]        2.0     205375.740000     0.72160     2.984    4.155E+03      30   8.078E+07   0.000E+00   0.000E+00
7p_2Po[3/2]        4.0     205387.770000     0.72124     2.983    4.157E+03      31   8.099E+07   0.000E+00   0.000E+00
7d_2De[5/2]        6.0     208881.830000     0.61649     2.550    4.863E+03      32   3.264E+07   0.000E+00   0.000E+00
7d_2De[3/2]        4.0     208881.830000     0.61649     2.550    4.863E+03      33   3.278E+07   0.000E+00   0.000E+00
7f_2Fo[7/2]        8.0     209263.250000     0.60505     2.502    4.955E+03      34   2.450E+08   0.000E+00   0.000E+00
7f_2Fo[5/2]        6.0     209263.250000     0.60505     2.502    4.955E+03      35   2.450E+08   0.000E+00   0.000E+00
7z_2Z             66.0     209288.460000     0.60430     2.499    4.961E+03      36   8.694E+07   0.000E+00   0.000E+00
8s_2Se[1/2]        2.0     209869.890000     0.58687     2.427    5.108E+03      37   2.159E+08   0.000E+00   0.000E+00
8p_2Po[1/2]        2.0     211437.360000     0.53988     2.233    5.553E+03     -38   5.545E+07   0.000E+00   0.000E+00
8p_2Po[3/2]        4.0     211445.150000     0.53964     2.232    5.555E+03     -39   5.556E+07   0.000E+00   0.000E+00
8d_2De[3/2]        4.0     213737.440000     0.47092     1.948    6.366E+03      40   2.252E+07   0.000E+00   0.000E+00
8d_2De[5/2]        6.0     213737.440000     0.47092     1.948    6.366E+03      41   2.243E+07   0.000E+00   0.000E+00
8f_2Fo[7/2]        8.0     213995.480000     0.46319     1.916    6.472E+03      42   1.669E+08   0.000E+00   0.000E+00
8f_2Fo[5/2]        6.0     213995.480000     0.46319     1.916    6.472E+03      43   1.669E+08   0.000E+00   0.000E+00
8z_2Z             96.0     214012.930000     0.46266     1.913    6.480E+03      44   4.972E+07   0.000E+00   0.000E+00
9s_2Se[1/2]        2.0     214403.550000     0.45095     1.865    6.648E+03     -45   1.502E+08   0.000E+00   0.000E+00
9p_2Po[1/2]        2.0     215467.350000     0.41906     1.733    7.154E+03     -46   3.953E+07   0.000E+00   0.000E+00
9p_2Po[3/2]        4.0     215472.680000     0.41890     1.732    7.157E+03     -47   3.959E+07   0.000E+00   0.000E+00
9d_2De[3/2]        4.0     217058.820000     0.37135     1.536    8.073E+03     -48   1.625E+07   0.000E+00   0.000E+00
9d_2De[5/2]        6.0     217058.820000     0.37135     1.536    8.073E+03     -49   1.620E+07   0.000E+00   0.000E+00
9f_2Fo[5/2]        6.0     217239.310000     0.36594     1.513    8.192E+03      50   1.186E+08   0.000E+00   0.000E+00
9f_2Fo[7/2]        8.0     217239.310000     0.36594     1.513    8.192E+03      51   1.186E+08   0.000E+00   0.000E+00
9z_2Z            130.0     217252.150000     0.36555     1.512    8.201E+03      52   3.025E+07   0.000E+00   0.000E+00
10s_2Se[1/2]       2.0     217526.940000     0.35732     1.478    8.390E+03     -53   1.082E+08   0.000E+00   0.000E+00
10p_2Po[1/2]       2.0     218281.700000     0.33469     1.384    8.957E+03     -54   2.900E+07   0.000E+00   0.000E+00
10p_2Po[3/2]       4.0     218285.500000     0.33457     1.384    8.960E+03     -55   2.904E+07   0.000E+00   0.000E+00
10d_2De[3/2]       4.0     219428.220000     0.30032     1.242    9.983E+03     -56   1.214E+07   0.000E+00   0.000E+00
10d_2De[5/2]       6.0     219428.220000     0.30032     1.242    9.983E+03     -57   1.211E+07   0.000E+00   0.000E+00
10f_2Fo[5/2]       6.0     219559.630000     0.29638     1.226    1.012E+04     -58   8.716E+07   0.000E+00   0.000E+00
10f_2Fo[7/2]       8.0     219559.630000     0.29638     1.226    1.012E+04     -59   8.716E+07   0.000E+00   0.000E+00
10z_2Z           168.0     219568.990000     0.29610     1.225    1.012E+04      60   1.933E+07   0.000E+00   0.000E+00
11w_2W           242.0     221283.586510     0.24469     1.012    1.225E+04      61   1.698E+07   0.000E+00   0.000E+00
12w_2W           288.0     222587.257414     0.20561     0.850    1.458E+04      62   1.145E+07   0.000E+00   0.000E+00
13w_2W           338.0     223601.819927     0.17520     0.725    1.711E+04      63   8.036E+06   0.000E+00   0.000E+00
14w_2W           392.0     224406.844223     0.15106     0.625    1.985E+04      64   5.794E+06   0.000E+00   0.000E+00
15w_2W           450.0     225056.296745     0.13159     0.544    2.278E+04      65   4.270E+06   0.000E+00   0.000E+00
