     1   3d56Se[5/2]      0.0000E+00       
     2   3d54Ge[11/2]      2.9384E-01      
     3   3d54Ge[9/2]      2.9427E-01       
     4   3d54Ge[7/2]      2.9439E-01       
     5   3d54Ge[5/2]      2.9435E-01       
     6   3d54Pe[5/2]      3.2126E-01       
     7   3d54Pe[3/2]      3.2198E-01       
     8   3d54Pe[1/2]      3.2265E-01       
     9   3d54De[7/2]      3.5338E-01       
    10   3d54De[5/2]      3.5480E-01      
    11   3d54De[3/2]      3.5483E-01      
    12   3d54De[1/2]      3.5445E-01      
    13   3d52Ie[13/2]      4.2912E-01      
    14   3d52Ie[11/2]      4.2901E-01      
    15   3d5c2De[5/2]      4.5146E-01      
    16   3d5c2De[3/2]      4.5610E-01      
    17   3d5b2Fe[7/2]      4.6834E-01      
    18   3d5b2Fe[5/2]      4.7538E-01      
    19   3d54Fe[9/2]      4.7952E-01      
    20   3d54Fe[7/2]      4.8020E-01      
    21   3d54Fe[5/2]      4.8150E-01      
    22   3d54Fe[3/2]      4.8149E-01      
    23   3d52He[11/2]      5.1367E-01      
    24   3d52He[9/2]      5.1084E-01      
    25   3d5b2Ge[9/2]      5.2599E-01      
    26   3d5b2Ge[7/2]      5.2314E-01      
    27   3d5a2Fe[7/2]      5.5819E-01      
    28   3d5a2Fe[5/2]      5.5730E-01      
    29   3d52Se[1/2]      6.0800E-01      
    30   3d5b2De[5/2]      6.7555E-01      
    31   3d5b2De[3/2]      6.7522E-01      
    32   3d5a2Ge[9/2]      7.5539E-01      
    33   3d5a2Ge[7/2]      7.5542E-01      
    34   3d52Pe[3/2]      9.1234E-01      
    35   3d52Pe[1/2]      9.1242E-01      
    36   3d5a2De[5/2]      9.8637E-01      
    37   3d5a2De[3/2]      9.8652E-01      
    38   3d4(5D)4s6De[9/2]   1.1752E+00      
    39   3d4(5D)4s6De[7/2]   1.1714E+00       
    40   3d4(5D)4s6De[5/2]   1.1682E+00       
    41   3d4(5D)4s6De[3/2]   1.1658E+00       
    42   3d4(5D)4s6De[1/2]   1.1643E+00       
    43   3d4(5D)4s4De[7/2]   1.2652E+00       
    44   3d4(5D)4s4De[5/2]   1.2606E+00       
    45   3d4(5D)4s4De[3/2]   1.2571E+00       
    46   3d4(5D)4s4De[1/2]   1.2548E+00       
    47   3d4(3P2)4s4Pe[5/2]   1.4193E+00       
    48   3d4(3P2)4s4Pe[3/2]   1.4077E+00       
    49   3d4(3P2)4s4Pe[1/2]   1.4002E+00       
    50   3d4(3H)4s4He[13/2]   1.4100E+00       
    51   3d4(3H)4s4He[11/2]   1.4080E+00       
    52   3d4(3H)4s4He[9/2]   1.4063E+00       
    53   3d4(3H)4s4He[7/2]   1.4050E+00       
    54   3d4(3F2)4s4Fe[9/2]   1.4236E+00       
    55   3d4(3F2)4s4Fe[7/2]   1.4227E+00       
    56   3d4(3F2)4s4Fe[5/2]   1.4220E+00       
    57   3d4(3F2)4s4Fe[3/2]   1.4217E+00       
    58   3d4(3G)4s4Ge[11/2]   1.4520E+00       
    59   3d4(3G)4s4Ge[9/2]   1.4510E+00       
    60   3d4(3G)4s4Ge[7/2]   1.4490E+00       
    61   3d4(3G)4s4Ge[5/2]   1.4465E+00       
    62   3d4(3P2)4s2Pe[3/2]   1.4723E+00       
    63   3d4(3P2)4s2Pe[1/2]   1.4582E+00       
    64   3d4(3H)4s2He[11/2]   1.4651E+00       
    65   3d4(3H)4s2He[9/2]   1.4609E+00       
    66   3d4(3F2)4s2Fe[7/2]   1.4771E+00       
    67   3d4(3F2)4s2Fe[5/2]   1.4769E+00       
    68   3d4(3G)4s2Ge[9/2]   1.5072E+00       
    69   3d4(3G)4s2Ge[7/2]   1.5031E+00       
    70   3d4(3D)4s4De[7/2]   1.5081E+00       
    71   3d4(3D)4s4De[5/2]   1.5091E+00       
    72   3d4(3D)4s4De[3/2]   1.5102E+00       
    73   3d4(3D)4s4De[1/2]   1.5109E+00       
    74   3d4(1G2)4s2Ge[9/2]   1.5283E+00       
    75   3d4(1G2)4s2Ge[7/2]   1.5291E+00       
    76   3d4(1I)4s2Ie[13/2]   1.5357E+00       
    77   3d4(1I)4s2Ie[11/2]   1.5361E+00       
    78   3d4(1S2)4s2Se[1/2]   1.5558E+00       
    79   3d4(3D)4s2De[5/2]   1.5614E+00       
    80   3d4(3D)4s2De[3/2]   1.5626E+00       
    81   3d4(1D2)4s2De[5/2]   1.6130E+00       
    82   3d4(1D2)4s2De[3/2]   1.6136E+00       
    83   3d4(1F)4s2Fe[7/2]   1.6691E+00       
    84   3d4(1F)4s2Fe[5/2]   1.6691E+00       
    85   3d4(5D)4p6Fo[11/2]   1.7339E+00       
    86   3d4(5D)4p6Fo[9/2]   1.7270E+00       
    87   3d4(5D)4p6Fo[7/2]   1.7214E+00       
    88   3d4(5D)4p6Fo[5/2]   1.7171E+00       
    89   3d4(5D)4p6Fo[3/2]   1.7140E+00       
    90   3d4(5D)4p6Fo[1/2]   1.7121E+00       
    91   3d4(5D)4p6Po[7/2]   1.7335E+00       
    92   3d4(5D)4p6Po[5/2]   1.7315E+00       
    93   3d4(5D)4p6Po[3/2]   1.7304E+00       
    94   3d4(3P1)4s4Pe[5/2]   1.7312E+00       
    95   3d4(3P1)4s4Pe[3/2]   1.7388E+00       
    96   3d4(3P1)4s4Pe[1/2]   1.7436E+00       
    97   3d4(3F1)4s4Fe[9/2]   1.7343E+00       
    98   3d4(3F1)4s4Fe[7/2]   1.7353E+00       
    99   3d4(3F1)4s4Fe[5/2]   1.7354E+00       
   100   3d4(3F1)4s4Fe[3/2]   1.7351E+00      
   101   3d4(5D)4p4Po[5/2]   1.7638E+00      
   102   3d4(5D)4p4Po[3/2]   1.7468E+00      
   103   3d4(5D)4p4Po[1/2]   1.7407E+00      
   104   3d4(5D)4p6Do[9/2]   1.7659E+00      
   105   3d4(5D)4p6Do[7/2]   1.7623E+00      
   106   3d4(5D)4p6Do[5/2]   1.7551E+00      
   107   3d4(5D)4p6Do[3/2]   1.7612E+00      
   108   3d4(5D)4p6Do[1/2]   1.7598E+00      
   109   3d4(3P1)4s2Pe[3/2]   1.7848E+00      
   110   3d4(3P1)4s2Pe[1/2]   1.7941E+00      
   111   3d4(3F1)4s2Fe[7/2]   1.7873E+00      
   112   3d4(3F1)4s2Fe[5/2]   1.7881E+00      
   113   3d4(5D)4p4Fo[9/2]   1.7938E+00      
   114   3d4(5D)4p4Fo[7/2]   1.7911E+00      
   115   3d4(5D)4p4Fo[5/2]   1.7891E+00      
   116   3d4(5D)4p4Fo[3/2]   1.7878E+00      
   117   3d4(1G1)4s2Ge[9/2]   1.8333E+00      
   118   3d4(1G1)4s2Ge[7/2]   1.8336E+00      
   119   3d4(5D)4p4Do[7/2]   1.8463E+00      
   120   3d4(5D)4p4Do[5/2]   1.8438E+00      
   121   3d4(5D)4p4Do[3/2]   1.8415E+00      
   122   3d4(5D)4p4Do[1/2]   1.8400E+00      
   123   3d4(3H)4p4Ho[13/2]   1.9425E+00      
   124   3d4(3H)4p4Ho[11/2]   1.9384E+00      
   125   3d4(3H)4p4Ho[9/2]   1.9353E+00      
   126   3d4(3H)4p4Ho[7/2]   1.9331E+00      
   127   3d4(3P2)4p4Do[7/2]   1.9612E+00      
   128   3d4(3P2)4p4Do[5/2]   1.9530E+00      
   129   3d4(3P2)4p4Do[3/2]   1.9451E+00      
   130   3d4(3P2)4p4Do[1/2]   1.9393E+00      
   131   3d4(3F2)4p4Go[11/2]   1.9684E+00      
   132   3d4(3F2)4p4Go[9/2]   1.9627E+00      
   133   3d4(3F2)4p4Go[7/2]   1.9595E+00      
   134   3d4(3F2)4p4Go[5/2]   1.9576E+00      
   135   3d4(3H)4p4Io[15/2]   1.9763E+00      
   136   3d4(3H)4p4Io[13/2]   1.9717E+00      
   137   3d4(3H)4p4Io[11/2]   1.9666E+00      
   138   3d4(3H)4p4Io[9/2]   1.9606E+00      
   139   3d4(3H)4p2Go[9/2]   1.9722E+00      
   140   3d4(3H)4p2Go[7/2]   1.9694E+00      
